siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
MIR1538	0	0	0	0	1	0	0	0
MIR1539	0	0	0	2	1	2	3	2
MIR154	0	0	0	0	0	0	0	0
MIR155	0	1	0	0	0	1	0	0
MIR155HG	2	1	0	1	2	2	0	1
MIR1587	0	0	0	0	0	0	0	0
MIR15A	0	0	0	0	0	0	0	0
MIR15B	0	0	0	0	0	0	0	0
MIR16-1	0	0	0	0	0	0	0	0
MIR16-2	0	0	0	0	0	0	0	0
MIR17	1	0	0	0	0	0	0	0
MIR17HG	350	261	185	265	0	2	4	6
MIR181A1	0	3	0	2	0	0	0	0
MIR181A1HG	2	3	0	2	0	4	3	2
MIR181A2	0	0	0	0	0	0	0	0
MIR181A2HG	7	10	7	12	2	6	5	2
MIR181B1	1	2	0	1	0	1	0	0
MIR181B2	0	0	0	1	0	0	0	0
MIR181C	0	0	0	0	0	0	0	0
MIR181D	0	0	0	0	0	0	0	0
MIR182	0	0	0	0	0	0	0	0
MIR1825	188	130	111	161	90	113	101	56
MIR1827	1	0	0	0	0	0	1	0
MIR183	0	0	0	0	0	0	0	0
MIR184	0	0	0	0	0	0	0	0
MIR185	0	0	0	0	1	0	0	0
MIR186	8	6	4	2	0	0	0	0
MIR187	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0
MIR18A	0	1	0	1	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0
MIR1908	2	0	1	0	2	2	2	0
MIR1909	37	39	19	50	14	21	21	17
MIR190A	0	0	0	0	0	0	0	0
MIR190B	0	0	0	0	0	0	0	0
MIR191	0	0	0	0	0	1	0	0
MIR1910	0	2	2	2	2	2	2	4
MIR1911	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0
MIR1913	0	0	0	0	0	0	0	0
MIR1914	15	22	10	13	8	6	7	4
MIR1915	0	0	0	1	0	0	0	0
MIR192	0	0	0	0	0	0	0	0
MIR193A	0	0	0	1	0	0	0	0
MIR193B	0	0	0	0	0	0	0	0
MIR194-1	0	0	1	3	1	1	1	0
MIR194-2	0	0	0	0	0	0	0	0
MIR195	1	0	0	1	0	0	0	0
MIR196A1	0	0	0	0	0	0	0	0
MIR196A2	0	0	0	0	0	0	0	0
MIR196B	3	5	2	5	2	0	0	1
MIR197	1	2	1	2	2	8	5	3
MIR1972-1	0	0	0	0	0	0	1	0
MIR1972-2	0	0	0	0	0	0	1	0
MIR1973	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0
MIR198	65	46	44	59	32	53	62	32
MIR199A1	2	2	0	1	0	1	0	0
MIR199A2	0	0	0	0	0	0	0	0
MIR199B	0	1	0	0	0	0	0	0
MIR19A	0	1	0	0	0	0	0	0
MIR19B1	1	0	0	1	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0
MIR200A	0	0	0	0	0	0	0	0
MIR200B	0	0	0	0	0	1	0	0
MIR200C	0	0	0	2	0	0	0	0
MIR202	0	0	0	0	0	0	0	0
MIR202HG	0	0	0	0	0	0	1	0
MIR203A	0	0	0	0	0	0	0	0
MIR203B	0	0	0	0	0	0	0	0
MIR204	0	1	0	0	0	0	0	0
MIR205	826	682	446	649	173	140	136	85
MIR2052	0	0	0	1	0	0	0	0
MIR2052HG	0	0	1	2	0	0	0	0
MIR2053	1	0	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0	0	0
MIR205HG	6076	5110	3297	5245	1402	1372	1369	764
MIR206	0	0	0	0	0	0	0	0
MIR208A	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0
MIR21	10	7	3	10	0	0	0	0
MIR210	3	2	0	2	0	0	0	0
MIR210HG	156	111	59	97	57	35	30	21
MIR211	0	0	0	0	0	0	0	0
MIR2110	19	13	11	15	2	6	11	5
MIR2113	0	0	0	0	0	0	0	0
MIR2114	0	0	0	0	0	0	0	0
MIR2115	0	1	0	0	0	0	0	0
MIR2116	1	3	1	1	0	0	0	1
MIR2117	0	2	0	2	0	2	1	1
MIR212	0	0	0	0	0	1	0	0
MIR214	0	0	0	0	0	0	0	0
MIR215	1	1	1	0	0	0	1	1
MIR216A	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0
MIR217HG	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	0	0
MIR218-2	0	0	0	0	0	0	0	0
MIR219A1	4	1	1	4	0	4	1	0
MIR219A2	0	0	0	0	1	1	0	0
MIR219B	0	0	0	0	1	1	0	0
MIR22	44	32	19	34	31	46	47	34
MIR221	27	13	15	15	0	0	1	0
MIR222	0	1	0	0	1	0	0	0
MIR223	0	0	0	0	0	0	0	0
MIR224	3	4	2	2	0	1	3	1
MIR2276	1	0	0	0	0	0	0	0
MIR2277	25	16	12	7	11	14	14	12
MIR2278	0	0	0	0	0	0	0	0
MIR22HG	891	663	470	770	260	266	256	194
MIR2355	0	1	0	2	0	0	0	0
MIR2392	0	0	0	0	0	0	0	0
MIR23A	0	3	2	4	0	1	1	0
MIR23B	1	2	0	0	0	0	1	0
MIR23C	0	0	0	0	0	1	0	0
MIR24-1	7	4	3	3	2	1	0	1
MIR24-2	5	5	4	1	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0
MIR25	37	28	23	49	13	20	14	5
MIR2681	0	0	0	0	0	0	0	0
MIR2682	0	0	0	0	0	0	0	0
MIR26A1	0	0	0	1	0	0	0	0
MIR26A2	0	1	1	1	0	0	0	0
MIR26B	0	1	0	0	0	0	0	0
MIR27A	3	0	0	1	1	0	0	1
MIR27B	0	1	1	0	1	0	1	0
MIR28	0	0	0	0	0	0	0	0
MIR2861	0	1	0	0	0	0	0	0
MIR2909	0	0	0	0	0	0	0	0
MIR296	1	0	2	3	1	1	1	0
MIR297	0	0	0	0	0	0	0	0
MIR298	1	0	1	3	1	0	0	0
MIR299	0	0	0	0	0	0	0	0
MIR29A	1	0	0	1	0	0	0	0
MIR29B1	0	1	0	0	0	0	0	0
MIR29B2	3	0	0	4	5	7	5	2
MIR29C	14	15	9	12	3	11	5	5
MIR300	0	0	0	0	0	0	0	0
MIR301A	0	0	0	0	0	0	0	0
MIR301B	0	0	0	0	0	0	0	0
MIR302A	0	2	5	3	0	0	0	0
MIR302B	0	1	1	3	0	0	0	0
MIR302C	2	2	1	3	0	0	0	0
MIR302D	1	0	1	0	0	0	0	0
MIR302E	0	0	0	0	0	0	0	0
MIR302F	0	0	0	0	0	0	0	0
MIR3064	496	412	320	480	212	204	176	118
MIR3065	2	0	0	0	0	1	1	0
MIR3074	7	4	3	3	2	1	0	1
MIR30A	0	0	0	0	0	0	0	0
MIR30B	0	0	0	0	0	0	0	0
MIR30C1	0	1	0	1	0	0	0	0
MIR30C2	1	0	1	0	0	0	0	0
MIR30D	0	0	0	0	0	0	0	0
MIR30E	0	0	0	0	0	0	0	0
MIR31	0	0	0	0	0	0	0	0
MIR3115	0	2	0	0	0	0	1	1
MIR3116-1	1	0	0	0	0	0	0	0
MIR3116-2	1	0	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0	0	0
MIR3118-1	0	0	0	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0	0	0
MIR3119-1	0	0	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0	0	0
MIR3120	0	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	1	0
MIR3122	0	0	0	1	0	0	0	0
MIR3123	0	0	0	0	0	0	0	0
MIR3124	3	1	3	1	1	3	6	1
MIR3125	0	0	0	0	0	0	0	0
MIR3126	0	1	0	0	0	0	0	0
MIR3127	0	0	0	1	0	0	0	0
MIR3128	0	1	1	0	0	0	0	0
MIR3129	0	0	0	0	0	0	0	0
MIR3130-1	1	1	0	0	0	0	0	0
MIR3130-2	1	1	0	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0
MIR3132	0	0	0	0	0	0	0	0
MIR3133	0	0	0	0	0	0	0	0
MIR3134	0	0	0	2	0	0	2	1
MIR3135A	0	0	0	0	1	0	0	0
MIR3135B	0	0	0	0	0	0	0	0
MIR3136	3	2	0	0	0	2	4	3
MIR3137	0	0	0	0	0	0	0	0
MIR3138	0	1	0	0	0	0	0	0
MIR3139	0	0	0	1	0	0	0	0
MIR3140	0	0	0	0	0	0	0	1
MIR3141	0	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0	0
MIR3143	0	0	0	0	0	1	1	1
MIR3144	0	0	0	0	0	0	0	0
MIR3145	0	0	1	0	1	0	0	0
MIR3146	1	0	0	0	0	0	0	0
MIR3147	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0
MIR3149	0	1	0	0	1	0	1	3
MIR3150A	0	0	0	1	0	0	0	0
MIR3150B	0	0	0	1	0	0	0	0
MIR3151	1	0	1	0	0	0	0	0
MIR3152	0	0	0	0	0	0	0	0
MIR3153	5	8	7	9	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0
MIR3155A	0	0	0	0	0	0	0	0
MIR3155B	0	0	0	0	0	0	0	0
MIR3156-1	0	0	1	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0	0	0
MIR3158-1	0	1	0	0	0	0	0	0
MIR3158-2	0	1	0	0	0	0	0	0
MIR3159	0	0	0	0	1	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0
MIR3161	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0
MIR3163	0	0	0	0	0	0	0	0
MIR3164	6	5	3	1	0	0	0	0
MIR3165	0	0	0	1	0	0	1	0
MIR3166	0	0	0	0	0	0	0	0
MIR3167	0	1	0	0	0	0	0	0
MIR3168	0	0	0	0	0	0	0	1
MIR3169	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0
MIR3171	1	0	0	0	0	0	0	0
MIR3173	0	0	0	0	0	0	0	0
MIR3174	1	3	2	2	6	0	0	0
MIR3175	0	0	1	0	0	2	1	1
MIR3176	41	26	32	27	35	42	40	30
MIR3177	3	0	0	1	1	3	1	0
MIR3178	1	0	1	0	2	1	1	0
MIR3179-1	0	0	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0
MIR3179-4	0	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0
MIR3180-5	1	2	0	0	0	0	0	0
MIR3181	0	0	0	1	1	0	0	0
MIR3182	0	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0	0
MIR3184	2	0	0	1	1	0	0	0
MIR3185	0	0	0	0	0	0	0	0
MIR3186	4	0	0	6	0	0	0	0
MIR3187	0	0	0	0	0	0	0	0
MIR3188	0	0	0	0	0	1	0	0
MIR3189	0	2	0	1	1	0	0	0
MIR3190	4	3	0	1	1	5	4	1
MIR3191	4	3	0	1	1	5	4	1
MIR3192	3	2	2	0	0	0	0	0
MIR3193	0	1	0	0	0	0	0	0
MIR3194	0	0	0	0	0	0	0	0
MIR3195	0	0	0	0	0	0	0	0
MIR3196	0	0	0	0	0	0	0	0
MIR3197	2	0	0	0	0	0	0	0
MIR3198-1	0	1	0	1	0	0	0	0
MIR3198-2	143	126	75	115	88	91	103	64
MIR3199-1	0	1	0	0	0	0	1	0
MIR3199-2	0	1	0	0	0	0	1	0
MIR31HG	75	75	49	75	45	56	55	32
MIR32	0	0	0	0	0	0	0	0
MIR3200	0	0	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0
MIR320A	0	1	0	1	0	0	2	0
MIR320B1	0	0	0	0	0	0	0	0
MIR320B2	1	2	2	2	2	0	1	0
MIR320C1	0	0	0	2	1	0	0	0
MIR320C2	0	1	0	0	0	0	0	0
MIR320D1	1	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0
MIR320E	4	0	4	3	1	1	2	0
MIR323A	0	0	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0
MIR324	23	12	10	17	33	24	22	12
MIR325	0	0	0	0	0	0	0	0
MIR325HG	0	0	0	0	0	0	0	0
MIR326	0	0	0	0	0	0	0	0
MIR328	4	0	1	2	0	0	0	0
MIR329-1	0	0	0	0	0	0	0	0
MIR329-2	0	1	0	0	0	0	0	0
MIR330	2	0	0	1	0	0	1	0
MIR331	3	3	2	2	0	1	2	1
MIR335	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0
MIR338	2	0	0	0	0	1	1	0
MIR339	2	5	2	1	1	0	1	0
MIR33A	0	0	0	0	0	0	0	0
MIR33B	2	1	1	0	0	0	0	0
MIR340	0	0	0	0	0	0	0	0
MIR342	1	0	0	0	0	0	0	0
MIR345	0	0	0	0	0	0	0	0
MIR346	0	0	0	0	0	0	0	0
MIR34A	1	3	5	6	4	2	6	3
MIR34B	0	0	0	1	1	1	3	0
MIR34C	0	0	1	1	1	1	2	1
MIR3529	0	0	0	0	0	0	0	0
MIR3591	0	1	0	0	0	0	0	0
MIR3605	191	154	103	174	24	38	36	18
MIR3606	0	0	0	0	0	0	0	0
MIR3607	7	7	3	3	0	1	0	0
MIR3609	0	1	0	0	1	0	0	0
MIR361	0	0	0	0	0	0	0	0
MIR3610	26	27	15	27	13	7	6	6
MIR3611	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0
MIR3613	1	0	1	0	2	1	1	0
MIR3614	156	137	88	136	41	74	59	41
MIR3615	49	47	28	45	32	38	23	11
MIR3616	0	0	0	1	0	0	0	0
MIR3617	0	0	0	0	0	0	0	0
MIR3618	56	50	37	37	36	52	45	33
MIR3619	5	0	3	4	1	1	1	0
MIR362	0	0	0	0	0	0	0	0
MIR3620	94	91	51	81	74	65	62	40
MIR3621	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0	0	0
MIR3648-1	0	0	0	0	0	0	0	0
MIR3648-2	0	0	0	0	0	0	0	0
MIR3649	0	0	0	0	0	0	0	0
MIR3650	1	1	1	2	0	1	1	0
MIR3651	6	4	2	4	2	4	2	0
MIR3652	1937	1781	1214	1878	1638	1983	1956	981
MIR3653	30	18	16	24	16	35	32	17
MIR3654	4404	3310	2421	4090	4256	5098	4484	2703
MIR3655	401	369	253	389	223	256	232	153
MIR3656	409	348	215	337	252	280	242	143
MIR3657	1	0	1	0	0	0	0	0
MIR3658	328	254	199	260	69	75	91	46
MIR3659	0	0	0	0	0	0	0	0
MIR365A	1	0	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0	0	0
MIR3660	0	1	0	0	0	0	0	0
MIR3661	1301	962	593	992	415	506	422	259
MIR3662	1	1	1	2	0	0	0	0
MIR3663	0	0	0	0	0	0	0	0
MIR3663HG	0	1	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0
MIR3665	0	0	0	0	0	0	0	0
MIR3666	0	0	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0	0	0
MIR367	0	4	0	2	0	0	0	0
MIR3670-1	0	0	0	0	0	0	0	0
MIR3670-2	0	0	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0	0	0
MIR3670-4	0	0	0	0	0	0	0	0
MIR3671	0	0	1	1	0	0	0	0
MIR3672	0	0	0	0	0	0	0	0
MIR3674	0	0	0	1	3	4	4	2
MIR3675	0	0	0	0	0	0	0	0
MIR3677	1	1	2	0	7	5	1	5
MIR3678	0	0	0	0	0	0	0	0
MIR3679	0	0	0	0	0	0	0	0
MIR3680-1	0	1	0	0	2	3	0	1
MIR3680-2	0	1	0	0	2	3	0	1
MIR3681	0	0	0	0	0	0	0	0
MIR3682	9	3	2	2	1	2	1	4
MIR3683	0	0	0	0	0	0	0	0
MIR3684	0	0	0	0	0	3	1	0
MIR3685	9	6	4	9	2	2	1	0
MIR3686	0	0	0	0	0	0	0	0
MIR3687-1	0	0	0	0	0	0	0	0
MIR3687-2	0	0	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0
MIR3691	0	0	1	0	0	0	0	0
MIR3692	0	0	0	1	0	0	0	0
MIR370	0	1	0	0	0	0	0	0
MIR3713	0	0	0	0	0	0	0	0
MIR3714	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0
MIR374B	1	3	6	3	2	4	2	2
MIR374C	1	2	6	3	2	4	2	2
MIR375	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0
MIR378A	2	0	0	2	0	0	0	0
MIR378B	0	0	0	0	0	0	1	0
MIR378C	0	1	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0
MIR378D2	1	0	0	0	0	1	0	0
MIR378E	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	1	0	0
MIR378G	0	0	0	0	0	0	0	0
MIR378H	2	2	0	0	3	0	0	0
MIR378I	0	0	1	0	3	3	3	5
MIR378J	0	3	2	4	1	3	4	0
MIR379	0	0	0	0	0	0	0	0
MIR380	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0
MIR381HG	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0
MIR3907	0	1	0	0	0	0	0	0
MIR3908	0	1	0	0	0	0	0	0
MIR3909	0	0	0	0	0	0	0	0
MIR3910-1	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0
MIR3911	21	20	10	15	23	11	11	6
MIR3912	0	0	0	0	0	2	0	0
MIR3913-1	0	0	0	0	1	0	2	2
MIR3913-2	0	0	0	0	1	0	2	2
MIR3914-1	0	0	0	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0	0	0
MIR3915	0	0	0	0	0	0	0	0
MIR3916	105	71	38	92	81	94	85	62
MIR3917	327	267	193	349	288	356	327	160
MIR3918	3	1	0	5	0	0	4	0
MIR3919	0	0	0	0	0	0	0	0
MIR3920	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0	0	0
MIR3923	0	0	0	0	0	0	0	0
MIR3924	0	1	0	0	0	0	0	0
MIR3925	0	0	1	0	0	1	0	1
MIR3926-1	1	0	0	0	0	0	0	0
MIR3926-2	1	0	0	0	0	0	0	0
MIR3927	0	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0	0
MIR3929	1	3	1	2	4	4	4	0
MIR3934	13	16	6	9	3	3	7	1
MIR3935	0	0	0	0	0	0	0	0
MIR3936	33	27	20	20	19	30	25	18
MIR3937	0	0	0	0	0	0	0	0
MIR3938	0	2	0	0	0	0	0	0
MIR3939	8	2	2	1	0	3	2	0
MIR3940	386	326	202	343	181	217	151	113
MIR3941	1	0	0	0	0	0	0	0
MIR3942	7	3	1	4	0	1	0	0
MIR3943	0	0	0	0	0	0	0	0
MIR3944	3	1	4	4	13	18	25	8
MIR3945	0	0	0	0	0	0	0	0
MIR3960	0	1	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0
MIR3973	0	0	1	0	0	0	0	0
MIR3974	0	0	0	0	0	0	0	0
MIR3975	0	1	0	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0
MIR3976HG	0	0	0	0	0	0	0	0
MIR3977	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0
MIR421	7	6	1	4	0	1	5	4
MIR422A	0	0	0	0	0	0	0	0
MIR423	5	3	0	1	1	1	0	0
MIR424	0	0	0	0	0	0	0	0
MIR425	1	0	0	0	0	0	1	0
MIR4251	0	1	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0	0
MIR4253	19	11	8	6	4	7	10	4
MIR4254	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0
MIR4256	0	1	0	1	0	1	0	0
MIR4257	2	1	5	3	19	14	11	14
MIR4258	15	18	19	22	5	8	4	3
MIR4259	0	0	0	0	0	0	0	0
MIR4260	632	551	285	415	225	210	215	151
MIR4261	1	0	0	1	2	4	3	3
MIR4262	0	0	0	0	0	0	0	0
MIR4263	4	3	1	1	0	4	2	0
MIR4264	0	0	0	0	0	0	0	0
MIR4265	0	2	2	0	0	0	1	1
MIR4266	0	0	0	0	0	0	0	0
MIR4267	0	1	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0
MIR4270	0	0	0	0	0	0	0	0
MIR4271	12	11	4	9	15	16	14	17
MIR4272	0	0	0	0	0	0	0	0
MIR4273	0	0	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0
MIR4276	0	0	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0
MIR4279	1	2	0	1	0	0	1	0
MIR4280	0	0	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0	0	0
MIR4284	3	2	0	1	0	0	0	1
MIR4285	0	0	1	0	0	0	0	0
MIR4286	0	0	0	0	0	0	0	0
MIR4287	0	1	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0
MIR429	0	0	0	0	0	0	0	1
MIR4290	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0
MIR4292	11	11	11	7	7	6	15	4
MIR4293	0	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0	0
MIR4295	1	0	0	0	0	0	0	0
MIR4296	1	1	0	1	0	0	0	1
MIR4297	0	0	0	0	0	0	0	0
MIR4298	0	0	0	0	0	0	0	0
MIR4299	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0
MIR4306	0	1	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0
MIR4310	0	1	0	0	0	0	0	0
MIR4311	0	0	0	0	0	0	0	0
MIR4312	2	3	2	1	1	2	4	0
MIR4313	0	0	0	0	0	0	0	0
MIR4314	0	0	0	0	0	0	0	0
MIR4315-1	28	22	15	31	14	22	22	17
MIR4315-2	28	22	15	31	14	22	22	17
MIR4316	0	0	0	0	0	0	0	0
MIR4317	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0
MIR4319	1	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0
MIR4320	0	0	0	0	0	0	0	0
MIR4321	18	12	5	9	48	44	50	24
MIR4322	0	0	0	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0	0
MIR4324	0	0	0	1	0	1	1	1
MIR4325	0	0	0	0	0	0	0	0
MIR4326	0	0	0	1	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0
MIR4329	0	0	0	0	0	0	0	0
MIR433	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0
MIR4417	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0
MIR4419A	0	0	0	0	0	0	0	0
MIR4419B	0	0	0	0	0	0	0	0
MIR4420	0	0	0	0	0	0	0	0
MIR4421	0	0	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0	0	0
MIR4423	0	0	0	0	1	0	0	0
MIR4424	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0
MIR4426	15769	12739	9054	14543	19303	22404	19409	11407
MIR4427	0	0	1	0	0	0	0	0
MIR4428	0	1	1	1	2	0	0	0
MIR4429	0	0	0	0	0	0	0	0
MIR4430	0	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0	0	0
MIR4434	0	1	0	0	0	0	0	0
MIR4435-1	0	0	0	0	0	0	0	0
MIR4435-2	0	0	0	0	0	0	0	0
MIR4435-2HG	461	364	213	385	337	387	338	169
MIR4436A	0	0	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0
MIR4436B2	0	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	0	0
MIR4438	0	0	0	0	0	0	0	0
MIR4439	0	0	0	0	0	0	0	0
MIR4440	0	0	0	0	0	0	0	0
MIR4441	1	1	0	0	0	0	1	0
MIR4442	33	36	18	32	9	20	13	3
MIR4443	0	0	1	0	0	0	0	0
MIR4444-1	249	168	108	230	120	100	100	27
MIR4444-2	249	168	108	230	120	100	100	27
MIR4445	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0
MIR4447	0	0	0	0	0	0	0	0
MIR4448	0	0	0	0	0	0	0	0
MIR4449	5	3	0	1	1	0	1	0
MIR4450	0	0	0	0	0	0	0	0
MIR4451	0	0	0	0	0	0	0	0
MIR4452	0	0	0	0	0	0	0	0
MIR4453	13	13	11	12	3	1	1	0
MIR4454	0	0	0	0	0	0	0	1
MIR4455	0	0	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0
MIR4458	0	4	1	0	1	1	1	0
MIR4458HG	267	244	185	260	187	147	154	60
MIR4459	0	1	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0	0	0
MIR4461	0	0	3	3	0	0	0	0
MIR4462	0	0	0	0	0	0	0	0
MIR4463	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0
