Genes	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj
ENSMUSG00000000244	-0.100406197884726	3.05783237322435	1.38828465240387	-0.0723239270209234	0.942344123545997	NA
ENSMUSG00000000248	-4.06540332764093	1.60542018944548	2.13433054957758	-1.90476743559967	0.0568103086631508	NA
ENSMUSG00000000253	0.103676200715184	2.6405248005929	1.30071921888232	0.0797068262005623	0.936470430207374	NA
ENSMUSG00000000266	0.200356051228457	431.828607061329	0.110281926566421	1.81676234235704	0.0692535112508346	0.235723091985768
ENSMUSG00000000275	-0.0199639790567155	3221.57424485288	0.0524513032333373	-0.380619314031204	0.703485747661656	0.88147109553373
ENSMUSG00000000276	-0.23566458833408	518.784638991425	0.0991466935667488	-2.37692836600167	0.0174574780226959	0.0850635441639131
ENSMUSG00000000278	0.00545458052049205	4815.34333124088	0.0453424357383883	0.120297474797412	0.904247504406689	0.964543765389994
ENSMUSG00000000282	0.280568587427485	818.042403643212	0.0939764071741038	2.98552153529018	0.00283095203878758	0.0195095824162814
ENSMUSG00000000290	0.00897781419385835	29.348569563839	0.425133464953968	0.021117637010369	0.983151815732286	0.993635362678121
ENSMUSG00000000295	-0.126851546970306	478.69055682446	0.117639973208465	-1.07830309299304	0.280898517221511	0.565127983665058
ENSMUSG00000000296	-0.0128301650048315	1167.4358058952	0.0800789689022547	-0.160218908668669	0.872708634841084	0.954396123046141
ENSMUSG00000000301	0.386987286356077	48.5686042717073	0.3416474227597	1.13270951447588	0.257336260804559	0.539938486446125
ENSMUSG00000000303	0.174695125518639	10428.5547425361	0.0461846733941242	3.78253460900005	0.000155239500549165	0.00156540212985646
ENSMUSG00000000305	-2.32672650951682	0.480943968409611	3.56232281144374	-0.653148698945069	0.513660419422011	NA
ENSMUSG00000000308	-1.22963496486562	3.38548699598818	1.22111420493505	-1.00697785669525	0.313945415358863	NA
ENSMUSG00000000317	1.48181349659051	1.22148145751922	2.2438152013448	0.660399080861207	0.508997761867909	NA
ENSMUSG00000000318	0.434294329512299	1.12421614692319	2.39960589321035	0.180985690500731	0.85637880785917	NA
ENSMUSG00000000325	-0.112571812272088	112.391544728188	0.202471440120436	-0.555988598713611	0.57821864889557	0.811689517594646
ENSMUSG00000000326	0.00291471723082275	1430.64055835092	0.0727816698000273	0.0400474080744663	0.968055330408351	0.989072837776168
ENSMUSG00000000339	-0.00111966938176018	916.306128601	0.0804260285021428	-0.0139217291045317	0.98889242609053	0.995892536687454
ENSMUSG00000000340	-0.38267562699218	1107.3020662048	0.081057646417208	-4.72103057400073	2.34652659839279e-06	3.54445237102128e-05
ENSMUSG00000000346	0.0862569679195943	6018.60889461962	0.0522399521265159	1.65116858665366	0.0987041555481564	0.29788330572464
ENSMUSG00000000355	-0.239257935765448	454.041018989006	0.118965884846197	-2.01114744848718	0.0443098846499735	0.17148214966629
ENSMUSG00000000374	-0.040908818290007	1260.85186593608	0.0695878519326732	-0.587872985784741	0.556617550061117	0.799103157701974
ENSMUSG00000000378	-0.0118384050522434	1110.34374680937	0.0786499112157304	-0.15052025958137	0.880354167990559	0.957311595442904
ENSMUSG00000000384	0.067610278630924	2089.43259575393	0.0710903412131179	0.951047322001716	0.341580354086745	0.62820399820426
ENSMUSG00000000385	-0.807018453035246	3302.03416167962	0.0541037140849985	-14.9161377676844	2.58827467030248e-50	5.2485246499298e-48
ENSMUSG00000000386	0.116923724999815	26.8398510979037	0.414037007576312	0.282399212776324	0.777637418555011	0.91513709504479
ENSMUSG00000000392	-2.28903142723572	0.466963603436848	3.60272732188316	-0.63536072056634	0.525193179953804	NA
ENSMUSG00000000399	-0.164655180853628	2575.01459512716	0.0583192344259275	-2.82334263257108	0.00475257508830599	0.0301037094703439
ENSMUSG00000000409	0.0487019450867176	56.9486666243738	0.288888650779537	0.168583795020332	0.86612402781281	0.951594978436782
ENSMUSG00000000416	-3.04291297337443	0.788350791736626	2.5177829394103	-1.20856842968644	0.226828691346922	NA
ENSMUSG00000000420	0.236130354134566	4227.98450671512	0.0534235242598567	4.41996961836526	9.87147785514586e-06	0.00013212250152778
ENSMUSG00000000439	-0.0226200275753533	2264.83212270834	0.0574295854847769	-0.393874122273602	0.693673976663285	0.875251949927259
ENSMUSG00000000440	-0.275775883409009	3799.14572140397	0.054860988289971	-5.02681216662339	4.98700386096241e-07	8.46589657727369e-06
ENSMUSG00000000441	-0.0601325652447972	2889.41589382594	0.0580349284909586	-1.03614438422484	0.300134788413118	0.586577027869746
ENSMUSG00000000486	-0.342847334102185	12.4455572177806	0.641340744727563	-0.534579062566536	0.592940964876235	0.820003709631022
ENSMUSG00000000489	0.176395952941742	155.766317591076	0.181048554793853	0.974301911123183	0.329906656029835	0.617048100458439
ENSMUSG00000000530	1.28119459105379	3.83309401389726	1.35117076387397	0.94821071126528	0.343022195299261	NA
ENSMUSG00000000531	-0.014131396811714	1227.03544095458	0.0725975927632867	-0.194653793243409	0.845663987521094	0.943393078677185
ENSMUSG00000000532	-0.0649172332719181	1164.32885051861	0.0705919132086517	-0.919612889369343	0.357775088660251	0.64406477410163
ENSMUSG00000000538	-0.222569130325238	663.74629061659	0.0951114943175225	-2.34008656810929	0.0192792705591585	0.0914451926733916
ENSMUSG00000000544	-0.581688188056756	117.986418225789	0.206967844301729	-2.8105244561988	0.0049460829807998	0.0311693769113578
ENSMUSG00000000552	-0.0361798562117148	680.387296724398	0.107064047350672	-0.337927223068759	0.735418032061433	0.895361439944036
ENSMUSG00000000555	0.414940887790684	1173.76320155025	0.0826865151294824	5.01824133162354	5.21466450916243e-07	8.82202042618645e-06
ENSMUSG00000000561	-0.024913743952897	3389.32797540764	0.0528949236512049	-0.471004441129002	0.637637563431638	0.845386506296602
ENSMUSG00000000563	-0.0630250748274218	4904.65993996276	0.0505883483385671	-1.24584171844514	0.212822510234915	0.483292140310426
ENSMUSG00000000567	2.03018535072761	0.360037707687775	4.00933028946976	0.506365204198754	0.612600296800504	NA
ENSMUSG00000000568	0.315893248247214	4988.72833971787	0.0507642694342172	6.22274784544203	4.88522186686212e-10	1.22986291318299e-08
ENSMUSG00000000579	3.53552273497603	2.12483884037131	1.86968818935421	1.89096917609412	0.0586284590187604	NA
ENSMUSG00000000581	0.0224351927337187	806.216880821931	0.0919723557458486	0.243934088148344	0.807281867948307	0.927018345453323
ENSMUSG00000000594	-0.376831318038108	80.8062221044131	0.247942361106516	-1.51983435326011	0.128552612754028	0.351188443378855
ENSMUSG00000000600	-0.15390443544251	1018.93330629297	0.0808501495413938	-1.90357638564062	0.0569653767027235	0.205437892028145
ENSMUSG00000000605	-0.274398184701089	706.794022888597	0.0977287799370721	-2.80775207546615	0.00498886182373148	0.031337773853079
ENSMUSG00000000627	-0.307809671278744	6.59030149435074	0.832697149322355	-0.369653806944383	0.711640454196957	0.885263841979074
ENSMUSG00000000628	-0.454706965269657	2984.85537301076	0.0612425706316241	-7.42468777159491	1.13046265186154e-13	4.07182510744771e-12
ENSMUSG00000000631	-0.0966353982276324	4802.53153418159	0.0558279969436751	-1.73094869094315	0.0834609161679963	0.267244633795122
ENSMUSG00000000673	1.65899482023772	0.704825767004767	2.89172617164058	0.57370398224688	0.566168133079517	NA
ENSMUSG00000000686	0.306286876542199	101.492052781571	0.220098171337184	1.39159210038586	0.164045952365871	0.411280884910653
ENSMUSG00000000690	-0.399005120396066	4.4555722667099	1.05073950860977	-0.379737429806924	0.704140332764917	0.88169424343758
ENSMUSG00000000693	0.1374643035772	636.366646739065	0.100818306395058	1.36348554635052	0.172729536610791	0.425655956459055
ENSMUSG00000000706	-0.838352845358178	1.00061641150299	2.20661278779584	-0.379927484330225	0.703999244837591	NA
ENSMUSG00000000708	0.165022252065985	1489.65226240565	0.0667383154003925	2.47267631908213	0.0134105542597669	0.0694998408136632
ENSMUSG00000000711	-0.00549553520899185	1016.28413716067	0.0836634562842049	-0.065686208209275	0.94762765295253	0.981166129024013
ENSMUSG00000000731	1.08825575883201	0.180018853843887	4.0804728567969	0.266698443299111	0.789701352587839	NA
ENSMUSG00000000738	0.0584786356439201	1969.53786161374	0.0614588396144371	0.951508945023801	0.341346079894445	0.628085272924483
ENSMUSG00000000739	-2.30408324627192	0.47238160112114	3.27983204704358	-0.70250037600212	0.48236716731296	NA
ENSMUSG00000000740	0.036319113826035	7134.14937979977	0.067518521146442	0.537913348950014	0.590636872123604	0.818728122300375
ENSMUSG00000000743	-0.157510651814962	1320.03765669499	0.0857270247306523	-1.83735120062604	0.0661580659012869	0.228283881010898
ENSMUSG00000000751	0.218092421316143	1849.58204992395	0.0669778900798346	3.25618530318269	0.00112920029419307	0.00891496104263464
ENSMUSG00000000753	0.112238955398105	0.656237682067741	2.60239104315001	0.0431291660388778	0.965598569787609	NA
ENSMUSG00000000759	0.0859457874969105	2268.67691638057	0.072233284253708	1.18983635293447	0.234110718315088	0.510924452720387
ENSMUSG00000000776	-0.120690966943028	908.770094256009	0.0785699506118842	-1.5360957465687	0.124514899338557	0.343303046174086
ENSMUSG00000000782	-0.786922309200748	11.7995466784303	0.628396300838873	-1.25227075358377	0.210471222048395	0.480891011849776
ENSMUSG00000000787	-0.11145359787888	12718.323571415	0.0510124932906219	-2.18482945430487	0.0289013535563007	0.124767202302105
ENSMUSG00000000791	-0.0988648711744997	4.31544153755261	1.04575886142157	-0.0945388796802602	0.92468109921272	0.97257048165609
ENSMUSG00000000792	1.33077399339289	7.80858623522953	0.790309985894708	1.6838633158435	0.0922080873444314	0.284543739203589
ENSMUSG00000000794	-0.370683720255494	24.4262318880699	0.50034840005547	-0.740851215301975	0.458783657827447	0.728297532098626
ENSMUSG00000000804	-0.0743946716016099	1925.66955509766	0.063529853380851	-1.17101909799203	0.241591100678877	0.520488002233942
ENSMUSG00000000805	-0.835297592810476	0.155654534478949	4.0804728567969	-0.204706077487836	0.837801771814143	NA
ENSMUSG00000000811	-0.384398238017913	521.756579852871	0.109035472036149	-3.52544204963383	0.000422776664839465	0.00376103543847272
ENSMUSG00000000823	-0.102317652746654	558.741372163824	0.09709013730737	-1.05384187914716	0.291955316214855	0.576857253861252
ENSMUSG00000000826	-0.28474041723596	3814.72107609275	0.0549830761287809	-5.17869201368515	2.23447010565881e-07	3.95656231747217e-06
ENSMUSG00000000827	0.24855647319222	2222.59896901188	0.0607416408133849	4.09202764139767	4.27617664602256e-05	0.000502382880087873
ENSMUSG00000000838	0.066982595574454	3291.60374222512	0.0641018498016908	1.04494013482724	0.296050638790752	0.58188168282843
ENSMUSG00000000869	-0.83068910731559	16.3421480076285	0.554681749117993	-1.49759588924005	0.134238275446559	0.359852563325075
ENSMUSG00000000876	-0.738810156854765	715.018998169538	0.087630513831106	-8.4309691288437	3.42814189329626e-17	1.68035710087631e-15
ENSMUSG00000000884	-0.0321711850169252	118.245928030312	0.218469217896123	-0.147257290188231	0.882928942387693	0.957961151927195
ENSMUSG00000000901	0.608501928582236	71.4956079326488	0.259092351481526	2.34859085998771	0.0188446008582701	0.0899667881309663
ENSMUSG00000000902	0.178244641794285	1018.65904323579	0.0841408578830836	2.11840770677619	0.0341405537510427	0.141247543565675
ENSMUSG00000000903	-1.7046115336537	0.311309068957899	4.04015564017603	-0.421917293656399	0.673085386731128	NA
ENSMUSG00000000915	-0.114651558228407	1814.84216201507	0.070864198378121	-1.617905244855	0.105683019802235	0.310895417752878
ENSMUSG00000000916	0.127748921037576	526.12984946463	0.106680400572595	1.19749195121033	0.231114862880164	0.506768377309298
ENSMUSG00000000934	0.0790188531157973	404.323499226319	0.117880858418152	0.670328110739558	0.502648651026726	0.761665265753774
ENSMUSG00000000938	-0.011066339586827	125.863584701538	0.196777357300719	-0.0562378707521478	0.955152312388952	0.985098563387004
ENSMUSG00000000942	2.62400252433217	0.543753234841526	3.39780767571386	0.772263404749911	0.439958435176824	NA
ENSMUSG00000000957	-0.0193480389915007	513.313721057115	0.121928808402695	-0.158683081094337	0.87391856860049	0.955154797031383
ENSMUSG00000000958	-0.264436688870906	276.574222364205	0.153489077509561	-1.72283717617909	0.0849179738375944	0.269944188529851
ENSMUSG00000000959	-0.0667361208078133	1038.9216339861	0.0748945269268397	-0.891068059926517	0.372892658765747	0.657763183828391
ENSMUSG00000000976	0.068755294583971	1068.6915667559	0.0781345869604981	0.879959788086307	0.378881093856164	0.663189976173186
ENSMUSG00000001014	0.307264050392361	46.5104824318624	0.314738718303783	0.976251196701488	0.328939998113067	0.616256321142671
ENSMUSG00000001016	0.0903006155222677	3382.27500865572	0.051962093990993	1.7378171006334	0.0822430464822767	0.264546679069348
ENSMUSG00000001017	-0.000548568233668475	2378.13238430027	0.0571659174083831	-0.00959607154993424	0.992343560172814	0.997135996447399
ENSMUSG00000001018	-0.0264091386236641	1361.17377261771	0.0703047351095058	-0.375638121422825	0.707185946061182	0.883353945438616
ENSMUSG00000001020	-0.140874021276669	734.079792319278	0.0998503845833171	-1.41085106346407	0.158288534183025	0.401911693226641
ENSMUSG00000001021	-0.308656012538092	77.626392712145	0.242527121198973	-1.27266596417011	0.203136600180022	0.471765154136315
ENSMUSG00000001023	-1.51992453506676	3.45444868262698	1.26462278911202	-1.20187976063124	0.229410117038997	NA
ENSMUSG00000001025	-0.332937849745185	36583.8693824875	0.0414852762790364	-8.02544612468756	1.01157644030489e-15	4.37846960404481e-14
ENSMUSG00000001027	-1.7046115336537	0.311309068957899	4.04015564017603	-0.421917293656399	0.673085386731128	NA
ENSMUSG00000001029	-0.216391320307435	1.7491557598883	1.86499966817133	-0.116027538235227	0.907630716831956	NA
ENSMUSG00000001034	0.438452858843546	482.019885696389	0.111700656585129	3.92524871605739	8.66401720075574e-05	0.000938897852289803
ENSMUSG00000001036	0.651254994453135	2104.3082147573	0.0620184056343111	10.5009954350203	8.5473972527521e-26	7.18904099616417e-24
ENSMUSG00000001039	0.183521304651072	40.4201537523792	0.356169511532039	0.51526393671841	0.60636859598773	0.826599140737918
ENSMUSG00000001052	0.211549226813668	2984.49934973962	0.0512744590808659	4.12582074205854	3.69414933832919e-05	0.000440293821701183
ENSMUSG00000001053	0.948292266712331	450.948745205785	0.114983532736696	8.24720065684407	1.62148023691178e-16	7.52437992069123e-15
ENSMUSG00000001054	0.296197343856647	455.640392379088	0.106076225885606	2.7923065831553	0.00523337446134374	0.0324276442659152
ENSMUSG00000001056	-0.120992377958982	2792.92304810828	0.0630055005444433	-1.92034626998377	0.0548141755018174	0.199806510700173
ENSMUSG00000001062	0.122196910013372	417.95695939297	0.119914939357076	1.01902991127319	0.308188766436629	0.594335371229991
ENSMUSG00000001065	0.11686485074951	600.824248826358	0.107697722962608	1.08511904926797	0.277868931361377	0.562078954761201
ENSMUSG00000001082	0.298649035874532	764.206105244595	0.0883183259312631	3.38150698312563	0.000720894004982223	0.00600866776787829
ENSMUSG00000001089	0.00452675761430565	3206.38128817923	0.0563335905287531	0.0803562771663766	0.935953900169609	0.976564056584952
ENSMUSG00000001095	0.351978303131161	2.18028580847105	1.50635443275581	0.233662340998481	0.815247125986802	NA
ENSMUSG00000001098	-0.455966046150492	5496.97111105487	0.0460718837738937	-9.89683965145052	4.29637458029736e-23	3.08734140350203e-21
ENSMUSG00000001100	-0.0531781035896786	1657.67115585601	0.0634594501163875	-0.837985571765079	0.402038806866331	0.682116832491326
ENSMUSG00000001103	-2.33274197263764	0.483217596489723	3.5559277016516	-0.656015017277816	0.511814461867488	NA
ENSMUSG00000001105	0.218497312778823	699.410607322683	0.103109884429886	2.1190724244037	0.034084346750778	0.141174395146011
ENSMUSG00000001119	-1.68238911591939	16.6069261906768	0.580439544519133	-2.89847432313243	0.00374983011644071	0.0246376987188956
ENSMUSG00000001123	-0.224659749813567	5135.91400378407	0.0639323348396273	-3.51402385627117	0.000441373171576172	0.00390768364763282
ENSMUSG00000001127	-0.165166806822814	1020.90607434484	0.0863288638393764	-1.9132280847588	0.0557188596171368	0.202406448812878
ENSMUSG00000001128	0.267382967574766	35.0272481482084	0.37274774625735	0.717329535213774	0.473170787207558	0.740411369675575
ENSMUSG00000001131	0.0985670139714774	533.360553160414	0.10158408061408	0.970299808549096	0.331897072695233	0.618930759272806
ENSMUSG00000001134	-0.193640594945617	185.434433457331	0.172618652589978	-1.12178256544252	0.261954900866869	0.545790709066147
ENSMUSG00000001138	0.113893743854983	300.353476432439	0.150884817300245	0.754838995021923	0.450345593181297	0.72212809666979
ENSMUSG00000001143	0.0720874386033951	339.777105118822	0.126304485032433	0.570743300088546	0.568173662657672	0.80654725051031
ENSMUSG00000001150	0.0600511395391269	877.542834131208	0.0838088491083577	0.716525046913434	0.473667207378754	0.740411369675575
ENSMUSG00000001151	0.0240906479960605	1238.14755367607	0.0905275551233393	0.266113980027829	0.790151428580201	0.919750124187205
ENSMUSG00000001156	-0.683710071567586	297.56718345723	0.132348896926673	-5.16596728378016	2.39198631595098e-07	4.220330564365e-06
ENSMUSG00000001157	0.0650932807533445	800.350347805761	0.0849677301169305	0.766094147316455	0.443620285178124	0.716051802583335
ENSMUSG00000001158	0.112550894345083	1293.61719648071	0.0679485767549732	1.65641283041069	0.0976382445513392	0.295914835297746
ENSMUSG00000001166	0.756752077838274	4.68954270138345	0.972895411488519	0.777834974758953	0.436666306431445	0.710873345881962
ENSMUSG00000001173	0.0703803912398702	896.894240143117	0.0892858403665824	0.788259268781122	0.430545067326915	0.705563891469094
ENSMUSG00000001175	0.346440071019516	25051.9842193988	0.0462923087406533	7.48375011841387	7.22312353422494e-14	2.6597984496799e-12
ENSMUSG00000001211	0.167761560269928	1160.98361662742	0.0752562323134647	2.22920487928696	0.0258002760452388	0.114450550283988
ENSMUSG00000001227	-0.194983140807607	851.378125322096	0.11086253362857	-1.75878301194948	0.0786143713027764	0.256758228592023
ENSMUSG00000001228	0.553018541154881	4930.7863811323	0.0472279166342597	11.7095688433081	1.13857120810835e-31	1.1623634202502e-29
ENSMUSG00000001229	0.264632727708979	1793.67297803947	0.0654948313905446	4.04051315333539	5.3334373506275e-05	0.000612022272103402
ENSMUSG00000001240	-0.050473811700952	2072.65569518919	0.0652192334890315	-0.773909918911277	0.438984063517545	0.713078140266676
ENSMUSG00000001247	-0.000538129616092086	2817.4991859032	0.0558015837667028	-0.0096436262157346	0.992305618794798	0.997135996447399
ENSMUSG00000001248	0.257145806567987	87.5907387519234	0.23634392551415	1.08801529808132	0.276588354068805	0.56086813770966
ENSMUSG00000001249	1.08825575883201	0.180018853843887	4.0804728567969	0.266698443299111	0.789701352587839	NA
ENSMUSG00000001280	0.0871632122607661	3153.52049246932	0.0679532696183654	1.28269342667816	0.199599503743938	0.467437344395115
ENSMUSG00000001281	-0.512389925727031	39.1886560000694	0.362106954600126	-1.41502370837606	0.157061544879467	0.399893713252623
ENSMUSG00000001285	-0.0011995371071232	1030.24205800456	0.0795662437074974	-0.0150759549682018	0.987971583938496	0.995639142013858
ENSMUSG00000001288	0.260375529084309	1603.67976073016	0.0773935181844811	3.36430666536773	0.000767362263588486	0.00635305569793085
ENSMUSG00000001289	0.0452112776489031	3367.68245632698	0.0542915692592312	0.832749509100179	0.404986015965416	0.685123002001821
ENSMUSG00000001300	-0.0375731629611951	6128.67380342197	0.0479727659778527	-0.78321860737697	0.433498749857596	0.707639344149288
ENSMUSG00000001305	-0.0252152432988173	1221.54141147046	0.0745326983670467	-0.338311155389026	0.735128718051851	0.895306995400304
ENSMUSG00000001313	0.585257660873106	292.395369750069	0.143673946893581	4.07351279426191	4.63093062635831e-05	0.000541054980757554
ENSMUSG00000001323	-0.158944938959666	1167.57394798806	0.0710098137546277	-2.23835172288854	0.0251981276349323	0.112453386608352
ENSMUSG00000001333	-0.0924829021254908	64.4656559857977	0.281578442246487	-0.328444540667405	0.742575570516051	0.898948819950042
ENSMUSG00000001349	-3.32851599917151	0.963403688872631	2.51138801679362	-1.32536906957976	0.185048770596773	NA
ENSMUSG00000001366	-0.0890845484140527	562.340240574561	0.0958632815130619	-0.929287491602449	0.35274011583895	0.639265773687011
ENSMUSG00000001376	-0.178985850997798	1185.53980502645	0.0788167594756298	-2.27091106242626	0.0231523624449517	0.105227025260246
ENSMUSG00000001380	0.00569362769319535	3964.88552211805	0.0478835318894617	0.11890575879697	0.905350019273477	0.964791581099529
ENSMUSG00000001383	0.072774855713359	2596.87310814126	0.0560785576862059	1.29773051797407	0.194379952945173	0.460017017337714
ENSMUSG00000001403	-0.0821807022815431	6092.61305874442	0.0577105252713408	-1.42401584277997	0.154441886000156	0.39581080998274
ENSMUSG00000001415	-0.0278368419974426	5231.87542599706	0.0521826027338302	-0.533450624136766	0.593721681868557	0.820162565948138
ENSMUSG00000001416	0.0332334346539176	11948.6546466511	0.0501165500130778	0.663122953300764	0.50725181118622	0.765662135310453
ENSMUSG00000001418	0.13091277980704	1099.70993185317	0.0730399088624919	1.79234588111962	0.0730775780712629	0.243751101439591
ENSMUSG00000001419	-0.167031674976656	3734.13131250936	0.0570809505161123	-2.92622448411239	0.00343103262296953	0.0228988169151568
ENSMUSG00000001420	0.109673174466014	49.2194871426684	0.307002023149042	0.357239256409625	0.720912699834893	0.889023024921133
ENSMUSG00000001424	-0.138895100807589	6838.26183168379	0.0463686065585748	-2.99545557040043	0.00274035219893964	0.0189911864846863
ENSMUSG00000001435	0.0699746900324705	9725.29971662879	0.0462001057390274	1.51460021385535	0.129873678017595	0.353339469894221
ENSMUSG00000001436	-0.0492661578035374	711.751962061695	0.101083965149785	-0.487378564251364	0.625990081383492	0.838344030501451
ENSMUSG00000001440	0.0375781822944867	20736.4958588549	0.0417905107629396	0.89920370936963	0.368544164914847	0.654036989581054
ENSMUSG00000001441	-0.0427021806096481	4581.76513582553	0.0487353384043374	-0.87620568580781	0.380918226086586	0.66494487037261
ENSMUSG00000001444	-2.74785165834201	0.644290128652964	3.18455438391708	-0.862868498091744	0.388209772596685	NA
ENSMUSG00000001445	0.0804905544210874	1543.34495548549	0.0760329747259851	1.05862692747676	0.289769718542542	0.575226115540465
ENSMUSG00000001467	-0.741190677186088	4909.93748169384	0.048819372936479	-15.1823063796924	4.63203830948552e-52	1.02340392679573e-49
ENSMUSG00000001472	-0.0717557181357874	6639.78416484274	0.0469357017649917	-1.5288088904065	0.126311827762088	0.346771881743729
ENSMUSG00000001473	0.322459683850471	3351.6147869262	0.0536037416422271	6.01561894695143	1.79200660465516e-09	4.26480285670585e-08
ENSMUSG00000001482	0.200122440463992	763.21373279197	0.0843645461987741	2.37211541436467	0.0176865650221278	0.0858407285319863
ENSMUSG00000001497	-0.454348949153846	770.200903649085	0.0847034143146352	-5.36399804931291	8.13997830120243e-08	1.54087082855114e-06
ENSMUSG00000001506	-0.58679445830374	3.46302156665196	1.23472249780442	-0.47524399964136	0.63461306901806	NA
ENSMUSG00000001507	0.0532685737734836	8834.79895891547	0.0538718320125007	0.988801972821768	0.322760038842023	0.609726500124869
ENSMUSG00000001510	-1.87862449536446	5.70213157002942	1.04800681618044	-1.79256896649897	0.0730418723330867	0.243686913713474
ENSMUSG00000001517	0.185604861756397	5319.74606161032	0.0472526292682506	3.92792664938767	8.56813327462698e-05	0.000930846143483198
ENSMUSG00000001518	-0.122197728581929	476.126782853818	0.108733197572269	-1.12383091190445	0.261084765016386	0.545013450338648
ENSMUSG00000001520	-0.364021871330496	40.4572142912918	0.362281496652877	-1.00480392924756	0.314991271496869	0.602275354167935
ENSMUSG00000001521	0.191296025617496	948.984753601119	0.0776365795154928	2.46399347847778	0.013739861136284	0.0708927028234271
ENSMUSG00000001524	0.0680193774119074	673.048386543386	0.0928053286407348	0.732925343923105	0.463603964493748	0.731946404266313
ENSMUSG00000001525	0.10149222068626	26613.0119761132	0.0483888011445602	2.09743201496261	0.0359553495144716	0.146637927082278
ENSMUSG00000001542	-0.186645600141816	1873.80382589309	0.0667695508530464	-2.79537001158816	0.0051840344637065	0.0322298455129136
ENSMUSG00000001552	-0.830225513593568	1686.80256694791	0.0733138449737976	-11.324266431399	9.95084004738782e-30	9.8201523480988e-28
ENSMUSG00000001555	-0.150582341746211	1.78060617348078	1.66619527053618	-0.0903749664934257	0.927989249117028	NA
ENSMUSG00000001558	0.0969016854304129	2.3006656390224	1.45794137635654	0.0664647337690454	0.947007833976608	NA
ENSMUSG00000001569	0.0696898326696282	1651.87023060535	0.0692623423079464	1.00617204598396	0.314332816596922	0.601793673575302
ENSMUSG00000001576	0.0507239687104872	2704.72359664283	0.0540373391314364	0.938683686609919	0.347893171572422	0.634766747046291
ENSMUSG00000001583	-0.00851549500236583	4.43691061871664	1.0679895175937	-0.00797338818601159	0.993638224077396	0.997384648256322
