Gene_ID	diff	pvalue	padj	Significant	-log10(pvalue)
ENSG00000204577	0.06333333333333324	1.0	1.0	No	-0.0
ENSG00000090382	0.10999999999999999	1.0	1.0	No	-0.0
ENSG00000189079	0.006666666666666654	0.9502663846624051	1.0	No	0.022154633477424406
ENSG00000143549	-0.006666666666666668	1.0	1.0	No	-0.0
ENSG00000123405	0.33666666666666667	0.2032155329156967	1.0	No	0.6920430995290818
ENSG00000174599	0.18333333333333335	0.06032626318380168	1.0	No	1.2194935755441478
ENSG00000179915	0.42666666666666664	1.0	1.0	No	-0.0
ENSG00000020922	-0.046666666666666634	1.0	1.0	No	-0.0
ENSG00000243244	-0.1200000000000001	0.6210477029252253	1.0	No	0.2068750402074286
ENSG00000176809	-0.020000000000000018	1.0	1.0	No	-0.0
ENSG00000197622	0.00666666666666671	1.0	1.0	No	-0.0
ENSG00000178719	0.010000000000000009	0.7362488681135829	1.0	No	0.1329753598753383
ENSG00000071575	-0.033333333333333215	1.0	1.0	No	-0.0
ENSG00000138771	-0.036666666666666625	0.11939340407967486	1.0	No	0.9230196652579549
ENSG00000184113	-0.00666666666666671	1.0	1.0	No	-0.0
ENSG00000197915	0.0	1.0	1.0	No	-0.0
ENSG00000175697	0.17000000000000004	0.27031127113009984	1.0	No	0.5681358452093289
ENSG00000139193	-0.01666666666666669	1.0	1.0	No	-0.0
ENSG00000254901	-0.08999999999999997	0.45077315356321357	1.0	No	0.34604195688178757
ENSG00000065615	-0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000168137	0.040000000000000036	0.41807212390703974	1.0	No	0.37874878924689537
ENSG00000255302	0.039999999999999925	1.0	1.0	No	-0.0
ENSG00000154358	-0.15666666666666673	0.3915158971915148	1.0	No	0.40725059906610483
ENSG00000169258	-0.06666666666666671	0.5177760759489367	1.0	No	0.28585802018812406
ENSG00000065361	0.12666666666666665	0.03468366462301988	0.9249556492600854	No	1.4598750218799752
ENSG00000106012	-0.026666666666666672	0.7521035592184064	1.0	No	0.12372235608311523
ENSG00000140545	0.05333333333333323	0.2147644601524162	1.0	No	0.6680375853408123
ENSG00000135686	-0.030000000000000027	1.0	1.0	No	-0.0
ENSG00000223496	-0.033333333333333215	0.5803323406719616	1.0	No	0.23632322646457968
ENSG00000154781	-0.04333333333333328	0.41937041639713535	1.0	No	0.37740220917977285
ENSG00000186111	-0.009999999999999898	0.957446694196993	1.0	No	0.018885396012641577
ENSG00000170653	0.04000000000000001	1.0	1.0	No	-0.0
ENSG00000125485	-0.01666666666666669	0.6933104561441157	1.0	No	0.15907224995058866
ENSG00000035664	-0.023333333333333317	0.8491016962074152	1.0	No	0.07104029155023275
ENSG00000121104	0.036666666666666625	0.787876585549373	1.0	No	0.10354180587660862
ENSG00000243147	0.016666666666666663	0.3464903701936959	1.0	No	0.4603088309796073
ENSG00000147536	-0.06999999999999995	1.0	1.0	No	-0.0
ENSG00000102312	0.08999999999999997	0.16224008254365763	1.0	No	0.7898418413886349
ENSG00000188958	0.7033333333333334	0.02650012380503281	0.8383051880709887	Yes	1.57675209709274
ENSG00000163961	-0.023333333333333428	0.8209219010608955	1.0	No	0.08569815780339357
ENSG00000257704	0.0	1.0	1.0	No	-0.0
ENSG00000141873	-0.013333333333333308	0.8418161668530435	1.0	No	0.07478273799920314
ENSG00000101000	-0.036666666666666736	0.5340622732065048	1.0	No	0.27240810002549454
ENSG00000136238	0.040000000000000036	0.1840740319505769	1.0	No	0.735007474809583
ENSG00000148925	-0.06333333333333335	0.012072544406102396	0.7838403756651422	No	1.9182011884714334
ENSG00000189283	0.04000000000000001	0.3584563446229642	1.0	No	0.44556372826341706
ENSG00000172845	-0.006666666666666668	0.37390096630005853	1.0	No	0.4272434124648202
ENSG00000182791	0.18666666666666654	1.0	1.0	No	-0.0
ENSG00000136925	0.036666666666666625	0.7763436231921625	1.0	No	0.10994600989563852
ENSG00000023572	0.0033333333333332993	0.9423787017241919	1.0	No	0.025774537739678516
ENSG00000198087	0.06333333333333341	1.0	1.0	No	-0.0
ENSG00000100815	0.033333333333333326	0.4655212744567161	1.0	No	0.3320604668458331
ENSG00000137225	0.13	0.6735680396564578	1.0	No	0.17161852799614133
ENSG00000177485	0.0033333333333334103	0.93221389407022	1.0	No	0.03048442846515801
ENSG00000137221	0.07666666666666666	0.30942342508767817	1.0	No	0.5094468108654301
ENSG00000141101	-0.00666666666666671	1.0	1.0	No	-0.0
ENSG00000104267	-0.2733333333333334	0.3020732254333121	1.0	No	0.5198877671526863
ENSG00000181472	-0.040000000000000036	1.0	1.0	No	-0.0
ENSG00000104738	-0.026666666666666616	1.0	1.0	No	-0.0
ENSG00000073605	-0.3000000000000001	0.24256788841216662	1.0	No	0.6151666923748521
ENSG00000108771	0.08666666666666667	1.0	1.0	No	-0.0
ENSG00000224420	0.01999999999999999	1.0	1.0	No	-0.0
ENSG00000165996	0.010000000000000009	0.8743693531514016	1.0	No	0.058305072913896056
ENSG00000188629	-0.3500000000000001	1.0	1.0	No	-0.0
ENSG00000167797	0.043333333333333335	0.24463200364802368	1.0	No	0.6114867276000667
ENSG00000125459	-0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000140463	0.04999999999999982	0.6468577052599134	1.0	No	0.1891912442416841
ENSG00000077157	0.03333333333333333	1.0	1.0	No	-0.0
ENSG00000120158	-0.16666666666666663	0.18917975504052786	1.0	No	0.7231253412144498
ENSG00000116132	0.12333333333333318	0.713319135563067	1.0	No	0.146716125400348
ENSG00000173960	-0.003333333333333355	1.0	1.0	No	-0.0
ENSG00000120008	0.009999999999999898	0.7625246698939255	1.0	No	0.11774610106250823
ENSG00000165169	0.036666666666666625	1.0	1.0	No	-0.0
ENSG00000137877	0.039999999999999925	0.7455795928517117	1.0	No	0.12750598750115372
ENSG00000140859	0.029999999999999916	1.0	1.0	No	-0.0
ENSG00000136630	0.15000000000000008	0.11237159993356842	1.0	No	0.9493434356585241
ENSG00000157426	-0.04666666666666666	0.5164902414007485	1.0	No	0.28693787965422174
ENSG00000198554	0.013333333333333364	0.6433299631818625	1.0	No	0.19156622080311247
ENSG00000124207	0.020000000000000018	1.0	1.0	No	-0.0
ENSG00000115944	0.026666666666666727	0.3670861706576357	1.0	No	0.4352319764881373
ENSG00000088899	0.016666666666666607	1.0	1.0	No	-0.0
ENSG00000145022	0.06666666666666676	0.224367922393729	1.0	No	0.6490392335264235
ENSG00000116096	0.1033333333333335	1.0	1.0	No	-0.0
ENSG00000124743	-0.046666666666666634	1.0	1.0	No	-0.0
ENSG00000042429	-0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000134243	0.0	1.0	1.0	No	-0.0
ENSG00000109084	0.0033333333333334103	0.9668354730156384	1.0	No	0.014647423787424072
ENSG00000168917	0.009999999999999898	1.0	1.0	No	-0.0
ENSG00000112118	-0.01000000000000012	1.0	1.0	No	-0.0
ENSG00000183044	0.13	0.3892791145773161	1.0	No	0.40973889622311876
ENSG00000115677	-0.036666666666666625	0.4738529396787517	1.0	No	0.32435642076397664
ENSG00000137463	0.22666666666666663	1.0	1.0	No	-0.0
ENSG00000197894	0.01666666666666672	0.3464903701936944	1.0	No	0.4603088309796092
ENSG00000088756	-0.31000000000000005	1.0	1.0	No	-0.0
ENSG00000150630	0.026666666666666616	1.0	1.0	No	-0.0
ENSG00000123453	0.010000000000000009	0.9200372179338374	1.0	No	0.03619460394100992
ENSG00000198546	-0.06000000000000005	1.0	1.0	No	-0.0
ENSG00000158373	0.023333333333333317	0.7655687421848962	1.0	No	0.11601580691060755
ENSG00000183598	-0.10333333333333339	1.0	1.0	No	-0.0
ENSG00000103657	0.12999999999999995	0.3042720339506237	1.0	No	0.5167379623939271
ENSG00000182687	0.19333333333333336	1.0	1.0	No	-0.0
ENSG00000141505	0.07333333333333325	0.672331309173634	1.0	No	0.17241666401712682
ENSG00000089289	-0.013333333333333364	0.7025494142717681	1.0	No	0.15332312396263376
ENSG00000171462	-0.10999999999999988	1.0	1.0	No	-0.0
ENSG00000149798	0.03666666666666685	1.0	1.0	No	-0.0
ENSG00000214517	0.013333333333333308	1.0	1.0	No	-0.0
ENSG00000008405	0.13333333333333353	0.21741446555256558	1.0	No	0.6627115637425611
ENSG00000255837	0.4966666666666666	1.0	1.0	No	-0.0
ENSG00000143368	-0.039999999999999925	0.5870496397870568	1.0	No	0.23132517409461315
ENSG00000132823	-0.03666666666666671	1.0	1.0	No	-0.0
ENSG00000188313	-0.006666666666666654	1.0	1.0	No	-0.0
ENSG00000077152	0.0	1.0	1.0	No	-0.0
ENSG00000117543	-0.03666666666666665	0.25890583931894584	1.0	No	0.5868581544496472
ENSG00000101188	-0.29333333333333333	0.12210814930942866	1.0	No	0.9132553509444444
ENSG00000170899	0.026666666666666727	0.6736108749951035	1.0	No	0.17159091005912017
ENSG00000166260	0.023333333333333206	1.0	1.0	No	-0.0
ENSG00000115355	-0.06999999999999995	0.4873031384539326	1.0	No	0.3122007915556325
ENSG00000123685	0.020000000000000018	0.8478749474993613	1.0	No	0.07166819681854858
ENSG00000159692	0.0033333333333334103	0.9456488598074083	1.0	No	0.024270096745657336
ENSG00000081377	-0.033333333333333215	0.6358506203147767	1.0	No	0.19664490069259824
ENSG00000141219	0.006666666666666821	1.0	1.0	No	-0.0
ENSG00000144043	0.039999999999999813	0.10119150721829645	1.0	No	0.9948559353519891
ENSG00000183426	0.01666666666666683	0.7822054496194272	1.0	No	0.1066791626469907
ENSG00000176182	0.043333333333333224	1.0	1.0	No	-0.0
ENSG00000102547	0.11666666666666659	0.3233291258278161	1.0	No	0.49035517192244243
ENSG00000256660	0.38666666666666666	1.0	1.0	No	-0.0
ENSG00000101574	-0.05666666666666664	0.005784564495535145	0.5897480445314639	No	2.2377293323571013
ENSG00000173575	0.07666666666666666	0.0483219888461031	1.0	No	1.315855199239727
ENSG00000100731	0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000104368	0.0	1.0	1.0	No	-0.0
ENSG00000174808	0.04666666666666652	1.0	1.0	No	-0.0
ENSG00000171940	0.033333333333333215	0.6484543241840746	1.0	No	0.18812060933075223
ENSG00000151414	0.023333333333333206	1.0	1.0	No	-0.0
ENSG00000115468	0.00666666666666671	0.9292631766331477	1.0	No	0.03186127204176664
ENSG00000073910	-0.4766666666666666	0.06944308305516243	1.0	No	1.158371006090186
ENSG00000138674	-0.04666666666666669	0.08562356224178853	1.0	No	1.0674067079456488
ENSG00000124217	-0.003333333333333355	1.0	1.0	No	-0.0
ENSG00000221994	0.08666666666666656	1.0	1.0	No	-0.0
ENSG00000177932	0.033333333333333326	0.5680156552260931	1.0	No	0.24563969442170977
ENSG00000164078	0.023333333333333206	0.6247048034248546	1.0	No	0.20432515470246804
ENSG00000158169	0.16999999999999998	0.02446474556233453	0.8314294098992017	No	1.6114592966197068
ENSG00000136021	0.02999999999999997	0.2372403297904174	1.0	No	0.6248114809207004
ENSG00000115339	-0.043333333333333335	1.0	1.0	No	-0.0
ENSG00000152147	0.0033333333333332993	0.955212244927679	1.0	No	0.019900118929910428
ENSG00000137106	0.06333333333333335	0.18606292557203635	1.0	No	0.730340154668921
ENSG00000171503	0.043333333333333335	0.6529389978606394	1.0	No	0.18512739166527212
ENSG00000240204	0.31999999999999995	0.1466449708182159	1.0	No	0.8337328265351132
ENSG00000204520	-0.040000000000000036	0.33306885400160224	1.0	No	0.4774659772387715
ENSG00000172336	0.046666666666666634	0.3458941926253055	1.0	No	0.4610567294917284
ENSG00000223953	0.08000000000000007	1.0	1.0	No	-0.0
ENSG00000092929	0.05333333333333323	1.0	1.0	No	-0.0
ENSG00000102218	0.026666666666666616	1.0	1.0	No	-0.0
ENSG00000088808	-0.06	1.0	1.0	No	-0.0
ENSG00000196074	-0.013333333333333364	0.9697057269268139	1.0	No	0.013360039508574497
ENSG00000100330	0.016666666666666663	1.0	1.0	No	-0.0
ENSG00000165752	-0.029999999999999916	1.0	1.0	No	-0.0
ENSG00000125304	0.003333333333333341	0.6433299631818624	1.0	No	0.19156622080311256
ENSG00000196502	0.1066666666666667	0.3867143920137524	1.0	No	0.4126096648655242
ENSG00000138750	0.010000000000000009	0.8598549988437659	1.0	No	0.06557477958369806
ENSG00000136999	-0.04666666666666652	1.0	1.0	No	-0.0
ENSG00000119698	0.1233333333333333	0.5412044473972737	1.0	No	0.26663864320494174
ENSG00000147100	-0.1133333333333334	1.0	1.0	No	-0.0
ENSG00000124143	0.0	1.0	1.0	No	-0.0
ENSG00000127328	0.020000000000000018	1.0	1.0	No	-0.0
ENSG00000243667	0.0	1.0	1.0	No	-0.0
ENSG00000150783	0.14666666666666667	1.0	1.0	No	-0.0
ENSG00000196361	0.030000000000000027	1.0	1.0	No	-0.0
ENSG00000130309	0.02000000000000013	1.0	1.0	No	-0.0
ENSG00000197238	-0.16666666666666669	0.22819120163638054	1.0	No	0.6417011046786869
ENSG00000164061	-0.2666666666666666	1.0	1.0	No	-0.0
ENSG00000114993	0.05666666666666664	0.6640892675352126	1.0	No	0.17777353841481988
ENSG00000073169	-0.029999999999999916	0.8701875303467355	1.0	No	0.06038714437173842
ENSG00000154118	0.14333333333333337	0.6462990377316344	1.0	No	0.18956649069368556
ENSG00000068796	0.00666666666666671	0.8297991390537864	1.0	No	0.0810270201028324
ENSG00000188039	0.17666666666666664	1.0	1.0	No	-0.0
ENSG00000167900	-0.00666666666666671	1.0	1.0	No	-0.0
ENSG00000092010	0.0	1.0	1.0	No	-0.0
ENSG00000159197	0.05999999999999994	1.0	1.0	No	-0.0
ENSG00000138764	0.003333333333333341	0.6433299631818625	1.0	No	0.19156622080311247
ENSG00000134262	0.016666666666666663	1.0	1.0	No	-0.0
ENSG00000171444	-0.013333333333333197	0.8322119272499263	1.0	No	0.07976606419591013
ENSG00000147689	0.013333333333333308	0.8070287196222611	1.0	No	0.09311100982373596
ENSG00000188868	0.03666666666666668	1.0	1.0	No	-0.0
ENSG00000182872	-0.013333333333333197	0.8569284006137162	1.0	No	0.06705546339464552
ENSG00000137198	-1.1102230246251565e-16	0.999999999999998	1.0	No	8.678947198979592e-16
ENSG00000119630	0.16666666666666685	0.0794738235248541	1.0	No	1.099775892358716
ENSG00000183763	-0.056666666666666754	0.6213916535994888	1.0	No	0.20663458439296808
ENSG00000164885	0.06666666666666671	0.2818372169248374	1.0	No	0.5500016583598593
ENSG00000164142	0.05333333333333323	1.0	1.0	No	-0.0
ENSG00000130332	0.030000000000000027	0.30634603504060665	1.0	No	0.5137877362594923
ENSG00000183671	-0.003333333333333355	0.8992512693154837	1.0	No	0.046118940491579365
ENSG00000164649	0.04999999999999982	0.32498103459313743	1.0	No	0.48814198305767875
ENSG00000135362	-0.03999999999999998	0.4439388886920748	1.0	No	0.3526768094584875
ENSG00000141736	-0.0033333333333333335	1.0	1.0	No	-0.0
ENSG00000161671	0.040000000000000036	0.3065685245686321	1.0	No	0.5134724362652859
ENSG00000106144	-0.016666666666666607	1.0	1.0	No	-0.0
ENSG00000151327	0.04000000000000001	0.022394205918366265	0.8314294098992017	No	1.649864332700694
ENSG00000277203	0.07333333333333325	0.553016637755456	1.0	No	0.2572618025530039
ENSG00000154016	0.1166666666666667	1.0	1.0	No	-0.0
ENSG00000061455	-0.1866666666666667	0.4734027033133223	1.0	No	0.32476926640966813
ENSG00000040487	-0.01666666666666683	0.7200963737482436	1.0	No	0.14260937608797675
ENSG00000139433	0.0033333333333332993	0.92552574692223	1.0	No	0.03361149523553065
ENSG00000120963	0.006666666666666661	1.0	1.0	No	-0.0
ENSG00000080603	-0.039999999999999813	1.0	1.0	No	-0.0
ENSG00000130830	0.0	1.0	1.0	No	-0.0
ENSG00000174243	-0.013333333333333308	0.6815171582131008	1.0	No	0.16652320567895676
ENSG00000167977	0.04999999999999993	0.1011915072182956	1.0	No	0.9948559353519928
ENSG00000134759	-0.01666666666666672	1.0	1.0	No	-0.0
ENSG00000108774	-0.029999999999999916	0.27203918045326697	1.0	No	0.5653685421818346
ENSG00000117859	0.0	1.0	1.0	No	-0.0
ENSG00000118257	0.023333333333333334	1.0	1.0	No	-0.0
ENSG00000126790	0.03666666666666665	1.0	1.0	No	-0.0
ENSG00000171916	0.3700000000000001	1.0	1.0	No	-0.0
ENSG00000151892	0.04666666666666652	1.0	1.0	No	-0.0
ENSG00000072210	-0.06333333333333335	0.4083725715348741	1.0	No	0.3889434351235207
ENSG00000196754	1.3877787807814457e-17	1.0	1.0	No	-0.0
ENSG00000171136	-0.0033333333333334103	1.0	1.0	No	-0.0
ENSG00000115966	-0.020000000000000073	1.0	1.0	No	-0.0
ENSG00000054148	-0.07	0.1805075935099698	1.0	No	0.7435045236746024
ENSG00000005001	-0.1766666666666667	1.0	1.0	No	-0.0
ENSG00000147459	0.050000000000000044	0.2647591157996201	1.0	No	0.5771490779690398
ENSG00000108309	-0.2733333333333333	1.0	1.0	No	-0.0
ENSG00000154734	0.033333333333333215	0.2696210419650845	1.0	No	0.5692462172824074
ENSG00000108582	-0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000163605	0.0	1.0	1.0	No	-0.0
ENSG00000101489	-0.00666666666666671	1.0	1.0	No	-0.0
ENSG00000167889	0.029999999999999916	0.480293637038105	1.0	No	0.31849316688496937
ENSG00000160087	0.023333333333333317	0.024896163460222703	0.8314294098992017	No	1.6038675732427958
ENSG00000111961	-0.026666666666666505	0.6061363821578173	1.0	No	0.21742964752575789
ENSG00000120694	0.003333333333333327	0.5185185185185194	1.0	No	0.2852357284807486
ENSG00000182718	0.016666666666666635	1.0	1.0	No	-0.0
ENSG00000104976	-0.0066666666666664876	0.9076232669599212	1.0	No	0.04209437948742557
ENSG00000153029	-0.06	0.1699899506484638	1.0	No	0.7695767521918526
ENSG00000128340	0.0	1.0	1.0	No	-0.0
ENSG00000243943	0.0	1.0	1.0	No	-0.0
ENSG00000041982	0.003333333333333341	0.6433299631818626	1.0	No	0.1915662208031124
ENSG00000165490	0.08666666666666678	1.0	1.0	No	-0.0
ENSG00000181026	-0.040000000000000036	0.5239140530567643	1.0	No	0.2807399522236464
ENSG00000124882	0.013333333333333197	0.8980365894022069	1.0	No	0.046705968174845784
ENSG00000188130	-0.06333333333333346	1.0	1.0	No	-0.0
ENSG00000147162	-0.009999999999999953	0.6071675777128389	1.0	No	0.21669142748864753
ENSG00000204071	-0.06999999999999999	1.0	1.0	No	-0.0
ENSG00000182108	0.050000000000000044	0.4145280758404848	1.0	No	0.38244604950534083
ENSG00000137492	0.05333333333333323	1.0	1.0	No	-0.0
ENSG00000156398	-0.07000000000000006	0.42270613306814175	1.0	No	0.37396145092109195
ENSG00000180921	0.10000000000000003	0.056883689007295714	1.0	No	1.2450122466038684
ENSG00000166170	-0.013333333333333308	0.7697064990602005	1.0	No	0.11367484643510702
ENSG00000106086	-0.11333333333333329	0.011122366457820986	0.7707032895514231	No	1.9538027999633405
ENSG00000105607	0.016666666666666663	1.0	1.0	No	-0.0
ENSG00000114686	0.013333333333333308	1.0	1.0	No	-0.0
ENSG00000188566	0.019999999999999907	1.0	1.0	No	-0.0
ENSG00000145934	0.19333333333333336	0.17814605331721964	1.0	No	0.7492237946519473
ENSG00000074047	0.0	1.0	1.0	No	-0.0
ENSG00000137710	-0.04999999999999993	1.0	1.0	No	-0.0
ENSG00000155329	-0.003333333333333355	1.0	1.0	No	-0.0
ENSG00000170027	0.043333333333333335	0.17134824050190575	1.0	No	0.7661203507861222
ENSG00000196968	-0.036666666666666736	1.0	1.0	No	-0.0
ENSG00000187741	-0.13333333333333336	0.3726900833457153	1.0	No	0.42865216293580866
ENSG00000141293	-0.010000000000000009	1.0	1.0	No	-0.0
ENSG00000240184	-0.1499999999999999	0.01905124813971494	0.8314294098992017	No	1.720076566317288
ENSG00000176076	0.0	1.0	1.0	No	-0.0
ENSG00000011677	-0.06000000000000005	1.0	1.0	No	-0.0
ENSG00000174236	0.2066666666666665	0.5510052338202172	1.0	No	0.25884427590602943
ENSG00000129518	0.06	0.4046663339862359	1.0	No	0.3929029250183183
ENSG00000205097	0.19666666666666666	1.0	1.0	No	-0.0
ENSG00000243509	0.043333333333333335	0.723443412297762	1.0	No	0.14059543370590635
ENSG00000167034	-0.08999999999999997	0.4222888878027132	1.0	No	0.3743903465397114
ENSG00000104213	-0.02999999999999997	0.8282637209453387	1.0	No	0.08183136090149377
ENSG00000147488	0.03666666666666685	1.0	1.0	No	-0.0
ENSG00000166912	-0.01666666666666672	1.0	1.0	No	-0.0
ENSG00000174327	-0.15999999999999992	0.10683201591264818	1.0	No	0.9712985764223457
ENSG00000176472	-0.01000000000000012	1.0	1.0	No	-0.0
ENSG00000144810	0.0	1.0	1.0	No	-0.0
ENSG00000182185	0.18666666666666665	1.0	1.0	No	-0.0
ENSG00000165030	0.0	1.0	1.0	No	-0.0
ENSG00000167588	-0.20999999999999996	1.0	1.0	No	-0.0
ENSG00000111725	-0.006666666666666821	0.9535909878805585	1.0	No	0.020637861979088665
