ensembl_id	gene_name	AveExpr	logFC_120h	P.Value_120h	adj.P.Val_120h	logFC_6h	P.Value_6h	adj.P.Val_6h
ENSG00000270647	TAF15	-1.844589296122e-16	-0.244308302237864	0.440714333866349	0.84238551869219	-0.590312890726606	0.079935404137849	0.997738342023312
ENSG00000269858	EGLN2	-6.99671801977312e-17	-0.127339412198957	0.333430615911556	0.802035805841309	-0.0123116333027267	0.923787042541781	0.997738342023312
ENSG00000269713	NBPF9	3.46944695195361e-17	-0.289094620354605	0.0584153849046019	0.513478445087364	0.0726467767550922	0.605282151180594	0.997738342023312
ENSG00000269343	ZNF587B	5.78241158658936e-19	-0.119960634042165	0.449492900205948	0.846290731458708	-0.0666123024325257	0.671570689333524	0.997738342023312
ENSG00000269335	IKBKG	8.26884856882278e-17	0.0306481228503751	0.840772582509087	0.973118524106968	0.167471380664838	0.285296606818197	0.997738342023312
ENSG00000268500	AC018755.18	-4.11996825544492e-17	0.0838316181756988	0.567602259824846	0.893960266954858	0.202883833896394	0.182067883335208	0.997738342023312
ENSG00000268350	FAM156A	-4.39463280580791e-17	-0.155306617809123	0.336854801016806	0.802582822474635	0.0420465327551536	0.790621343537422	0.997738342023312
ENSG00000267041	ZNF850	6.59194920871187e-17	0.314211883721946	0.0501533866321397	0.497702666699817	-0.269699522502413	0.0855174157100648	0.997738342023312
ENSG00000266412	NCOA4	-1.09070738552042e-16	0.0860635845592971	0.512333857108954	0.873555198560583	0.0925006745966619	0.481998750922108	0.997738342023312
ENSG00000266094	RASSF5	2.25514051876985e-17	0.393416446699342	0.0678131229079127	0.538577306040601	0.279449611651611	0.177637962326375	0.997738342023312
ENSG00000266028	SRGAP2	1.96511643762998e-17	0.062597349885552	0.632656302481066	0.920854420510772	0.0900858799851581	0.494053547604844	0.997738342023312
ENSG00000265808	SEC22B	6.93889390390723e-17	0.265574864212218	0.0734943921947971	0.561546063544446	-0.123593578245483	0.376104638100739	0.997738342023312
ENSG00000265491	RNF115	-1.86121372943345e-17	-0.168888498980387	0.129517433200178	0.641088379049322	-0.0435711362739009	0.680098700284432	0.997738342023312
ENSG00000265354	TIMM23	4.27898457407612e-17	0.196852349982989	0.201178941226441	0.711729811998651	0.192338094054244	0.21092281492416	0.997738342023312
ENSG00000265018	AGAP12P	-6.92443787494075e-17	-0.194312635801689	0.230125137487716	0.732128294227215	-0.035716035550505	0.819453317389688	0.997738342023312
ENSG00000264343	NOTCH2NL	-1.40223480974792e-17	-0.00726462532552727	0.952685341888748	0.994835438902159	-0.0422731237238375	0.730616575395574	0.997738342023312
ENSG00000264204	AGAP7P	-3.18032637262415e-18	0.223795435672468	0.251616017459772	0.753569522737891	-0.157165624690534	0.413324814236246	0.997738342023312
ENSG00000263956	NBPF11	9.28799861095916e-18	-0.0840320104222053	0.55745219635755	0.890559370568008	0.0352327202458312	0.804393024857859	0.997738342023312
ENSG00000263513	FAM72C	3.90312782094782e-17	-0.310380115774927	0.0618811599012056	0.525559274548609	-0.213585223251966	0.179905683474848	0.997738342023312
ENSG00000263001	GTF2I	-4.04768811061255e-17	0.0046928341846529	0.963522958703446	0.997322885249666	-0.16476248429546	0.129334579859172	0.997738342023312
ENSG00000260916	CCPG1	1.41669083871439e-17	0.0401287853149832	0.779189849151114	0.956665909958303	-0.0278899743313065	0.845348625011886	0.997738342023312
ENSG00000259399	TGIF2-C20orf24	4.13803829165301e-17	0.184459233016115	0.208892791471603	0.716145118549395	-0.0399406616805461	0.777678872981046	0.997738342023312
ENSG00000258890	CEP95	-3.67183135748424e-17	0.139631689148426	0.364078172015257	0.807443679701842	-0.00859971976092308	0.954517575254908	0.997738342023312
ENSG00000258366	RTEL1	6.50521303491303e-18	-0.07861700349373	0.484254900163398	0.864084828211694	-0.0598759049647002	0.592385429979981	0.997738342023312
ENSG00000258227	CLEC5A	3.18032637262415e-17	0.293595790497976	0.0519637265078222	0.500378635588769	-0.0789561859931664	0.568668487416614	0.997738342023312
ENSG00000257923	CUX1	2.08166817117217e-17	-0.162927355321614	0.36552941017609	0.807443679701842	-0.148622397372744	0.407591080608991	0.997738342023312
ENSG00000257529	RPL36A-HNRNPH2	2.10479781751853e-16	-0.385038017451473	0.198907868195377	0.710480278370108	0.0523551247855245	0.855745254602694	0.997738342023312
ENSG00000257335	MGAM	-1.53667587913612e-16	-0.162250179884051	0.300286461615227	0.788733494522499	-0.0586409080776957	0.701726327686322	0.997738342023312
ENSG00000257103	LSM14A	-4.68375338513738e-17	-0.399664596981622	0.0126249727905529	0.332925208402728	0.182782033555683	0.199217847598204	0.997738342023312
ENSG00000256771	ZNF253	-3.18032637262415e-18	-0.054504950990158	0.787459776296936	0.958139608185847	-0.217359253925522	0.294457361832674	0.997738342023312
ENSG00000256683	ZNF350	-3.8019356181825e-17	0.431348398475936	0.00322780279656791	0.223717813682039	-0.0717961593724581	0.542759815399973	0.997738342023312
ENSG00000256525	POLG2	8.66458236177999e-18	0.0626259700225407	0.689321605857196	0.93983640496553	-0.203070512309747	0.210554386572339	0.997738342023312
ENSG00000255152	MSH5-SAPCD1	2.25514051876985e-17	0.123593589070481	0.248017294221216	0.751439631853217	0.118623650084425	0.266370670911053	0.997738342023312
ENSG00000254788	CKLF-CMTM1	-3.70797142990043e-17	0.246250710814895	0.0846090378984432	0.578963128555442	-0.00873537906895222	0.947477571355629	0.997738342023312
ENSG00000254772	EEF1G	-2.60208521396521e-17	-0.138614942527801	0.263978470893902	0.761455791801991	0.192124611737506	0.131326594462699	0.997738342023312
ENSG00000254093	PINX1	3.29597460435593e-17	-0.285499990336832	0.330111925326745	0.799093922562227	-0.234525664308335	0.420286087713081	0.997738342023312
ENSG00000254087	LYN	5.97756797763675e-17	0.0811936189399522	0.52871295623844	0.881257022649479	0.0070457017005417	0.95598293808336	0.997738342023312
ENSG00000253816	RP11-1415C14.3	-1.69135538907739e-17	-0.0378666441415396	0.762270563978103	0.951052761830209	0.0311773225458069	0.803174486313554	0.997738342023312
ENSG00000253729	PRKDC	-4.96925995722523e-18	-0.301333890195878	0.0182102355566693	0.358006196992576	-0.0376497592487973	0.734617778859046	0.997738342023312
ENSG00000253352	TUG1	6.00648003556969e-17	0.216322223533408	0.108373940903204	0.610671060735635	-0.161504810452645	0.218278913136265	0.997738342023312
ENSG00000253203	GUSBP3	-5.90528783280438e-17	0.011329122431912	0.933554931637124	0.993832552013729	0.0473991012468423	0.727952785340792	0.997738342023312
ENSG00000251503	APITD1-CORT	-3.70074341541719e-17	0.180007470248752	0.449348712244835	0.846290731458708	0.0281770003726752	0.904448178010722	0.997738342023312
ENSG00000251369	ZNF550	3.55618312575245e-17	-0.0361712636656371	0.793634831582025	0.959596263181053	-0.121127936119628	0.388876610977826	0.997738342023312
ENSG00000251201	TMED7-TICAM2	-1.44560289664734e-17	0.343810350452478	0.0740083310286418	0.562568665755085	-0.0447120270017293	0.801643833510681	0.997738342023312
ENSG00000250312	ZNF718	1.91180983081611e-17	-0.00899982059096902	0.933947238986814	0.993832552013729	-0.0329551061602526	0.76199827714338	0.997738342023312
ENSG00000249437	NAIP	6.41124884663095e-17	-0.0137548960703899	0.910498816303978	0.991248543581439	-0.18844405908903	0.14396578034558	0.997738342023312
ENSG00000248919	ATP5J2-PTCD1	-8.26884856882278e-17	0.137712976975552	0.345226089733302	0.802582822474635	-0.357682807399385	0.0268484031059595	0.997738342023312
ENSG00000248643	RBM14-RBM4	-8.89045781438114e-18	0.164415174423354	0.238531394771405	0.742048058409462	0.292442883540128	0.0490176287516306	0.997738342023312
ENSG00000248333	CDK11B	7.54604712049911e-17	-0.0459698155012665	0.749940138814911	0.948710356615026	-0.229056488500025	0.132295128697242	0.997738342023312
ENSG00000244687	UBE2V1	-6.93889390390723e-17	-0.169359642904198	0.239841812744366	0.742554327789118	-0.272923428263741	0.0708703075723267	0.997738342023312
ENSG00000243943	ZNF512	-1.73472347597681e-17	-0.138429475048385	0.421060556320401	0.831993846716351	0.178155754478795	0.305261106281541	0.997738342023312
ENSG00000243927	MRPS6	2.13949228703806e-17	0.0934020057369147	0.555513267938043	0.889830959612758	-0.288904667577789	0.0872957295280822	0.997738342023312
ENSG00000243753	HLA-L	-7.40148683083438e-17	1.20227579410782	1.77546201996905e-06	0.00379238687465389	-0.0445274857657825	0.735313596918049	0.997738342023312
ENSG00000243725	TTC4	6.5991772231951e-17	-0.00297523553506626	0.982606198948595	0.997322885249666	-0.0451326613715064	0.741515954813554	0.997738342023312
ENSG00000243207	PPAN-P2RY11	1.66506348639461e-16	-0.23630100942368	0.282864777048214	0.776106825658298	-0.164383836204056	0.44855890701057	0.997738342023312
ENSG00000243147	MRPL33	5.56557115209226e-17	0.357038153631249	0.167781941262222	0.683935546824628	-0.252127504335443	0.319064466312324	0.997738342023312
ENSG00000242485	MRPL20	-6.72205346941013e-18	0.0404793738988417	0.82564301834117	0.968816909234863	-0.258682373521131	0.177780653376046	0.997738342023312
ENSG00000241973	PI4KA	1.09576699565868e-16	-0.204170883234255	0.165608740195143	0.678313075852016	0.204024555419883	0.165885494758862	0.997738342023312
ENSG00000241878	PISD	2.16840434497101e-17	-0.117872133861739	0.674883961293158	0.93698546722274	0.0294462317255853	0.916210587578441	0.997738342023312
ENSG00000241837	ATP5O	-3.41162283608772e-17	-0.0250296126042872	0.850634242512782	0.977762571912215	-0.00207211105444138	0.987551256680486	0.997983477893839
ENSG00000241685	ARPC1A	8.32847968830948e-17	-0.220355973896473	0.0410708655128216	0.459446109919343	-0.151347375786498	0.139834770994357	0.997738342023312
ENSG00000241553	ARPC4	1.74041553738236e-16	-0.147151639592927	0.42752096327039	0.838193360954455	-0.0542595930243533	0.766868148981739	0.997738342023312
ENSG00000241468	ATP5J2	-6.82324567217544e-17	-0.510320315996375	0.0053157784474236	0.261023052039007	0.0170230001378538	0.909559623273101	0.997738342023312
ENSG00000241399	CD302	5.83300768797201e-17	0.153845940245451	0.354296763434009	0.806206646486517	-0.0537805910762505	0.74154065621715	0.997738342023312
ENSG00000241343	RPL36A	-5.46437894932694e-17	0.425392060484526	0.0464357691862046	0.47452608440432	-0.199133970170044	0.315081978574061	0.997738342023312
ENSG00000240849	TMEM189	4.23380948355589e-17	-0.10637456713372	0.584306670496012	0.898324784848249	-0.305278260130942	0.134583912139342	0.997738342023312
ENSG00000240682	ISY1	1.18539437525082e-17	-0.0316388583873435	0.805883640018893	0.962974398914305	-0.0155935759245576	0.90349254497106	0.997738342023312
ENSG00000240344	PPIL3	6.27391657144945e-17	-0.079581960055336	0.558279325032581	0.890578519992228	-0.112237303182034	0.412792966462406	0.997738342023312
ENSG00000239900	ADSL	-9.69276742202041e-17	0.0631448858709343	0.653349462493422	0.927895247264593	0.0325296611492567	0.816381958250793	0.997738342023312
ENSG00000239264	TXNDC5	-6.04262010798588e-17	0.233722260489985	0.22245492711087	0.723783281506199	0.00961614021475857	0.958474944088702	0.997738342023312
ENSG00000237649	KIFC1	6.44738891904713e-17	-0.140548226988689	0.366389356545706	0.807443679701842	0.0573091088863018	0.708059972877758	0.997738342023312
ENSG00000237296	SMG1P1	-4.74880551548651e-17	0.0506507619885252	0.724842755331308	0.946371714784642	-0.148469381989599	0.312811474427322	0.997738342023312
ENSG00000236287	ZBED5	-2.35633272153516e-17	0.253926490185055	0.153359710828765	0.664797944704432	-0.0527684814949487	0.755560985773591	0.997738342023312
ENSG00000235558	RP11-1198D22.1	-1.77809156287623e-17	-0.0310034022360283	0.847710282134174	0.976913494814457	0.173109834299405	0.296094819401188	0.997738342023312
ENSG00000234745	HLA-B	-3.939267893364e-17	0.0598962891060799	0.651551355368746	0.92667790480485	0.0538965109466735	0.684189394068534	0.997738342023312
ENSG00000234127	TRIM26	3.6239457615328e-17	-0.260187335586172	0.0980453034880003	0.594635841668214	0.188415721474142	0.216781920009144	0.997738342023312
ENSG00000232810	TNF	1.12413695250539e-16	0.537935504412822	0.0784301768768695	0.56297101590872	-0.0158102449619531	0.955442771023865	0.997738342023312
ENSG00000231925	TAPBP	-3.68628738645072e-17	0.311248492592804	0.0466528453768292	0.47452608440432	0.273643971616631	0.0743836043642047	0.997738342023312
ENSG00000231500	RPS18	-8.67361737988404e-19	0.13834798012484	0.445423129872161	0.846290731458708	0.0650001368134203	0.716983833826957	0.997738342023312
ENSG00000230124	ACBD6	5.72684622524948e-17	-0.0300978637690907	0.830761524639096	0.96902695404921	0.0163647345845486	0.907417104081724	0.997738342023312
ENSG00000229117	RPL41	5.78241158658936e-18	0.188435899833975	0.504394638446932	0.87168069656985	-0.34910886661556	0.227684456525842	0.997738342023312
ENSG00000228716	DHFR	1.22587125635694e-16	-0.263621492967082	0.0876996341408683	0.581614498850569	-0.238755653744811	0.117579588618027	0.997738342023312
ENSG00000228696	ARL17B	1.50342701251323e-17	-0.222990519796577	0.115365540896196	0.623850114820951	-0.102983840409719	0.445818595665001	0.997738342023312
ENSG00000228049	POLR2J2	3.32488666228888e-17	-0.484358725485283	0.0182191090005018	0.358006196992576	-0.127755786357797	0.478447817274529	0.997738342023312
ENSG00000227345	PARG	-1.01192202765314e-18	0.120806958681445	0.453071072124499	0.847687039069696	0.0350077060030924	0.825731508489336	0.997738342023312
ENSG00000227057	WDR46	-4.24284450165994e-17	-0.763331661501566	0.00177516538446502	0.176360616800803	-0.21804048625417	0.26348842508998	0.997738342023312
ENSG00000226259	GTF2H2B	1.66967134562768e-17	-0.112468265457235	0.294192467931032	0.785003262336896	0.105096768589807	0.325385200980982	0.997738342023312
ENSG00000225921	NOL7	8.07369217777539e-17	-0.487482641223406	0.029405288576972	0.40193286764523	0.299201264002357	0.152046578858314	0.997738342023312
ENSG00000225830	ERCC6	-8.23993651088983e-17	0.148703699978537	0.49114862126379	0.865115864220406	-0.127513618814918	0.553741658780228	0.997738342023312
ENSG00000225190	PLEKHM1	-3.93203987888076e-17	0.354645670327763	0.0963053911606629	0.594635841668214	-0.00524988993539999	0.978961155579074	0.997738342023312
ENSG00000224940	PRRT4	-1.64798730217797e-17	-0.0641949868621502	0.563487730559221	0.893507083094625	0.169750496890066	0.144077623649222	0.997738342023312
ENSG00000223501	VPS52	2.22442145721609e-17	-0.200931286203842	0.118394587144648	0.630414726551492	0.195076395600021	0.128295876485335	0.997738342023312
ENSG00000222011	FAM185A	-9.64217132063775e-17	-0.0074118993090037	0.971043434085539	0.997322885249666	-0.272461278358279	0.200035704413865	0.997738342023312
ENSG00000221983	UBA52	-1.79905280487761e-16	0.110742079939713	0.723696171696428	0.945869461235976	-0.0550101399259412	0.860284156777099	0.997738342023312
ENSG00000221978	CCNL2	3.29597460435593e-17	-0.112324320455405	0.391809044501124	0.818816854576403	0.155702706307423	0.242558472850314	0.997738342023312
ENSG00000221914	PPP2R2A	-3.55618312575245e-17	-0.295419576534195	0.102594678060476	0.600619871240443	-0.00251045074812349	0.98817418247072	0.997983477893839
ENSG00000221874	ZNF816-ZNF321P	-5.05961013826569e-18	0.138317250770926	0.193854399033817	0.705830088666146	-0.0442068945460466	0.666501163815904	0.997738342023312
ENSG00000221823	PPP3R1	-2.89120579329468e-19	-0.00846225977814527	0.933627466307668	0.993832552013729	-0.0987629266951257	0.341691474140801	0.997738342023312
ENSG00000217128	FNIP1	2.13949228703806e-17	0.309933030283813	0.00888760526389584	0.300515651715464	-0.103273535754481	0.310932186319747	0.997738342023312
ENSG00000215790	SLC35E2	5.93600689435814e-17	0.00759541658405263	0.944133903946601	0.99476001797903	0.21855477276581	0.0641634260071341	0.997738342023312
ENSG00000215784	FAM72D	-2.2262284608369e-17	-0.28276110232072	0.0861901154856926	0.579518888783808	-0.211393543190531	0.186133715809752	0.997738342023312
ENSG00000215712	TMEM242	3.50197301712818e-17	-0.45559637768291	0.00635345463947334	0.275754013377109	-0.208086048969391	0.151285557579626	0.997738342023312
ENSG00000215472	RPL17-C18orf32	-8.60133723505167e-18	-0.0528293771365192	0.736377602543041	0.946892540791015	0.136295684093774	0.392289367597706	0.997738342023312
ENSG00000215421	ZNF407	-2.79001359052936e-17	0.040887687187532	0.795854261406497	0.959596263181053	-0.0987097687172006	0.535414447294182	0.997738342023312
ENSG00000215301	DDX3X	3.31043063332241e-17	-0.12311967781079	0.270316718861866	0.767304334204579	-0.061373124206883	0.574244296537297	0.997738342023312
ENSG00000215252	GOLGA8B	1.15648231731787e-18	-0.000359813629479538	0.997405163007172	0.999296015818471	-0.00899045312767786	0.935245861469333	0.997738342023312
ENSG00000215126	CBWD7	4.0187760526796e-17	0.0296297651171783	0.816544376827643	0.966222746139603	-0.0641941731161038	0.616922575629342	0.997738342023312
ENSG00000215114	UBXN2B	-1.11311423041845e-17	0.276223344000012	0.046249519195213	0.47452608440432	0.00825802410411237	0.94751387106768	0.997738342023312
ENSG00000214967	NPIPA7	8.72421348126669e-17	-0.300781475048296	0.115580318330652	0.623980303699332	0.00639216536675498	0.971632465975298	0.997738342023312
ENSG00000214753	HNRNPUL2	5.92697187625409e-17	-0.342856519716971	0.148067454468689	0.656144582600908	-0.197244790944742	0.389472081048684	0.997738342023312
ENSG00000214226	C17orf67	-6.83770170114191e-17	0.000228337073388291	0.998879685565179	0.999937809151207	-0.0870161267966674	0.595134263792497	0.997738342023312
ENSG00000214113	LYRM4	-1.19262238973405e-17	0.119971377126043	0.44862823293925	0.846290731458708	0.072607035793746	0.643630720545617	0.997738342023312
ENSG00000214078	CPNE1	1.0842021724855e-17	-0.130373892655401	0.432422876839126	0.840068453777511	0.123776871909702	0.455418107165241	0.997738342023312
ENSG00000214013	GANC	-1.06974614351903e-17	-0.0410022227674472	0.731536509177683	0.94672037782704	0.0075735738734527	0.949330930970263	0.997738342023312
ENSG00000213965	NUDT19	1.06468653338077e-16	-0.171444868661685	0.274647625009006	0.769923491610804	-0.263304161513499	0.10549960695843	0.997738342023312
ENSG00000213865	C8orf44	1.44560289664734e-18	0.186233830372891	0.133037289869254	0.643158023655374	-0.092154172226037	0.438546685055553	0.997738342023312
ENSG00000213782	DDX47	1.45716771982052e-16	-0.216169263796448	0.159182158027605	0.673169098507653	0.232846233283753	0.132167995933515	0.997738342023312
ENSG00000213741	RPS29	-2.73218947466347e-16	0.532037879309476	0.170235209356234	0.687041665720555	-0.588437139298839	0.13295980200223	0.997738342023312
ENSG00000213719	CLIC1	-4.65484132720443e-17	0.00246753248110609	0.985340666765927	0.997322885249666	-0.147809559711026	0.284575968889236	0.997738342023312
ENSG00000213676	ATF6B	-3.00820927774207e-17	0.0580898378029045	0.671891931239487	0.934045665556489	-0.18073824166035	0.203428923665208	0.997738342023312
ENSG00000213639	PPP1CB	-8.34835672813838e-17	-0.0150478801114149	0.876841364281841	0.985736319607862	0.101417159493102	0.308302877573272	0.997738342023312
ENSG00000213593	TMX2	4.35849273339173e-17	0.149918950736304	0.450984396161309	0.847687039069696	-0.110054380104803	0.577627711255047	0.997738342023312
ENSG00000213585	VDAC1	5.66585985304717e-17	-0.261777452849051	0.38582159159053	0.818047177933253	0.164095620497016	0.582554666029785	0.997738342023312
ENSG00000213390	ARHGAP19	-3.0719061553756e-17	0.0863513058666376	0.568073557703705	0.893960266954858	0.014788626891824	0.921512079567418	0.997738342023312
ENSG00000213341	CHUK	-4.10551222647844e-17	-0.154266087622349	0.219938826080274	0.723755265369376	-0.10772865561391	0.382900519800802	0.997738342023312
ENSG00000213246	SUPT4H1	-4.49943901581484e-18	-0.065235070196327	0.539536968126874	0.884165231986345	-0.0692875807098702	0.515129117335705	0.997738342023312
ENSG00000213079	SCAF8	5.26199454379631e-17	-0.106289848623643	0.307112272843499	0.79327602897113	-0.0120837774668677	0.905212698577619	0.997738342023312
ENSG00000213066	FGFR1OP	2.5406470908577e-17	-0.0227119162116015	0.862642387677327	0.979540940266457	-0.0639765312366611	0.627735427987583	0.997738342023312
ENSG00000213047	DENND1B	-6.15104032523443e-17	0.182672065668411	0.217552093524245	0.722469251518809	-0.0402123156336552	0.778511668429794	0.997738342023312
ENSG00000211460	TSN	1.34151948808873e-16	-0.0438035977941019	0.757322594307855	0.950527408832219	0.206247011982604	0.164451392308373	0.997738342023312
ENSG00000211456	SACM1L	-2.67436535879758e-17	-0.0532705720634886	0.608373639456934	0.910961159397134	-0.089507503266305	0.394634263554494	0.997738342023312
ENSG00000211455	STK38L	-3.94649590784724e-17	0.199225453752283	0.190447250937672	0.704869922136044	-0.238881169088036	0.122662106662259	0.997738342023312
ENSG00000206560	ANKRD28	-1.52511105596294e-17	-0.079531064763026	0.485845448821276	0.864084828211694	-0.00952858825017022	0.932673418542536	0.997738342023312
ENSG00000206418	RAB12	1.70581141804386e-17	0.00955617943298409	0.933976661406109	0.993832552013729	-0.0195164005851652	0.865719246064694	0.997738342023312
ENSG00000206053	HN1L	-1.44560289664734e-16	-0.0134391108947946	0.911726837948969	0.991379895802413	0.0360390789246247	0.766663638609112	0.997738342023312
ENSG00000205937	RNPS1	-8.50014503228635e-17	0.0142406465910073	0.943281970946938	0.99476001797903	0.1854286253772	0.363892555500951	0.997738342023312
ENSG00000205758	CRYZL1	6.93889390390723e-17	0.00172471480676861	0.993466061545168	0.999296015818471	0.0207318980147923	0.92160301973652	0.997738342023312
ENSG00000205726	ITSN1	-1.70581141804386e-17	-0.0585141107254126	0.777141921545246	0.956665909958303	-0.0395428478708362	0.848149488154591	0.997738342023312
ENSG00000205629	LCMT1	1.08998458407209e-16	-0.211337552444315	0.135213053878007	0.64357929766298	-0.0599170103410733	0.65599814298925	0.997738342023312
ENSG00000205581	HMGN1	4.84276970376859e-17	-0.178781823117682	0.302585302733492	0.790124946991123	-0.193547857307813	0.266441081186255	0.997738342023312
ENSG00000205542	TMSB4X	6.99671801977312e-17	0.292138685759147	0.388689492926472	0.818816854576403	-0.00751513368388129	0.981984151649255	0.997738342023312
ENSG00000205531	NAP1L4	-3.0538361191675e-16	-0.000143429259891636	0.999617166296424	0.999937809151207	-0.120281834079823	0.688564889784185	0.997738342023312
ENSG00000205352	PRR13	-3.3682547491883e-17	-0.272843447772584	0.0302728691719104	0.404142803445004	-0.11835053811042	0.302665578428025	0.997738342023312
ENSG00000205339	IPO7	-1.12757025938492e-17	-0.227255351509187	0.151025485943727	0.661045979458607	-0.122487889709548	0.422702244323144	0.997738342023312
ENSG00000205323	SARNP	2.29850860566927e-17	-0.178094751115799	0.333327629196158	0.802035805841309	0.101890761796659	0.574124351552839	0.997738342023312
ENSG00000205269	TMEM170B	8.57965319160196e-17	0.115633579743159	0.384586099888209	0.818047177933253	-0.0814310301787858	0.53660568303362	0.997738342023312
ENSG00000205268	PDE7A	-2.68882138776405e-17	0.209444908709439	0.0926354171735203	0.588937163662695	-0.0362135375691163	0.755624734701211	0.997738342023312
ENSG00000205221	VIT	1.13118426662654e-17	0.0398852375737005	0.814742712320281	0.966222746139603	0.212494256468974	0.227811235823902	0.997738342023312
ENSG00000205133	TRIQK	3.23815048849004e-17	0.289647336761809	0.118710127588229	0.630414726551492	-0.329962322647785	0.0802324893953159	0.997738342023312
ENSG00000204946	ZNF783	5.20417042793042e-17	-0.0185968280018944	0.926542317883962	0.993832552013729	0.139729869708047	0.493362221552177	0.997738342023312
ENSG00000204856	FAM216A	6.41847686111419e-17	-0.247569305136985	0.345812848976599	0.802582822474635	0.021778399669851	0.932464626856497	0.997738342023312
ENSG00000204842	ATXN2	-4.10551222647844e-17	-0.0585940348137188	0.574207271320182	0.896088843463816	0.0173923728404549	0.866620560089598	0.997738342023312
ENSG00000204764	RANBP17	-4.5897891968553e-17	0.195310714247141	0.128909776117089	0.640351818107216	-0.0608279878988718	0.61869621533822	0.997738342023312
ENSG00000204713	TRIM27	5.11743425413158e-17	-0.179118605439013	0.22031074524715	0.723755265369376	0.252822173141799	0.0940689202853418	0.997738342023312
ENSG00000204634	TBC1D8	6.77987758527602e-17	-0.264537097712366	0.188906733060984	0.703582880241086	-0.0322803297964817	0.867225636644166	0.997738342023312
ENSG00000204628	RACK1	7.97972798949331e-17	-0.205649838412608	0.161603474890568	0.675508850031808	0.183356247826534	0.207795346773659	0.997738342023312
ENSG00000204574	ABCF1	-6.64977332457776e-18	-0.00649680633221315	0.956137558796745	0.994931852846705	0.0489980206812936	0.679519579114653	0.997738342023312
ENSG00000204569	PPP1R10	-8.81817766954877e-17	0.0777501161873791	0.557451304137056	0.890559370568008	-0.0350900519404549	0.78983118650373	0.997738342023312
ENSG00000204560	DHX16	6.04262010798588e-17	-0.37255356384465	0.0467731342124134	0.474619547162541	-0.0635211852862589	0.709056446348851	0.997738342023312
ENSG00000204514	ZNF814	-8.51098705401121e-18	0.0471234316962204	0.727180809958324	0.946510187083048	-0.0191062748740568	0.887234794301814	0.997738342023312
