chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr6	149378126	149378175	TAB2	0	+	149378126	149378175	0	1	49	0	-1.2299482907292	0.000294957078269542	ENSG00000055208.19
chr7	152158985	152159034	KMT2C	0	-	152158985	152159034	0	1	49	0	-0.77221570403562	0.00122970907179532	ENSG00000055609.18
chr7	152177399	152177448	KMT2C	0	-	152177399	152177448	0	1	49	0	-1.2947271675944	0.000455738356220037	ENSG00000055609.18
chr7	152248193	152248292	KMT2C	0	-	152248193	152248292	0	1	99	0	-1.04292338280755	5.1354839253392e-05	ENSG00000055609.18
chr10	5768274	5768323	GDI2	0	-	5768274	5768323	0	1	49	0	-0.674730453773714	0.000419700263729284	ENSG00000057608.17
chr12	79776006	79778638	PPP1R12A	0	-	79776006	79778638	0	2	10,89	0,2544	-1.39341182843604	5.74116489702177e-07	ENSG00000058272.19
chr1	203797602	203797651	ZC3H11A	0	+	203797602	203797651	0	1	49	0	-1.22814634085999	0.000117395929282948	ENSG00000058673.16
chr1	203799052	203799101	ZC3H11A	0	+	203799052	203799101	0	1	49	0	-0.968250470804871	0.000924526011921723	ENSG00000058673.16
chr12	813644	813693	WNK1	0	+	813644	813693	0	1	49	0	-0.719122666916872	0.000349178573884057	ENSG00000060237.17
chr20	62813308	62813406	OGFR	0	+	62813308	62813406	0	1	98	0	0.897362721988637	4.59192772880946e-06	ENSG00000060491.16
chr11	32931977	32932026	QSER1	0	+	32931977	32932026	0	1	49	0	-1.75785791626923	0.000179701639567931	ENSG00000060749.15
chr11	32933527	32933576	QSER1	0	+	32933527	32933576	0	1	49	0	-1.34373474651184	0.000656234827395186	ENSG00000060749.15
chr11	32934827	32934876	QSER1	0	+	32934827	32934876	0	1	49	0	-1.47017584510081	0.000686779156365613	ENSG00000060749.15
chr11	32935077	32935126	QSER1	0	+	32935077	32935126	0	1	49	0	-1.01856958096541	5.40022679146323e-05	ENSG00000060749.15
chr11	32954048	32954097	QSER1	0	+	32954048	32954097	0	1	49	0	-0.570544858467612	0.00173827633294099	ENSG00000060749.15
chr11	32976547	32976596	QSER1	0	+	32976547	32976596	0	1	49	0	-1.14356367653034	0.000430302043300079	ENSG00000060749.15
chr3	195863813	195863862	TNK2	0	-	195863813	195863862	0	1	49	0	1.24078677744312	0.000406672060186408	ENSG00000061938.19
chr10	86500600	86500649	WAPL	0	-	86500600	86500649	0	1	49	0	-1.14990558305532	0.00056891451274077	ENSG00000062650.19
chr17	59735356	59735405	VMP1	0	+	59735356	59735405	0	1	49	0	-1.46325540225602	0.00111557515624638	ENSG00000062716.13
chr17	59837985	59838034	VMP1	0	+	59837985	59838034	0	1	49	0	-1.34291406548965	4.27985680271359e-05	ENSG00000062716.13
chr4	41682385	41682434	LIMCH1	0	+	41682385	41682434	0	1	49	0	-1.0379876668516	0.00248585028374371	ENSG00000064042.18
chr7	139572750	139572799	HIPK2	0	-	139572750	139572799	0	1	49	0	1.2896675254305	0.00143333728982697	ENSG00000064393.16
chr19	19628831	19628880	LPAR2	0	-	19628831	19628880	0	1	49	0	1.85238409104449	0.000193951347246091	ENSG00000064547.14
chr20	45898721	45898770	CTSA	0	+	45898721	45898770	0	1	49	0	0.66218495495597	0.00265497893032562	ENSG00000064601.19
chr1	111766555	111766604	DDX20	0	+	111766555	111766604	0	1	49	0	-0.755667537541273	0.00222458779746615	ENSG00000064703.12
chr1	111766954	111767003	DDX20	0	+	111766954	111767003	0	1	49	0	-1.51059207780127	0.00166819177237842	ENSG00000064703.12
chr19	2111759	2111808	AP3D1	0	-	2111759	2111808	0	1	49	0	0.516960612333507	0.00177340003209126	ENSG00000065000.19
chr6	35295338	35295387	ZNF76	0	+	35295338	35295387	0	1	49	0	0.719815427642106	0.00191755242195379	ENSG00000065029.15
chr16	2038234	2038283	SLC9A3R2	0	+	2038234	2038283	0	1	49	0	0.718855537270113	0.00186330463605366	ENSG00000065054.14
chr1	88833357	88833406	PKN2	0	+	88833357	88833406	0	1	49	0	-1.50136369090549	0.00054351983047185	ENSG00000065243.20
chr19	10467045	10467094	PDE4A	0	+	10467045	10467094	0	1	49	0	1.49009115349326	0.000653022829374184	ENSG00000065989.16
chr1	197103415	197103464	ASPM	0	-	197103415	197103464	0	1	49	0	-1.18455471847073	0.00225663207733973	ENSG00000066279.18
chr1	197104364	197104413	ASPM	0	-	197104364	197104413	0	1	49	0	-1.36382150526485	0.00211602191823657	ENSG00000066279.18
chr14	104176363	104176412	KIF26A	0	+	104176363	104176412	0	1	49	0	0.805264478680645	0.0020706633672587	ENSG00000066735.14
chr15	71897664	71897713	MYO9A	0	-	71897664	71897713	0	1	49	0	-0.825074723602492	0.000850905410135994	ENSG00000066933.16
chr10	1041349	1041398	IDI1	0	-	1041349	1041398	0	1	49	0	-1.08705146620718	0.00260845061149084	ENSG00000067064.11
chr3	50336803	50336852	RASSF1	0	-	50336803	50336852	0	1	49	0	1.15577070218365	0.00124581820493364	ENSG00000068028.17
chrX	49031847	49031896	TFE3	0	-	49031847	49031896	0	1	49	0	1.26369203902752	0.00118566296174916	ENSG00000068323.17
chrX	109644069	109644118	ACSL4	0	-	109644069	109644118	0	1	49	0	-1.08618976866941	0.00158694826095529	ENSG00000068366.20
chrX	48478222	48478271	FTSJ1	0	+	48478222	48478271	0	1	49	0	0.722134717433197	0.00234889748541733	ENSG00000068438.15
chr2	53865118	53865167	PSME4	0	-	53865118	53865167	0	1	49	0	-0.785928914010912	0.00185443301250532	ENSG00000068878.15
chr15	52046720	52046769	MAPK6	0	+	52046720	52046769	0	1	49	0	-1.44036158220091	0.000566861088150961	ENSG00000069956.12
chr12	12121160	12121209	LRP6	0	-	12121160	12121209	0	1	49	0	1.02961941718116	0.000987715015326462	ENSG00000070018.9
chr11	581568	581972	PHRF1	0	+	581568	581972	0	2	39,11	0,394	0.593063722002963	0.00252084889112758	ENSG00000070047.13
chr11	598382	598431	PHRF1	0	+	598382	598431	0	1	49	0	0.957839734787028	0.000664449616845309	ENSG00000070047.13
chr11	598482	601602	PHRF1	0	+	598482	601602	0	2	21,29	0,3092	1.00966480265112	0.000545612269598817	ENSG00000070047.13
chr11	607261	607310	PHRF1	0	+	607261	607310	0	1	49	0	0.787334395619646	0.0015768848413249	ENSG00000070047.13
chr11	607361	607410	PHRF1	0	+	607361	607410	0	1	49	0	0.744440474947464	0.00262808560614891	ENSG00000070047.13
chr19	681951	682000	FSTL3	0	+	681951	682000	0	1	49	0	0.731987013876206	0.0012667765596448	ENSG00000070404.10
chr19	682150	682199	FSTL3	0	+	682150	682199	0	1	49	0	0.525714236227081	0.00112864267174362	ENSG00000070404.10
chr19	682349	682447	FSTL3	0	+	682349	682447	0	1	98	0	0.993251773010283	7.2917061542804e-07	ENSG00000070404.10
chr17	2387305	2387403	MNT	0	-	2387305	2387403	0	1	98	0	2.17853244377536	1.50490557653556e-06	ENSG00000070444.15
chr17	2391611	2391660	MNT	0	-	2391611	2391660	0	1	49	0	1.16315080980568	0.00125492638856928	ENSG00000070444.15
chr17	2395071	2395120	MNT	0	-	2395071	2395120	0	1	49	0	1.00017221585486	0.000315556444204667	ENSG00000070444.15
chr17	2395170	2395219	MNT	0	-	2395170	2395219	0	1	49	0	0.899483613557601	0.00211462547322694	ENSG00000070444.15
chr3	126462092	126462141	ZXDC	0	-	126462092	126462141	0	1	49	0	1.40691364831984	0.00198157844899549	ENSG00000070476.15
chr8	100715575	100717795	PABPC1	0	-	100715575	100717795	0	2	27,23	0,2198	-1.28582383078422	0.00260003102409956	ENSG00000070756.16
chr5	150357729	150357778	TCOF1	0	+	150357729	150357778	0	1	49	0	0.843429383609284	0.0014155024233854	ENSG00000070814.22
chr5	150389908	150389957	TCOF1	0	+	150389908	150389957	0	1	49	0	1.06784063000153	0.00244160385980707	ENSG00000070814.22
chr5	150392078	150392127	TCOF1	0	+	150392078	150392127	0	1	49	0	0.784954729835135	0.00248817579860605	ENSG00000070814.22
chr5	150393477	150393526	TCOF1	0	+	150393477	150393526	0	1	49	0	0.670674324707886	0.00213637993521587	ENSG00000070814.22
chr12	89590697	89590746	ATP2B1	0	-	89590697	89590746	0	1	49	0	-0.900290390527714	0.000470357560906298	ENSG00000070961.15
chr7	73686870	73687017	BUD23	0	+	73686870	73687017	0	2	31,19	0,129	1.23214368129263	0.00100194042823187	ENSG00000071462.12
chr19	1577874	1577923	MBD3	0	-	1577874	1577923	0	1	49	0	0.996333439547519	0.00196368182768525	ENSG00000071655.18
chr3	149060798	149060847	HLTF	0	-	149060798	149060847	0	1	49	0	-1.96360972659785	0.0010197115531092	ENSG00000071794.16
chr2	130373612	130373661	PTPN18	0	+	130373612	130373661	0	1	49	0	0.95265837602851	0.00203233500199462	ENSG00000072135.13
chr3	196051904	196051953	TFRC	0	-	196051904	196051953	0	1	49	0	-1.10615949430347	0.00108172361789327	ENSG00000072274.13
chr5	132896415	132896514	AFF4	0	-	132896415	132896514	0	1	99	0	-1.01361907583472	6.39499398862117e-06	ENSG00000072364.13
chrX	53433885	53434225	HSD17B10	0	-	53433885	53434225	0	2	2,48	0,293	1.24319351747922	0.00067336553535402	ENSG00000072506.13
chr3	3140552	3140601	TRNT1	0	+	3140552	3140601	0	1	49	0	-1.18958406687386	0.000509438705262544	ENSG00000072756.17
chr12	293060	293159	KDM5A	0	-	293060	293159	0	1	99	0	-1.00696769875699	6.0014192036127e-06	ENSG00000073614.13
chr12	307866	307915	KDM5A	0	-	307866	307915	0	1	49	0	-1.26369203901484	0.00085999909593859	ENSG00000073614.13
chr2	71349958	71350007	ZNF638	0	+	71349958	71350007	0	1	49	0	-1.23969088689217	0.00204333147210167	ENSG00000075292.19
chr2	71422937	71423036	ZNF638	0	+	71422937	71423036	0	1	99	0	-1.14916456785801	4.09813035030031e-07	ENSG00000075292.19
chr2	71424695	71426488	ZNF638	0	+	71424695	71426488	0	2	21,29	0,1765	-1.59504917498202	0.000398818392827071	ENSG00000075292.19
chr2	71426838	71426887	ZNF638	0	+	71426838	71426887	0	1	49	0	-1.1314021114911	0.000195690605968468	ENSG00000075292.19
chr2	28412842	28412891	FOSL2	0	+	28412842	28412891	0	1	49	0	1.44691898293633	0.000927746432134114	ENSG00000075426.12
chr18	36187497	36187546	MOCOS	0	+	36187497	36187546	0	1	49	0	-1.46151778235232	0.00063160006387819	ENSG00000075643.6
chr19	7647774	7647823	STXBP2	0	+	7647774	7647823	0	1	49	0	1.27766052011702	0.000498277185136842	ENSG00000076944.16
chr3	25609192	25609241	TOP2B	0	-	25609192	25609241	0	1	49	0	-1.77777322725258	0.00025809326939974	ENSG00000077097.15
chr16	27469382	27469431	GTF3C1	0	-	27469382	27469431	0	1	49	0	1.09861228860748	0.00125801489902233	ENSG00000077235.18
chr7	100574111	100574160	LRCH4	0	-	100574111	100574160	0	1	49	0	1.14209740060785	0.00132380643452734	ENSG00000077454.16
chr1	1218910	1218959	SDF4	0	-	1218910	1218959	0	1	49	0	1.11240561080044	0.000688433526451759	ENSG00000078808.18
chr1	1223299	1223348	SDF4	0	-	1223299	1223348	0	1	49	0	0.753342341343368	0.000250186734444879	ENSG00000078808.18
chr1	1223873	1223922	SDF4	0	-	1223873	1223922	0	1	49	0	0.564090068330344	0.0014130805895296	ENSG00000078808.18
chr18	214868	214917	THOC1	0	-	214868	214917	0	1	49	0	-1.07938092674024	0.00230039593024778	ENSG00000079134.12
chr19	1827082	1827131	REXO1	0	-	1827082	1827131	0	1	49	0	1.40008768324839	0.00190730280098006	ENSG00000079313.15
chr19	1828328	1828377	REXO1	0	-	1828328	1828377	0	1	49	0	1.13497993264973	0.00202939417856973	ENSG00000079313.15
chr19	42273507	42273556	CIC	0	+	42273507	42273556	0	1	49	0	0.903711949667295	0.0015187156864106	ENSG00000079432.7
chr19	42290548	42290647	CIC	0	+	42290548	42290647	0	1	99	0	1.20983792377849	4.79411067504676e-05	ENSG00000079432.7
chr2	151465539	151465588	RIF1	0	+	151465539	151465588	0	1	49	0	-1.08743898806998	0.000460578755434038	ENSG00000080345.18
chr14	102084851	102084950	HSP90AA1	0	-	102084851	102084950	0	1	99	0	-1.16164199668146	1.18980165157923e-05	ENSG00000080824.19
chr1	113642100	113642149	MAGI3	0	+	113642100	113642149	0	1	49	0	-0.693147180559928	0.00164462694537804	ENSG00000081026.19
chr17	48048431	48048495	NFE2L1	0	+	48048431	48048495	0	2	32,18	0,47	0.882389180196373	0.00267131909626683	ENSG00000082641.16
chr17	48059103	48059152	NFE2L1	0	+	48059103	48059152	0	1	49	0	0.511987738955606	0.000708887369500588	ENSG00000082641.16
chr2	61526471	61526520	XPO1	0	-	61526471	61526520	0	1	49	0	-1.30405626288286	0.000768146490872423	ENSG00000082898.17
chr2	61537843	61537892	XPO1	0	-	61537843	61537892	0	1	49	0	-0.723544657744316	0.00147902314329074	ENSG00000082898.17
chr9	86323597	86323696	TUT7	0	-	86323597	86323696	0	1	99	0	-1.02961941718116	3.56428085280883e-05	ENSG00000083223.18
chr9	86346321	86346370	TUT7	0	-	86346321	86346370	0	1	49	0	-0.608589792531883	0.00200352753604494	ENSG00000083223.18
chr9	86346421	86346470	TUT7	0	-	86346421	86346470	0	1	49	0	-0.524728528934982	0.00181112045121412	ENSG00000083223.18
chr9	86352769	86352818	TUT7	0	-	86352769	86352818	0	1	49	0	-0.540567592964728	0.00245820786469386	ENSG00000083223.18
chr5	72883094	72883143	TNPO1	0	+	72883094	72883143	0	1	49	0	-0.896088024556635	0.000728769467818191	ENSG00000083312.17
chr19	58475805	58475854	ZNF446	0	+	58475805	58475854	0	1	49	0	1.39759391630606	0.00107703943238868	ENSG00000083838.16
chr19	58477826	58477875	ZNF446	0	+	58477826	58477875	0	1	49	0	1.22377543162167	0.000606100662719933	ENSG00000083838.16
chr4	186588692	186588741	FAT1	0	-	186588692	186588741	0	1	49	0	-0.838112950810146	0.00155490031941596	ENSG00000083857.14
chr4	186603294	186603343	FAT1	0	-	186603294	186603343	0	1	49	0	-1.24990173621455	0.000810593562014405	ENSG00000083857.14
chr4	186621437	186621486	FAT1	0	-	186621437	186621486	0	1	49	0	-0.844697078687148	0.00190517506864829	ENSG00000083857.14
chr4	186708113	186708162	FAT1	0	-	186708113	186708162	0	1	49	0	-0.91126017868588	0.00269422844888279	ENSG00000083857.14
chr4	186708412	186708461	FAT1	0	-	186708412	186708461	0	1	49	0	-0.993251773008986	0.00130263191411506	ENSG00000083857.14
chr4	68337308	68337357	YTHDC1	0	-	68337308	68337357	0	1	49	0	-0.537142932084127	0.000855058277536292	ENSG00000083896.12
chr11	67586558	67586607	GSTP1	0	+	67586558	67586607	0	1	49	0	0.663294217410263	0.00133971808371836	ENSG00000084207.18
chr11	33710230	33710279	CD59	0	-	33710230	33710279	0	1	49	0	-0.685503831247378	0.00194871452829048	ENSG00000085063.17
chrX	77681660	77681709	ATRX	0	-	77681660	77681709	0	1	49	0	-1.22050210627714	0.00163197231914869	ENSG00000085224.22
chrX	77682209	77682258	ATRX	0	-	77682209	77682258	0	1	49	0	-0.900786545338189	0.000496296987872013	ENSG00000085224.22
chr1	46035177	46035226	MAST2	0	+	46035177	46035226	0	1	49	0	0.850332764082357	0.000815695705044583	ENSG00000086015.22
chr9	33030497	33030546	DNAJA1	0	+	33030497	33030546	0	1	49	0	-0.731466044862082	0.0013406411390825	ENSG00000086061.16
chr19	40717261	40717310	ITPKC	0	+	40717261	40717310	0	1	49	0	1.71479842809191	0.000119200644551065	ENSG00000086544.3
chrX	16841550	16841599	TXLNG	0	+	16841550	16841599	0	1	49	0	-0.847297860387203	0.00154364661607231	ENSG00000086712.13
chr19	48874131	48874180	PPP1R15A	0	+	48874131	48874180	0	1	49	0	1.54044504094154	0.00224500726933752	ENSG00000087074.8
chr19	48875910	48875959	PPP1R15A	0	+	48875910	48875959	0	1	49	0	1.60943791243344	0.00231631409461142	ENSG00000087074.8
chr14	52005453	52005502	RTRAF	0	+	52005453	52005502	0	1	49	0	-1.15267950993839	0.000129102779952484	ENSG00000087302.9
chr11	66063513	66063647	SF3B2	0	+	66063513	66063647	0	2	30,20	0,115	0.613104472929571	0.00149307740217552	ENSG00000087365.16
chr12	32701468	32701517	DNM1L	0	+	32701468	32701517	0	1	49	0	-0.893817876022097	0.00203693048080456	ENSG00000087470.18
chr19	5994113	5994162	RFX2	0	-	5994113	5994162	0	1	49	0	1.72276659773933	0.00126483544679989	ENSG00000087903.13
chr16	31185989	31186038	FUS	0	+	31185989	31186038	0	1	49	0	-0.635988766719996	0.00131211345778248	ENSG00000089280.19
chr19	19629824	19629873	GMIP	0	-	19629824	19629873	0	1	49	0	1.13309846473928	0.0024511389439944	ENSG00000089639.11
chr19	19630023	19630072	GMIP	0	-	19630023	19630072	0	1	49	0	0.970778917157244	0.00173340585559656	ENSG00000089639.11
chr19	19630222	19630271	GMIP	0	-	19630222	19630271	0	1	49	0	1.11696142726585	0.00253799175049685	ENSG00000089639.11
chrX	107088549	107088598	RBM41	0	-	107088549	107088598	0	1	49	0	-1.46500992858289	0.000392835432021621	ENSG00000089682.16
chr14	76154552	76154601	GPATCH2L	0	+	76154552	76154601	0	1	49	0	-0.521171915820135	0.000704911061895963	ENSG00000089916.18
chr16	70253303	70253352	AARS1	0	-	70253303	70253352	0	1	49	0	-0.804372815670169	0.00210577810257273	ENSG00000090861.16
chr19	39412719	39412768	PLEKHG2	0	+	39412719	39412768	0	1	49	0	0.624154309072994	0.00188328605762322	ENSG00000090924.15
chr3	133588178	133588227	CDV3	0	+	133588178	133588227	0	1	49	0	-1.16074406977512	0.000435474671654612	ENSG00000091527.15
chr14	31106955	31107004	HECTD1	0	-	31106955	31107004	0	1	49	0	-1.32913594715992	0.00100528322349269	ENSG00000092148.13
chr14	31107154	31107203	HECTD1	0	-	31107154	31107203	0	1	49	0	-0.751416088688849	0.000607310781699288	ENSG00000092148.13
chr14	21370399	21370448	SUPT16H	0	-	21370399	21370448	0	1	49	0	-1.02165124753198	0.0010589424109777	ENSG00000092201.10
chr12	56159986	56160035	MYL6	0	+	56159986	56160035	0	1	49	0	-0.818310323513971	0.00216873259071659	ENSG00000092841.19
chrX	48823373	48823422	HDAC6	0	+	48823373	48823422	0	1	49	0	0.898746422223246	0.000510105866700638	ENSG00000094631.21
chr12	54241783	54241882	CBX5	0	-	54241783	54241882	0	1	99	0	-0.93491955170765	1.47782597222938e-05	ENSG00000094916.16
chr19	55365721	55365770	IL11	0	-	55365721	55365770	0	1	49	0	1.7917594692055	0.00022482300929938	ENSG00000095752.7
chr6	7583916	7583965	DSP	0	+	7583916	7583965	0	1	49	0	-0.774640214811128	0.00102803983865074	ENSG00000096696.14
