	diff
ENSG00000231789.2	-1.2440614480252699
ENSG00000171603.16	0.137841202547858
ENSG00000178585.14	1.2405601288489798
ENSG00000162441.11	0.37162902420586796
ENSG00000228150.1	0.7179680876528559
ENSG00000173614.13	-0.000765586072946607
ENSG00000202415.1	-1.32453156019357
ENSG00000162444.11	-0.223744129775647
ENSG00000130939.18	0.206846808484793
ENSG00000054523.17	0.0884671698382035
ENSG00000284735.1	2.39846351420802
ENSG00000284642.1	-0.152371066094799
ENSG00000142657.20	0.0940273534772735
ENSG00000271989.1	2.4407212552499598
ENSG00000251503.8	0.322073988559972
ENSG00000175279.21	0.8019646540575358
ENSG00000241563.3	0.805262527163138
ENSG00000160049.11	0.14336253523031398
ENSG00000142655.12	0.35497217039324397
ENSG00000130940.14	1.33767228376283
ENSG00000272078.1	0.9655784621997909
ENSG00000120948.16	0.26413506084021104
ENSG00000009724.16	1.06883160790639
ENSG00000271895.2	1.47803839983047
ENSG00000116649.9	0.282444922474003
ENSG00000171824.13	0.34093327439057997
ENSG00000226849.1	0.7342405082557951
ENSG00000230337.1	0.542754686710266
ENSG00000198793.12	0.311560505208539
ENSG00000120942.13	0.2601875446948
ENSG00000204624.7	-0.5345411390437139
ENSG00000116661.10	-0.444502210783368
ENSG00000132879.13	-0.129373896278495
ENSG00000116663.10	0.5615647764837509
ENSG00000116670.14	0.49832148397294396
ENSG00000162490.6	1.00116194569911
ENSG00000177674.15	0.0577652957190539
ENSG00000177000.11	0.346136003815424
ENSG00000011021.21	-0.0797205614388789
ENSG00000242349.5	-1.0732821414853901
ENSG00000175206.10	-0.662543922355155
ENSG00000120937.8	-5.46662450810598
ENSG00000199347.1	0.8811222877952071
ENSG00000201801.1	1.13041683370789
ENSG00000116685.15	0.0788221531905205
ENSG00000083444.16	0.0339614701555966
ENSG00000116688.16	0.247365697502647
ENSG00000116691.10	0.459120263454224
ENSG00000202461.1	2.69984300111764
ENSG00000120949.14	0.605930406136004
ENSG00000028137.18	-2.14208661902799
ENSG00000048707.14	0.5436373982785611
ENSG00000162496.8	-2.9272551861182303
ENSG00000116731.22	0.353662925244021
ENSG00000189337.16	-0.902200140579779
ENSG00000175147.11	0.77705757768049
ENSG00000171729.13	-0.495147964064096
ENSG00000142621.19	0.0594396175940476
ENSG00000228140.1	-0.48281118270972295
ENSG00000142634.12	-0.0116658632049517
ENSG00000162438.11	0.29330150100037
ENSG00000215704.9	-0.752207897158747
ENSG00000132906.17	0.27823069929684696
ENSG00000116138.12	0.0778127957280807
ENSG00000272510.1	0.7730896481873891
ENSG00000116771.5	-0.769835175931672
ENSG00000237301.1	-1.03637458112218
ENSG00000235084.3	0.633918806832698
ENSG00000197312.11	0.31762996180740805
ENSG00000116786.12	0.16098464152080302
ENSG00000237938.5	0.6835747752324979
ENSG00000162461.7	-0.5583119303128591
ENSG00000162458.12	-0.9804244239709841
ENSG00000224321.1	-0.143567097046494
ENSG00000233954.6	0.216961119512976
ENSG00000178715.8	-0.121195438128359
ENSG00000179743.4	0.7808641392156851
ENSG00000065526.10	0.8270976018385642
ENSG00000116809.11	0.194208538735309
ENSG00000185519.8	-0.281464562121532
ENSG00000142627.12	0.7468410995287339
ENSG00000227959.1	1.12651717445945
ENSG00000224621.1	0.486261144861199
ENSG00000142632.16	0.769997461751331
ENSG00000237276.8	0.9588871921663741
ENSG00000132881.11	0.7456540026290591
ENSG00000233929.1	0.6751737249027551
ENSG00000037637.10	0.32120320352911796
ENSG00000055070.16	0.20416535458420101
ENSG00000226457.1	1.29460976030104
ENSG00000187144.11	-0.707221526009825
ENSG00000157191.19	0.0531752296906419
ENSG00000226029.1	0.89058488620735
ENSG00000080947.14	0.301020156411229
ENSG00000261135.1	0.13977497723237198
ENSG00000219481.10	0.597315293427385
ENSG00000215908.10	0.49164292608198906
ENSG00000186301.8	0.8057079051457009
ENSG00000236698.1	0.975110866061101
ENSG00000058453.16	0.34244482446015095
ENSG00000186715.10	3.7581009468720903
ENSG00000228549.3	3.76932194663023
ENSG00000238142.1	0.836088646686053
ENSG00000235241.1	1.76654958815849
ENSG00000117122.13	-1.78556545190257
ENSG00000226526.1	-1.16318605562647
ENSG00000159363.17	-0.448778740496561
ENSG00000117118.9	0.252398091539325
ENSG00000117115.12	-1.2378404829450702
ENSG00000204362.6	0.930395254754073
ENSG00000282843.1	0.6572517954393872
ENSG00000142623.9	-0.27553150140925603
ENSG00000142619.4	-0.290560669252788
ENSG00000159339.13	-4.93944430733034
ENSG00000179051.13	0.382851716044451
ENSG00000074964.16	4.12133572065441
ENSG00000159423.16	0.49003916615236603
ENSG00000169991.10	0.412351022016605
ENSG00000272084.1	-0.35133098203384006
ENSG00000127481.14	0.476685310656493
ENSG00000230424.1	0.46045108010335795
ENSG00000127463.14	-0.233533157174448
ENSG00000053372.4	0.0646247695771986
ENSG00000211454.13	-0.263018182099779
ENSG00000162482.4	0.344706839853569
ENSG00000270728.1	0.682797465987229
ENSG00000053371.12	-0.0346872635663506
ENSG00000200403.1	0.37272944970271704
ENSG00000040487.12	0.18928377878152103
ENSG00000077549.17	0.0897509457935768
ENSG00000173436.13	0.23729246145951896
ENSG00000158747.14	0.50827458973503
ENSG00000226396.1	1.7620989326851397
ENSG00000162542.13	0.663859621180786
ENSG00000169914.5	-0.09948862963046999
ENSG00000227066.1	-0.10537386858451199
ENSG00000162545.5	0.500700144109848
ENSG00000090432.6	-0.409072604815999
ENSG00000158825.5	-0.44885800098718504
ENSG00000158828.7	0.449421126324548
ENSG00000117242.7	-0.757227700339582
ENSG00000244038.9	-0.640232961289432
ENSG00000117245.12	0.333131524802359
ENSG00000189410.11	-0.54819261200741
ENSG00000233069.1	-0.875653573804067
ENSG00000127483.17	-0.168526608282872
ENSG00000075151.20	-0.274994899547943
ENSG00000117298.14	-0.8674407507325809
ENSG00000236936.1	-0.659966142488272
ENSG00000231105.1	-0.136557294858416
ENSG00000227001.3	0.0552351193153654
ENSG00000187952.9	0.9672293393915291
ENSG00000142794.18	-0.690269125406461
ENSG00000076864.19	-0.369424888746146
ENSG00000090686.15	-0.24500691201851105
ENSG00000187942.11	-1.00003241333474
ENSG00000142798.18	-1.089844487097
ENSG00000228397.2	-0.559282310323233
ENSG00000218510.7	-0.287130640249026
ENSG00000070831.15	-0.112426477018137
ENSG00000230068.2	0.0771268030519732
ENSG00000271840.1	-0.319382838967932
ENSG00000162552.14	-0.664387036266664
ENSG00000184677.16	0.102433711163748
ENSG00000237200.1	0.0203224390599519
ENSG00000133216.16	-0.7580303375873729
ENSG00000264014.1	-2.55672353490154
ENSG00000227868.5	-1.04506229215641
ENSG00000004487.16	-0.229587341205146
ENSG00000169641.13	-0.11137980186562199
ENSG00000179546.4	0.8042385356356571
ENSG00000261326.2	0.0850885551786292
ENSG00000284726.1	0.0316737960624624
ENSG00000125944.19	-0.0356073660437898
ENSG00000125945.14	-0.11010699109254599
ENSG00000249087.6	-0.0829578569203852
ENSG00000271420.1	-0.7480624489786841
ENSG00000204219.9	-0.0658629990010638
ENSG00000088280.18	-0.422369627936039
ENSG00000007968.6	-0.585254995950563
ENSG00000117318.8	-2.08175283868127
ENSG00000142676.13	-0.41991972820738505
ENSG00000011007.12	-0.7404362506957209
ENSG00000236810.5	0.278836279638608
ENSG00000057757.9	-0.5055706909310561
ENSG00000011009.10	-0.29229958133836703
ENSG00000117308.14	-0.436646192339989
ENSG00000117305.14	0.0407762283648574
ENSG00000179163.11	-0.741804806307261
ENSG00000189266.11	-0.352030416339645
ENSG00000188529.14	-0.0159486386087871
ENSG00000142661.18	1.04727737162853
ENSG00000142677.3	2.76483526666734
ENSG00000185436.11	1.41287202798469
ENSG00000158055.15	0.9201534122530781
ENSG00000001460.17	-0.35367644384053104
ENSG00000001461.16	0.607674192066523
ENSG00000117602.11	0.18555179378251502
ENSG00000184454.6	5.01462198443122
ENSG00000133226.16	-0.19462220789434898
ENSG00000284699.1	0.926417594398153
ENSG00000169504.14	-0.400197639004798
ENSG00000020633.18	-1.51501306151122
ENSG00000229162.1	-2.11715213358473
ENSG00000117614.9	0.0293576436793254
ENSG00000284602.1	-0.8007504170445359
ENSG00000284657.1	-1.56145335224862
ENSG00000117616.17	-0.339326236888481
ENSG00000272432.1	0.494151293091053
ENSG00000261349.1	0.247241489722805
ENSG00000187010.19	-0.407544315366646
ENSG00000224183.1	1.6101088796107799
ENSG00000259984.1	-1.45205842552698
ENSG00000183726.10	-0.336327407887331
ENSG00000188672.18	-0.9211957519136791
ENSG00000238084.4	-0.923811378156146
ENSG00000204178.9	0.21638682661170497
ENSG00000157978.11	0.0392253035545906
ENSG00000225643.1	-1.3099258322298601
ENSG00000117643.14	3.65670109831361
ENSG00000162430.16	0.00250720037999133
ENSG00000228172.5	-0.449812759940183
ENSG00000117640.17	-0.26346264747591003
ENSG00000127423.10	-0.0720445977111679
ENSG00000236528.1	-0.991842377432663
ENSG00000182749.5	-0.37347823317400103
ENSG00000117632.22	0.022580613287049998
ENSG00000158006.13	-0.857791946685513
ENSG00000158008.9	-1.0017500725495
ENSG00000158022.6	-0.35991968775640004
ENSG00000175087.9	0.257263307815382
ENSG00000197245.5	-0.706626838376829
ENSG00000236782.6	-1.72995357987595
ENSG00000142684.8	-1.6713319213365803
ENSG00000142675.17	-0.908685905071687
ENSG00000130695.14	-0.320754451722542
ENSG00000270733.1	-0.865160790229213
ENSG00000142669.14	-0.0244614481375443
ENSG00000158062.20	-0.682278724172284
ENSG00000169442.8	-2.1394167855876
ENSG00000176092.15	-2.19572063370736
ENSG00000225854.2	-2.25707917786072
ENSG00000117682.16	-0.386539064220886
ENSG00000223583.1	0.275205487678237
ENSG00000225891.1	-0.476987607034864
ENSG00000198830.10	-0.057819301649228
ENSG00000117676.13	-0.259084523398121
ENSG00000260063.1	-0.425505619587576
ENSG00000117713.19	-0.10516124284721
ENSG00000060642.10	-0.16938551763576398
ENSG00000204160.11	-0.22922277449235504
ENSG00000175793.11	-0.251512842748767
ENSG00000142751.14	-0.0563644623191341
ENSG00000198746.12	-0.123927934010261
ENSG00000090273.13	0.162142957484193
ENSG00000131910.4	0.0209096768315105
ENSG00000253368.3	0.284364445997894
ENSG00000158246.7	0.165480324545772
ENSG00000090020.10	0.48852068301667995
ENSG00000214973.3	0.6782519905346911
ENSG00000225159.1	1.57400027124551
ENSG00000142784.15	0.340307256210882
ENSG00000186501.14	0.0903727325574295
ENSG00000206888.1	0.7262612332963749
ENSG00000241547.1	0.8604253942589208
ENSG00000142765.17	-0.0294584518236592
ENSG00000142733.14	0.0469261989502238
ENSG00000181773.6	0.123786246698786
ENSG00000158195.10	-0.14000156241437
ENSG00000126705.14	-0.22106915587322198
ENSG00000235912.1	-1.01557642183478
ENSG00000126709.14	0.554290593169882
ENSG00000225886.3	1.15309760716956
ENSG00000009780.15	-0.11139987031077002
ENSG00000231344.1	0.8391060730400292
ENSG00000117758.13	-0.435459440155546
ENSG00000269971.1	-0.9535653169220399
ENSG00000270031.1	-1.9277911510019499
ENSG00000117751.17	-0.12543409287358198
ENSG00000252947.1	0.9811620473426421
ENSG00000130775.15	-0.490869512791128
ENSG00000117748.9	-0.0873163560635198
ENSG00000130768.14	0.21660197024770003
ENSG00000158156.7	-0.00773325103223448
ENSG00000158161.15	-0.0635671371820894
ENSG00000240750.3	-2.13249177743668
ENSG00000228589.3	0.326063848950905
ENSG00000169403.11	-1.32158879007918
ENSG00000126698.10	-0.28754055318809
ENSG00000130770.17	0.09496645132739599
ENSG00000270605.1	0.471215256028063
ENSG00000271398.1	-0.544648439479492
ENSG00000130766.4	0.00917902150306619
ENSG00000130772.13	-0.112415486548162
ENSG00000204138.12	-0.24861543074389103
ENSG00000180198.15	-0.158359739209095
ENSG00000242125.3	0.548466894172456
ENSG00000200087.1	-0.0748435186389179
ENSG00000231468.2	-0.38022738321284993
ENSG00000279443.1	-0.289456110416722
ENSG00000180098.9	-0.209606616612847
ENSG00000197989.13	-0.38047493146530703
ENSG00000221539.1	-0.158579438952842
ENSG00000120656.11	-0.00196639905461473
ENSG00000188060.7	-0.758110162179787
ENSG00000229388.1	-0.0507070686275011
ENSG00000162419.12	0.101136816725036
ENSG00000198492.15	0.0411977743533567
ENSG00000116329.10	-1.94086234331418
ENSG00000233427.1	0.182363140757522
ENSG00000159023.20	0.0157370303602638
ENSG00000225616.2	0.666957935143427
ENSG00000253304.1	0.00901091367689592
ENSG00000116350.16	0.0593102837380862
ENSG00000116353.15	-0.23451334462571805
ENSG00000237934.1	0.0963159002738205
ENSG00000060656.19	0.9492839692306891
ENSG00000230523.1	2.00706496293428
ENSG00000162510.5	0.542025856217556
ENSG00000186056.9	0.5416422738051789
ENSG00000162511.7	-0.362399635355682
ENSG00000223382.4	1.9722151814810902
ENSG00000162512.15	-0.0544331648959352
ENSG00000134644.15	-0.0897713639618946
ENSG00000225142.2	-1.48673203357965
ENSG00000084628.9	0.551121866342992
ENSG00000060688.12	-0.37380129003422297
ENSG00000229447.2	-0.151644030607739
ENSG00000121766.15	-0.358483713414619
ENSG00000121769.7	-1.23340855787568
ENSG00000168528.11	-1.02782966596956
ENSG00000215899.3	-1.38350355143559
ENSG00000284543.1	-1.32664725448676
ENSG00000229167.1	-0.426578778771734
ENSG00000142910.15	-0.7840269375865799
ENSG00000121764.11	1.90139628073232
ENSG00000162517.12	-0.423571396791123
ENSG00000235790.7	-0.19366100620234103
ENSG00000264078.1	-1.8826006033116298
ENSG00000084636.17	-1.49418287897091
ENSG00000121753.12	-1.17019383270085
ENSG00000254545.1	-1.07761721382771
ENSG00000134668.12	-1.8028010455510102
ENSG00000184007.19	-0.10022610296485301
ENSG00000228634.1	0.8380460123319079
ENSG00000121774.17	-0.10072520123211401
ENSG00000203325.3	0.368507912995627
ENSG00000121775.17	-0.00356346640582101
ENSG00000025800.13	-0.30129023164193297
ENSG00000084652.15	-0.332958205452795
ENSG00000160050.14	-0.64975892264612
ENSG00000224066.1	-0.0084583861444282
ENSG00000160051.11	-0.30066565836992104
ENSG00000222046.2	0.261429153998165
ENSG00000160055.19	-0.300919323582035
ENSG00000084623.11	-0.34480201801174104
ENSG00000220785.7	-0.7130214311133991
ENSG00000183615.5	0.137031691491994
ENSG00000116478.11	0.06022180051655901
ENSG00000175130.6	0.738616019447696
ENSG00000233775.1	-0.0677564991215486
ENSG00000162526.6	0.539622891210217
ENSG00000225828.1	0.303947135354967
ENSG00000160058.18	0.0612076329569924
ENSG00000160062.14	0.203285216366105
ENSG00000176261.15	-0.19105681784832299
ENSG00000162521.18	-0.160099516499999
ENSG00000162520.14	-0.0942632641008514
ENSG00000162522.10	-0.536558996887207
ENSG00000134684.10	-0.329947826891912
ENSG00000116497.17	-0.122676517829636
ENSG00000160097.16	-0.6904945706899971
ENSG00000121905.9	-0.823665267938533
ENSG00000121900.18	-0.640477032424561
ENSG00000116514.16	0.229385873750545
ENSG00000217644.5	0.418506796043543
ENSG00000239670.1	0.859194864838626
ENSG00000236065.2	3.22434761982419
ENSG00000004455.16	-0.182333676877833
ENSG00000142920.16	0.0170449506965594
ENSG00000278997.1	0.805448973467793
ENSG00000116525.13	-0.121559751512856
ENSG00000279179.1	-0.42373726498314
ENSG00000160094.14	-0.331314883779893
ENSG00000270115.1	1.22478947679923
ENSG00000184389.9	-0.273471777275468
ENSG00000225313.5	-0.452519809814209
ENSG00000134686.18	-0.28397115845319104
ENSG00000284154.1	-0.49223893047721506
ENSG00000222112.1	0.112005450203602
ENSG00000233246.1	0.337773262443042
ENSG00000121903.14	-0.0974509818826518
ENSG00000163866.8	-0.0169129590822141
ENSG00000188910.7	-0.346461680152232
ENSG00000230163.1	0.440267304380206
ENSG00000284773.1	-0.68559697233414
ENSG00000241014.2	-0.900276691542487
ENSG00000243749.1	-0.4337991195370621
ENSG00000163867.16	-0.0972065154063989
ENSG00000197056.9	-0.260596550604025
ENSG00000228348.1	0.661102936396582
ENSG00000116560.10	-0.0690199736152366
ENSG00000146463.11	-0.36096007761839294
ENSG00000229994.1	0.16643990691914598
ENSG00000142687.17	-0.667650132417806
ENSG00000020129.15	-0.501001345542649
ENSG00000239636.1	0.592077465503828
ENSG00000116819.6	-0.481009720146098
ENSG00000126067.11	-0.3719557978725871
ENSG00000142686.7	-0.297719990710166
ENSG00000092853.13	-0.0447366458117507
ENSG00000232335.1	-0.8502068495426228
ENSG00000134698.10	-0.198848174401934
ENSG00000092847.11	-0.556018438101459
ENSG00000126070.19	-0.573537927173281
ENSG00000271554.1	3.33378348194499
ENSG00000092850.11	-0.665531107962964
ENSG00000116863.10	-0.277087686810167
ENSG00000171812.12	-0.9134234272476409
ENSG00000054116.11	-0.0827255242907759
ENSG00000116871.15	-0.47013806014237797
ENSG00000054118.13	-0.128223902990455
ENSG00000214193.10	-1.09925917915456
ENSG00000142694.6	-0.9518846764850201
ENSG00000116883.8	-1.14724360502627
ENSG00000196182.10	-0.56325030859085
ENSG00000181817.5	0.0251992720382274
ENSG00000116885.18	0.6053346633101501
ENSG00000116898.11	-0.128622214588757
ENSG00000233621.1	-0.738280786132987
ENSG00000163874.10	-1.6102169160091102
ENSG00000163875.15	-0.073846874675321
ENSG00000263675.1	-0.246827616587206
ENSG00000163877.10	-0.0801048317138847
ENSG00000232273.1	-0.29535196174987105
ENSG00000237749.4	0.4199119203277829
ENSG00000163879.10	0.277326437256375
ENSG00000134697.12	-0.198468016033847
ENSG00000116922.14	-0.389852331500418
ENSG00000134690.10	-0.35038449476407496
ENSG00000183317.16	1.0191485135251
ENSG00000185090.14	-0.5576485363970071
ENSG00000196449.3	-0.22720238282816801
ENSG00000197982.13	-0.368630694872011
ENSG00000188786.9	-0.390817996494175
ENSG00000204084.12	-0.0312965578374545
ENSG00000183431.11	-0.347035290194591
ENSG00000212541.1	-1.3630683375469101
ENSG00000183386.9	-0.7830445547260341
ENSG00000183520.11	-0.36114502783236896
ENSG00000215895.4	0.38095827942810995
ENSG00000116954.7	0.193292114841936
ENSG00000228436.2	-0.39913743208832203
ENSG00000214114.8	-0.33887492919368795
ENSG00000274944.4	-1.9112920495296999
ENSG00000131233.9	1.5518444247533603
ENSG00000158315.10	-1.58268482742035
ENSG00000174574.15	-0.49776579759486295
ENSG00000168653.10	-0.17709268743744
ENSG00000127603.25	-0.0528812534564788
ENSG00000183682.7	-0.312828403536067
ENSG00000243970.2	-1.52659389690386
ENSG00000090621.13	-0.385087502627185
ENSG00000228060.1	0.132631587944786
ENSG00000201457.1	-0.44809122078179403
ENSG00000163909.7	-4.02137548750518
ENSG00000116983.12	-1.11835769364869
ENSG00000084072.16	-0.224841343381252
ENSG00000116985.11	-1.7142670067853099
ENSG00000198754.5	-1.64540954418235
ENSG00000261798.1	-0.267963352560218
ENSG00000043514.15	-0.267164957900092
ENSG00000116990.10	1.31184152530665
ENSG00000168389.17	0.760949670844519
ENSG00000228477.1	1.16614599331106
ENSG00000131236.16	-0.515769180859752
ENSG00000131238.17	-0.48310568441079205
ENSG00000117000.8	-0.12791866305972
ENSG00000259943.1	0.881186811349306
ENSG00000084073.8	-0.15110091354655403
ENSG00000231296.1	0.739734781753644
ENSG00000049089.14	0.1004140495696
ENSG00000227311.3	-0.358623495324506
ENSG00000084070.11	-0.30799175866923806
ENSG00000187801.14	-0.304684062966645
ENSG00000260920.2	0.25580300471159
ENSG00000279667.1	2.6996021572857702
ENSG00000187815.9	0.118200984740063
ENSG00000238287.1	0.10053852150732599
ENSG00000164002.11	-0.207550506731788
ENSG00000238186.1	0.515365977951208
ENSG00000117010.15	0.0873908033103849
ENSG00000117016.9	-0.273246038071265
ENSG00000237899.1	0.992373680863194
ENSG00000272145.1	-0.393303163807534
ENSG00000066136.20	-0.10101642919966301
ENSG00000117013.15	-0.7000391850091329
ENSG00000179862.6	0.9893876443656451
ENSG00000171793.13	0.0519509635283562
ENSG00000281207.1	-0.560830674578131
ENSG00000171790.15	-0.7296532560387471
ENSG00000010803.16	-0.289332493460263
ENSG00000235358.1	-1.12117265805654
ENSG00000204060.7	-0.39960215970646
ENSG00000229901.1	0.513136060028602
ENSG00000127129.9	0.0249734141546664
ENSG00000127124.15	0.659103824832712
ENSG00000230638.4	1.7433719676744899
ENSG00000198815.8	-0.04378242192228501
ENSG00000227527.2	0.175695596571896
ENSG00000177181.14	0.654194611106092
