index_drop_dot	diff
ENSG00000101210	-2.23095391332868
ENSG00000101280	-0.873516064092888
ENSG00000101323	-1.7749741993378898
ENSG00000101333	-1.61938275449054
ENSG00000101335	-1.28963501962981
ENSG00000101425	-1.40498742733895
ENSG00000101695	-1.51142255057218
ENSG00000101890	-1.3082837213219098
ENSG00000101958	-1.5822539267736202
ENSG00000102057	-1.05333280804194
ENSG00000102287	-0.923339996929985
ENSG00000102524	-1.3221948057513402
ENSG00000102539	-1.9391643444566
ENSG00000102879	-0.9715836155358359
ENSG00000102900	-0.91433432267538
ENSG00000102901	-0.93156722697149
ENSG00000102967	-1.12557045297667
ENSG00000103005	-1.0293139586584399
ENSG00000103037	-0.9277096452848109
ENSG00000103051	-0.9732557184629961
ENSG00000103056	-1.06331349563349
ENSG00000103066	-1.37742471904376
ENSG00000103067	-2.36283011195015
ENSG00000103091	-1.04113622122269
ENSG00000103154	-1.31267661904836
ENSG00000103184	-1.7495066323645299
ENSG00000103187	-1.06234379383394
ENSG00000103257	-1.10677049891435
ENSG00000103335	-0.924462909316528
ENSG00000103426	-3.3934999071084397
ENSG00000103485	-5.02504492051255
ENSG00000103494	-1.14906372206142
ENSG00000104043	-1.93330456018312
ENSG00000104237	-2.5652853532176296
ENSG00000104267	-1.00722873408997
ENSG00000104290	-0.8480009950585758
ENSG00000104313	-1.6320402540954
ENSG00000104327	-2.21011810031271
ENSG00000104369	-1.22687681405758
ENSG00000104381	-0.942322306313711
ENSG00000104413	-0.906585409801698
ENSG00000104808	-0.8502697069242221
ENSG00000104826	-1.13252049501788
ENSG00000104888	-1.57265079397973
ENSG00000104941	-1.23901208720627
ENSG00000104953	-1.11741490369652
ENSG00000104967	-3.32051018141168
ENSG00000105122	-0.974577974903791
ENSG00000105131	-1.15675529958775
ENSG00000105219	-0.9627365569633621
ENSG00000105246	-1.68275906869317
ENSG00000105369	-1.17948198649459
ENSG00000105374	-2.4801804351237
ENSG00000105383	-6.0108189502715
ENSG00000105419	-2.9644781591197997
ENSG00000105464	-0.963016549992377
ENSG00000105472	-5.712954042510071
ENSG00000105492	-2.84939465085517
ENSG00000105499	-0.8717207265644591
ENSG00000105509	-0.9761823885390509
ENSG00000105655	-1.03239527017915
ENSG00000105696	-1.35272443738131
ENSG00000105699	-2.18737998182917
ENSG00000105711	-0.857814240500644
ENSG00000105767	-1.1212621964643301
ENSG00000105808	-1.6290809143665799
ENSG00000105851	-2.93921429464046
ENSG00000105852	-1.22397445607205
ENSG00000105854	-1.07731147838267
ENSG00000105875	-1.3933575532609799
ENSG00000105967	-2.0063648853483897
ENSG00000106013	-1.5466552766251698
ENSG00000106178	-0.9643060918311759
ENSG00000106302	-1.78031865629959
ENSG00000106366	-0.8446117536958849
ENSG00000106484	-1.5859246508752298
ENSG00000106526	-1.28789675332538
ENSG00000106686	-1.3530039358376003
ENSG00000106976	-1.01398050691228
ENSG00000107719	-3.96637153295013
ENSG00000107831	-1.4691043489561901
ENSG00000107859	-0.972283836484068
ENSG00000107902	-1.6408201291412903
ENSG00000108176	-1.1500182943733899
ENSG00000108375	-1.9481573161110601
ENSG00000108405	-0.8389276204612071
ENSG00000108448	-1.1484191333251899
ENSG00000108556	-1.1042822424306398
ENSG00000108622	-1.92650744868904
ENSG00000108825	-1.5834871238188999
ENSG00000108846	-1.95055520609783
ENSG00000108924	-1.32917241703419
ENSG00000108932	-2.33477826234682
ENSG00000108960	-0.8907918386413499
ENSG00000109063	-1.2480009451726999
ENSG00000109089	-0.844801187183633
ENSG00000109107	-1.9368012083856898
ENSG00000109205	-5.11924802883101
ENSG00000109472	-0.9707021630496859
ENSG00000109667	-1.0721178918702
ENSG00000109846	-2.4514145530977003
ENSG00000110076	-2.65790114660931
ENSG00000110090	-2.2020387123345695
ENSG00000110195	-1.5274371261283202
ENSG00000110243	-1.48894163437435
ENSG00000110324	-1.43251431918264
ENSG00000110448	-1.15995003152018
ENSG00000110492	-1.33735851491551
ENSG00000110675	-1.4222368561697
ENSG00000110723	-1.20592305569861
ENSG00000110811	-1.09313942880218
ENSG00000110900	-0.85452257926359
ENSG00000111052	-2.42247743803341
ENSG00000111087	-1.79752364671617
ENSG00000111181	-1.5590752010872502
ENSG00000111305	-1.83187657605438
ENSG00000111424	-1.5342742697017802
ENSG00000111644	-1.32291601546732
ENSG00000111700	-1.5742760399426698
ENSG00000111728	-1.13039874807943
ENSG00000111816	-1.27447152534239
ENSG00000111885	-1.24003757995267
ENSG00000111907	-1.19631027389525
ENSG00000112077	-2.90814900996978
ENSG00000112149	-1.29221403877824
ENSG00000112195	-1.9653264275551101
ENSG00000112212	-0.9085166750122831
ENSG00000112299	-1.62309103289664
ENSG00000112319	-1.298097335886
ENSG00000112333	-3.89895744910841
ENSG00000112559	-1.10462553778766
ENSG00000112761	-0.9820322086789709
ENSG00000113083	-1.16793447258002
ENSG00000113319	-0.8345595289703791
ENSG00000113578	-0.8830063956707009
ENSG00000114200	-3.6585396460159303
ENSG00000114268	-1.0296707772501201
ENSG00000114270	-1.7811590718703898
ENSG00000114279	-0.934318831774289
ENSG00000114378	-0.929725497381697
ENSG00000114455	-2.19948710813686
ENSG00000114541	-0.860204700600059
ENSG00000114646	-1.2965128567601
ENSG00000114757	-2.39259066818448
ENSG00000114805	-0.969297276915018
ENSG00000114812	-1.2368555133622299
ENSG00000115008	-4.0628844774318305
ENSG00000115009	-1.40374085825416
ENSG00000115085	-1.36243849781977
ENSG00000115165	-1.9782181592171602
ENSG00000115204	-1.00842792785255
ENSG00000115221	-1.9009974431620402
ENSG00000115252	-1.06435014846422
ENSG00000115271	-1.04925973787316
ENSG00000115290	-1.26876867443551
ENSG00000115297	-2.37647130722583
ENSG00000115318	-1.1291802338177
ENSG00000115414	-1.05078783088604
ENSG00000115419	-1.0008343737938399
ENSG00000115590	-4.73231670801882
ENSG00000115598	-1.2489730010017601
ENSG00000115828	-1.0808404135643102
ENSG00000115919	-3.11348023865906
ENSG00000115956	-1.0522086207205898
ENSG00000116157	-2.01671514139086
ENSG00000116678	-1.12977630037665
ENSG00000116783	-4.310896872004601
ENSG00000116852	-2.58756474477044
ENSG00000116983	-1.11835769364869
ENSG00000116985	-1.7142670067853099
ENSG00000117009	-1.12406502259794
ENSG00000117115	-1.2378404829450702
ENSG00000117122	-1.78556545190257
ENSG00000117298	-0.8674407507325809
ENSG00000117595	-1.6898099183418
ENSG00000118017	-1.14218941075988
ENSG00000118113	-4.0472327654523
ENSG00000118307	-1.65798045825878
ENSG00000118407	-1.9845071079126901
ENSG00000118557	-1.39037303560727
ENSG00000118785	-1.22430533889115
ENSG00000118849	-1.9997426545104098
ENSG00000119041	-0.86735091120838
ENSG00000119121	-1.91049528919681
ENSG00000119608	-0.9724130432305009
ENSG00000119681	-0.878109086903206
ENSG00000119772	-1.04818263684353
ENSG00000119782	-1.83791124999684
ENSG00000119888	-1.65079603827519
ENSG00000119915	-2.04657991859115
ENSG00000119946	-1.4512707105221798
ENSG00000120055	-1.02990930574043
ENSG00000120057	-0.956310096139937
ENSG00000120162	-1.74201167599491
ENSG00000120322	-0.97820225294147
ENSG00000120471	-1.5749110704107099
ENSG00000120645	-1.9871617948323501
ENSG00000120708	-2.6280576335334502
ENSG00000120899	-1.03963048172085
ENSG00000120937	-5.46662450810598
ENSG00000121005	-1.66095521561798
ENSG00000121207	-1.0946630008484801
ENSG00000121210	-0.853209811392753
ENSG00000121316	-1.1839238723666499
ENSG00000121361	-1.31443466987055
ENSG00000121577	-0.889068176154271
ENSG00000121690	-1.6130361376346298
ENSG00000121691	-1.4619227042041698
ENSG00000121743	-0.9656509095659441
ENSG00000121753	-1.17019383270085
ENSG00000121769	-1.23340855787568
ENSG00000121933	-1.4621920416360301
ENSG00000122574	-1.2686632770733401
ENSG00000122735	-2.67060457588881
ENSG00000122786	-0.943574612870001
ENSG00000122862	-1.16043777740781
ENSG00000122870	-1.24020126573705
ENSG00000122884	-1.25253032100569
ENSG00000123096	-1.12891593547277
ENSG00000123243	-1.23913655287808
ENSG00000123329	-2.59436628308413
ENSG00000123342	-1.3136180626729899
ENSG00000123405	-1.12832837405123
ENSG00000123496	-7.04836447846841
ENSG00000123612	-1.5886959754136598
ENSG00000124074	-1.2396848209510902
ENSG00000124103	-1.39605896093615
ENSG00000124126	-2.4362740442717
ENSG00000124134	-1.61272245292597
ENSG00000124215	-2.5782045403673903
ENSG00000124216	-2.47911431310661
ENSG00000124225	-1.43433711976711
ENSG00000124232	-1.1506528397561
ENSG00000124334	-4.26126395437059
ENSG00000124490	-4.52720930922312
ENSG00000124721	-1.6762219086590902
ENSG00000124731	-1.08324380346586
ENSG00000124749	-2.03732633541226
ENSG00000124827	-1.83680651290505
ENSG00000124882	-2.4165118800860803
ENSG00000124915	-1.15563455646301
ENSG00000124920	-1.7653798148386899
ENSG00000125122	-1.4817711850137498
ENSG00000125148	-0.881587989703788
ENSG00000125149	-0.912622806721613
ENSG00000125170	-1.25208291906724
ENSG00000125538	-5.278758828574441
ENSG00000125637	-1.9674912576009598
ENSG00000125730	-6.814121822858289
ENSG00000125735	-5.372122991977
ENSG00000125872	-1.4501897468563203
ENSG00000126217	-2.1901121256143896
ENSG00000126562	-1.07472698677128
ENSG00000126950	-3.3265142677989705
ENSG00000127152	-1.96066760166838
ENSG00000127249	-0.8531263508721658
ENSG00000127329	-1.77382877615518
ENSG00000127399	-0.985681631553175
ENSG00000127507	-1.20206680382569
ENSG00000127533	-1.21690114497051
ENSG00000127946	-1.12125499701528
ENSG00000127954	-1.5340566735917198
ENSG00000128011	-4.75215283564914
ENSG00000128165	-1.0762102516074599
ENSG00000128274	-1.01261272119426
ENSG00000128487	-0.9158022941165841
ENSG00000128602	-1.45681359891124
ENSG00000128655	-1.42822306826281
ENSG00000129437	-1.0709424829371201
ENSG00000129514	-1.45610748194685
ENSG00000129673	-1.2029855343697902
ENSG00000129682	-4.67640376456211
ENSG00000129990	-1.78078416007699
ENSG00000130035	-3.31873417146225
ENSG00000130176	-1.3266273326579299
ENSG00000130203	-1.1097991009043502
ENSG00000130208	-1.15977079337382
ENSG00000130377	-1.2855467880002198
ENSG00000130487	-1.30930279749608
ENSG00000130528	-2.05092029805491
ENSG00000130529	-1.5334636813938303
ENSG00000130558	-2.7542477281239997
ENSG00000130584	-1.07744567393162
ENSG00000130755	-6.2023844673466595
ENSG00000130762	-1.29199043559096
ENSG00000130822	-2.98257469060577
ENSG00000130830	-0.9162585560991969
ENSG00000130943	-1.30250028637649
ENSG00000131067	-2.2232962735002797
ENSG00000131096	-0.939344071675414
ENSG00000131196	-2.20966737356189
ENSG00000131370	-1.7434238096405301
ENSG00000131374	-1.13289384982725
ENSG00000131389	-0.8857473275013491
ENSG00000131400	-0.950902097232442
ENSG00000131401	-1.24661807657512
ENSG00000131409	-1.36607683123401
ENSG00000131471	-1.43117004952205
ENSG00000131477	-0.988586113313982
ENSG00000131480	-1.39549839796187
ENSG00000131650	-1.1288273873066599
ENSG00000131771	-2.07981616366578
ENSG00000131969	-0.955282656143579
ENSG00000132000	-2.04899798063003
ENSG00000132031	-1.52582493108949
ENSG00000132464	-1.18011185700748
ENSG00000132535	-1.13617115799885
ENSG00000132603	-1.0874263930279302
ENSG00000132698	-2.2353624769318903
ENSG00000132749	-1.10824385514394
ENSG00000132837	-1.6620460787454598
ENSG00000132932	-1.27562031569194
ENSG00000132958	-1.9721085300942098
ENSG00000132965	-3.00330028874166
ENSG00000133083	-2.22964403264121
ENSG00000133101	-1.08289177026027
ENSG00000133106	-0.902773386194661
ENSG00000133107	-0.9556476627148691
ENSG00000133116	-3.2054629852433902
ENSG00000134007	-1.4239166147409201
ENSG00000134121	-5.46487856194983
ENSG00000134242	-1.01471526359371
ENSG00000134339	-1.88430828965781
ENSG00000134398	-1.46512944329727
ENSG00000134539	-2.15233542750127
ENSG00000134545	-3.17895422824982
ENSG00000134569	-1.1843156013546399
ENSG00000134575	-0.888620417519412
ENSG00000134594	-1.41393016652165
ENSG00000134668	-1.8028010455510102
ENSG00000134755	-2.09530690517461
ENSG00000134762	-3.41634371452695
ENSG00000134775	-1.64078081734696
ENSG00000134830	-1.0717611652796
ENSG00000134871	-1.29729995364642
ENSG00000135116	-0.8766549570894191
ENSG00000135127	-1.5150997137846598
ENSG00000135298	-1.48997958020894
ENSG00000135437	-1.02454452282033
ENSG00000135439	-4.418546439837621
ENSG00000135502	-3.9976343979777096
ENSG00000135547	-2.3436873372119598
ENSG00000135549	-0.8649437030278009
ENSG00000135596	-1.1067350092652701
ENSG00000135643	-1.26131887615558
ENSG00000135678	-0.857664806817894
ENSG00000135686	-1.17872060749993
ENSG00000135698	-0.922418850114085
ENSG00000135720	-0.8971706545165359
ENSG00000135723	-0.920144904327664
ENSG00000135740	-0.9875786216800859
ENSG00000135898	-1.02249025944471
ENSG00000135917	-1.31924124251658
ENSG00000135919	-1.12963034488232
ENSG00000136059	-1.5888132065338
ENSG00000136114	-0.8492950032339149
ENSG00000136155	-0.945016718554054
ENSG00000136167	-6.341992365971639
ENSG00000136235	-0.992524810476569
ENSG00000136305	-1.26132357748095
ENSG00000136490	-1.85253712178328
ENSG00000136531	-2.38003728046055
ENSG00000136541	-3.7755066972721405
ENSG00000136689	-1.92082148106618
ENSG00000136960	-2.37171580041103
ENSG00000137463	-0.9307505244787591
ENSG00000137491	-1.26964783978653
ENSG00000137507	-2.0288887878351103
ENSG00000137673	-2.42612326520453
ENSG00000137691	-2.08348536319282
ENSG00000137707	-4.97885186268889
ENSG00000137766	-2.21836579445436
ENSG00000137801	-1.7807164141686898
ENSG00000137843	-1.4565596486076298
ENSG00000137880	-1.08468613888992
ENSG00000137960	-2.68412413243361
ENSG00000138028	-1.17685770894508
ENSG00000138311	-1.46556509722256
ENSG00000138316	-3.0897365450463394
ENSG00000138378	-2.7039682744684796
ENSG00000138411	-0.8572633329201651
ENSG00000138435	-1.08847096341132
ENSG00000138443	-1.04634611402113
ENSG00000138448	-0.868912531172946
ENSG00000138623	-0.836140295288727
ENSG00000138653	-2.10501914729332
ENSG00000138722	-1.92593009722221
ENSG00000138741	-1.0463918101676701
ENSG00000138792	-4.13561352250439
ENSG00000138795	-0.9361107321557891
ENSG00000138798	-1.0219106734727
ENSG00000139178	-1.6905414294368601
ENSG00000139182	-1.5826388152115902
ENSG00000139194	-0.867363349177116
ENSG00000139220	-2.15259272521052
ENSG00000139269	-1.1257089653263999
ENSG00000139292	-2.80833455745502
ENSG00000139329	-4.8505161086653095
ENSG00000139915	-7.8446795574490595
ENSG00000139998	-0.9287356834983559
ENSG00000140022	-1.10710000271651
ENSG00000140030	-7.07073988570528
ENSG00000140044	-0.890180083965504
ENSG00000140284	-2.09316234420916
ENSG00000140285	-0.8765870986853571
ENSG00000140323	-1.27918330260434
ENSG00000140379	-1.9322090349076497
ENSG00000140403	-2.1603946855984
ENSG00000140470	-0.9973840782026351
ENSG00000140678	-3.92932302560923
ENSG00000140718	-0.8541553353100251
ENSG00000140829	-0.8801483624260451
ENSG00000140832	-2.02330033251497
ENSG00000140835	-2.12785884775992
ENSG00000140848	-0.89179590163701
ENSG00000140853	-1.1905058512476
ENSG00000140931	-0.9875266189872621
ENSG00000140939	-0.8927398890478722
ENSG00000140941	-0.946046704685717
ENSG00000140961	-1.45669669187483
ENSG00000141012	-1.61670639734793
ENSG00000141013	-1.02301219808816
ENSG00000141338	-2.4171928615024103
ENSG00000141527	-1.08296227563871
ENSG00000141540	-1.46194992179005
ENSG00000141696	-0.952175426615908
ENSG00000141756	-2.7907557363748996
ENSG00000141837	-2.3549667591065897
ENSG00000142173	-1.05580475432557
ENSG00000142235	-1.4802357607447902
ENSG00000142273	-0.946248953309803
ENSG00000142408	-3.6780149264166098
ENSG00000142552	-2.01819692217321
ENSG00000142606	-1.9961745379273799
ENSG00000142675	-0.908685905071687
ENSG00000142684	-1.6713319213365803
ENSG00000142694	-0.9518846764850201
ENSG00000142798	-1.089844487097
ENSG00000143119	-3.95532133615893
ENSG00000143167	-1.7803500087082902
ENSG00000143196	-2.92437909024876
ENSG00000143217	-1.6579564411274998
ENSG00000143369	-1.23692451965805
ENSG00000143375	-1.1566054708758797
ENSG00000143382	-1.8073686508896798
ENSG00000143409	-0.9014425377648639
ENSG00000143412	-1.0385220658060401
ENSG00000143520	-1.7553060969641998
ENSG00000143536	-2.35756294460618
ENSG00000143847	-0.912956203773282
ENSG00000144045	-1.02690443937786
ENSG00000144290	-3.85318742531038
ENSG00000144369	-1.29382856464938
ENSG00000144406	-7.88973509259124
ENSG00000144452	-1.0729502002593498
ENSG00000144481	-0.934751359505953
ENSG00000144644	-4.10163474896677
ENSG00000144668	-0.8667360176799419
ENSG00000144671	-1.5541877040796102
ENSG00000145040	-2.59124301732951
ENSG00000145087	-0.840062945447641
ENSG00000145103	-3.0396956089610803
ENSG00000145113	-3.06219300689018
ENSG00000145362	-0.97019345101859
ENSG00000145794	-2.140663548236
ENSG00000145934	-2.0595452940606997
ENSG00000145949	-1.1214035452598101
ENSG00000146151	-3.5517962933399905
ENSG00000146166	-1.99612305612749
ENSG00000146192	-2.3374592834755497
ENSG00000146250	-2.49441987906605
ENSG00000147117	-1.5888680399981499
ENSG00000147246	-0.9623454845724619
ENSG00000147576	-1.0072893802481602
ENSG00000147872	-2.0202871140346796
ENSG00000148123	-1.8396669919052198
ENSG00000148346	-1.6305641094321102
ENSG00000148408	-2.08186370951738
ENSG00000148483	-2.09163859732983
ENSG00000148541	-1.26133114911096
ENSG00000148584	-2.50803261333918
ENSG00000148848	-1.45200449893874
ENSG00000148935	-1.06886535475613
ENSG00000149124	-1.67412053463541
ENSG00000149294	-2.9502198540025897
ENSG00000149380	-1.4299770003811598
ENSG00000149418	-2.8372971573369106
ENSG00000149573	-1.51074176628927
ENSG00000149577	-0.866521348599357
ENSG00000149591	-3.05130409766129
ENSG00000149781	-1.1294939715896002
ENSG00000149809	-0.881097857208755
ENSG00000149968	-4.44884656127317
ENSG00000150275	-1.86872271677899
ENSG00000150471	-1.2356325347311599
ENSG00000150540	-1.3002376206989898
ENSG00000150556	-3.39849542870036
ENSG00000150625	-1.9604750152885
ENSG00000150681	-1.80123800314026
ENSG00000150722	-2.4347656010214997
ENSG00000150764	-0.8430252219439051
ENSG00000151012	-0.948624794254605
ENSG00000151023	-1.14124967206155
ENSG00000151025	-1.6624462757337901
ENSG00000151062	-1.10116462438936
ENSG00000151090	-1.6199534709673202
ENSG00000151136	-5.11607483551682
ENSG00000151365	-3.4820620400935094
ENSG00000151468	-1.07806381251429
ENSG00000151640	-0.857303108397644
ENSG00000151651	-0.8499834986144941
ENSG00000151704	-1.6530592943002298
ENSG00000151773	-1.15588813069172
ENSG00000151812	-1.3678464363303997
ENSG00000151883	-0.8578111950772691
ENSG00000151962	-2.14269624117176
ENSG00000152127	-0.9774127018910991
ENSG00000152208	-1.47301307875826
ENSG00000152214	-4.102605980786651
ENSG00000152402	-2.8857317837453698
ENSG00000152463	-1.4882701390991797
ENSG00000152592	-3.36642933493378
ENSG00000152661	-1.57372053603432
ENSG00000152763	-1.4627244937968
ENSG00000152767	-0.9072534688616221
ENSG00000152822	-1.78375449133323
ENSG00000152936	-5.33912069688773
ENSG00000152939	-1.2961805671987199
ENSG00000152952	-1.13879310446535
ENSG00000153237	-1.10812386134342
ENSG00000153246	-1.0548735746604498
ENSG00000153283	-1.4120306834786103
ENSG00000153446	-3.1019639069417595
ENSG00000153495	-1.7723482556963701
ENSG00000153832	-1.36956056769054
ENSG00000153898	-1.1073574326163702
ENSG00000153923	-2.2553858010893704
ENSG00000153956	-1.0341150979600502
ENSG00000154080	-1.6164514479143102
ENSG00000154102	-1.30252491812447
ENSG00000154118	-1.1047021581890701
ENSG00000154153	-1.1207964164015702
ENSG00000154165	-0.9874773491197221
ENSG00000154252	-0.8895190308556451
ENSG00000154262	-2.66647149345859
ENSG00000154310	-1.15822832628101
ENSG00000154358	-1.50766682079925
ENSG00000154556	-1.0142752339974999
ENSG00000154639	-1.25722442918111
ENSG00000154646	-7.83944679440534
ENSG00000154654	-3.8247752999126803
ENSG00000154874	-0.89822924100442
ENSG00000155307	-0.9612788115468609
ENSG00000155393	-0.91192448675253
ENSG00000155754	-1.5002257853817298
ENSG00000155761	-0.991060394958763
ENSG00000155886	-1.53172192524319
ENSG00000155966	-2.9138976415544504
ENSG00000156006	-1.88894643158865
ENSG00000156097	-1.1466668805346898
ENSG00000156140	-1.5524006465863502
ENSG00000156194	-1.13530783057001
ENSG00000156219	-2.14476601755374
ENSG00000156253	-0.8745089190112759
ENSG00000156869	-2.32003719227467
ENSG00000156886	-3.1280453725606203
ENSG00000157349	-0.9974592240761909
ENSG00000157350	-0.9871989178649899
ENSG00000157404	-1.24728858075336
ENSG00000157445	-4.8820565401633
ENSG00000157551	-1.16413933071886
ENSG00000157703	-1.90363110832219
ENSG00000157833	-1.3494957829922398
ENSG00000157992	-1.23800063251743
ENSG00000158006	-0.857791946685513
ENSG00000158008	-1.0017500725495
ENSG00000158220	-0.8713972733893129
ENSG00000158296	-1.3101521581925701
ENSG00000158315	-1.58268482742035
ENSG00000158321	-2.3172503907633
ENSG00000158517	-3.3831336296599597
ENSG00000158714	-1.2287329121976
