chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr17	28635491	28635540	AL732372.2	0	-	28635491	28635540	0	1	49	0	2.60268968544439	4.71539275287425e-05	ENSG00000007202.15
chr19	3778070	3778119	WBP1LP7	0	-	3778070	3778119	0	1	49	0	-2.29192238724926	0.00035872944628168	ENSG00000007264.15
chr16	785716	785765	OR4F29	0	-	785716	785765	0	1	49	0	-1.01968967071885	0.000206405399050813	ENSG00000007376.8
chr16	785963	786012	OR4F29	0	-	785963	786012	0	1	49	0	0.531432653732651	0.00118474608692354	ENSG00000007376.8
chr16	1674461	1674510	CICP7	0	+	1674461	1674510	0	1	49	0	2.91568956588045	0.000883730382103098	ENSG00000007545.16
chr16	1674760	1674809	CICP7	0	+	1674760	1674809	0	1	49	0	2.49192422244665	2.55547602117101e-05	ENSG00000007545.16
chr1	6634467	6634516	AL732372.3	0	-	6634467	6634516	0	1	49	0	-0.754791343671153	0.000851251570825551	ENSG00000007923.16
chr1	23509765	23509814	FO681485.1	0	-	23509765	23509814	0	1	49	0	-1.48727027845989	0.000414399040315705	ENSG00000007968.7
chr6	15496194	15496243	AL669831.3	0	+	15496194	15496243	0	1	49	0	1.14896617481373	0.00019116129034813	ENSG00000008083.14
chr6	15501028	15501077	AL669831.3	0	+	15501028	15501077	0	1	49	0	-0.568830777707335	0.0036841005866598	ENSG00000008083.14
chr16	3059128	3059177	AC114498.1	0	+	3059128	3059177	0	1	49	0	-3.38439026318475	0.000766943684877952	ENSG00000008516.17
chr16	2090157	2090296	MTND1P23	0	-	2090157	2090296	0	2	38,12	0,128	4.83628190695148	0.00199583172172035	ENSG00000008710.20
chr16	2108391	2108440	MTND1P23	0	-	2108391	2108440	0	1	49	0	-1.410835470036	0.00254524292389524	ENSG00000008710.20
chr16	2110989	2111038	MTND1P23	0	-	2110989	2111038	0	1	49	0	5.11799381241676	0.00120502888956453	ENSG00000008710.20
chr16	2111239	2111288	MTND1P23	0	-	2111239	2111288	0	1	49	0	-1.26688915984159	0.00214396943835227	ENSG00000008710.20
chr8	23007486	23007535	MTND2P28	0	+	23007486	23007535	0	1	49	0	4.36944785246702	0.0045265252859168	ENSG00000008853.17
chr8	23017665	23017714	MTND2P28	0	+	23017665	23017714	0	1	49	0	4.64439089914137	0.00280241217405675	ENSG00000008853.17
chr8	23018460	23018509	MTND2P28	0	+	23018460	23018509	0	1	49	0	1.05455229887408	0.00137166773204456	ENSG00000008853.17
chr8	23018758	23018857	MTND2P28	0	+	23018758	23018857	0	1	99	0	5.13873529656255	4.72911515818215e-11	ENSG00000008853.17
chr3	169988356	169992639	MTCO1P12	0	+	169988356	169992639	0	2	4,46	0,4238	3.80666248925057	0.000414579605546694	ENSG00000008952.17
chr3	169993138	169993187	MTCO1P12	0	+	169993138	169993187	0	1	49	0	0.824891262610371	0.00126611916604769	ENSG00000008952.17
chr6	111367293	111367342	AC114498.2	0	-	111367293	111367342	0	1	49	0	2.07047287169709	0.000571592495011153	ENSG00000009413.16
chr6	111373457	111373506	AC114498.2	0	-	111373457	111373506	0	1	49	0	2.47951580116238	0.00158490878100726	ENSG00000009413.16
chr6	142218720	142218769	MTCO2P12	0	+	142218720	142218769	0	1	49	0	-5.48479693348129	0.00121414370219597	ENSG00000009844.16
chr7	73477733	73477782	MTATP8P1	0	-	73477733	73477782	0	1	49	0	-1.01160091167847	0.00408132739236578	ENSG00000009954.11
chr1	231352642	231352691	MTATP6P1	0	+	231352642	231352691	0	1	49	0	0.63040883992652	0.00255560327472959	ENSG00000010072.16
chr1	171784224	171784273	MTCO3P12	0	+	171784224	171784273	0	1	49	0	6.24027584516142	8.0073091268673e-08	ENSG00000010165.20
chr12	6521042	6521091	WBP1LP6	0	+	6521042	6521091	0	1	49	0	2.27083639467946	1.54414366999589e-05	ENSG00000010292.13
chr3	52411303	52412823	OR4F16	0	+	52411303	52412823	0	2	37,13	0,1508	0.731348922785607	0.00401058568647461	ENSG00000010318.21
chr3	52481411	52481460	CICP3	0	+	52481411	52481460	0	1	49	0	-5.57972982597686	3.3907752438056e-05	ENSG00000010322.16
chr3	52487867	52487916	CICP3	0	+	52487867	52487916	0	1	49	0	-1.62924053973062	0.00188437472640301	ENSG00000010322.16
chr1	23751667	23751716	AL669831.1	0	+	23751667	23751716	0	1	49	0	1.08576738217964	0.000147409469494653	ENSG00000011007.12
chr1	23759764	23759813	AL669831.1	0	+	23759764	23759813	0	1	49	0	3.39562633661257	0.000554048925211714	ENSG00000011007.12
chr14	93242742	93242791	RNU6-1199P	0	-	93242742	93242791	0	1	49	0	1.84045995139039	0.00425219663098198	ENSG00000011114.15
chr14	93294095	93294144	RNU6-1199P	0	-	93294095	93294144	0	1	49	0	3.71357206670431	0.0046067258689938	ENSG00000011114.15
chr14	93294844	93294893	RNU6-1199P	0	-	93294844	93294893	0	1	49	0	4.51085951177747	3.93354523287037e-05	ENSG00000011114.15
chr19	810931	810980	AL669831.2	0	+	810931	810980	0	1	49	0	1.40722757078636	9.88302695142939e-05	ENSG00000011304.20
chr19	811280	811329	AL669831.2	0	+	811280	811329	0	1	49	0	1.32350868880973	0.000800595402764115	ENSG00000011304.20
chr11	17169441	17169490	LINC01409	0	-	17169441	17169490	0	1	49	0	4.46590811865458	0.00382943875904052	ENSG00000011405.13
chr19	43661520	43665130	AL669831.6	0	-	43661520	43665130	0	2	29,21	0,3590	-4.47733681431718	0.00401818308721224	ENSG00000011422.12
chr2	65072456	65072505	AL669831.4	0	+	65072456	65072505	0	1	49	0	0.916290731874155	0.00280026498745311	ENSG00000011523.14
chrX	21856912	21856961	FAM87B	0	+	21856912	21856961	0	1	49	0	-3.98898404656406	0.000901148747373681	ENSG00000012174.12
chrX	21857112	21857161	FAM87B	0	+	21857112	21857161	0	1	49	0	-0.606029719643352	0.00128182995805071	ENSG00000012174.12
chrX	49175691	49175740	LINC01128	0	-	49175691	49175740	0	1	49	0	-1.90768893623512	0.000103102149855205	ENSG00000012211.13
chrX	49175790	49175839	LINC01128	0	-	49175790	49175839	0	1	49	0	1.23317195901126	7.81319907433575e-05	ENSG00000012211.13
chr8	28718008	28718057	LINC00115	0	+	28718008	28718057	0	1	49	0	-4.99043258676937	0.000157878372681775	ENSG00000012232.9
chr14	76788997	76789046	AL669831.7	0	-	76788997	76789046	0	1	49	0	-6.08677472690294	0.000989160623579232	ENSG00000013523.11
chr12	31104551	31104600	FAM41C	0	+	31104551	31104600	0	1	49	0	0.896088024556634	0.000432607015282249	ENSG00000013573.17
chr4	1728285	1728334	TUBB8P11	0	+	1728285	1728334	0	1	49	0	1.44828603715132	0.00448695328496973	ENSG00000013810.19
chr4	1730846	1730895	TUBB8P11	0	+	1730846	1730895	0	1	49	0	0.626904791226198	0.00073425425980933	ENSG00000013810.19
chr4	1739243	1739342	TUBB8P11	0	+	1739243	1739342	0	1	99	0	4.61512052011221	4.60880254576641e-07	ENSG00000013810.19
chr3	132368100	132368149	AL669831.5	0	+	132368100	132368149	0	1	49	0	-0.557176491903862	0.00344605975132451	ENSG00000014257.16
chr10	99714344	99714393	AL645608.6	0	-	99714344	99714393	0	1	49	0	4.87519732320116	0.00186227220706647	ENSG00000014919.13
chr14	91309933	91309982	AL645608.2	0	-	91309933	91309982	0	1	49	0	4.96981329956663	1.85546534581249e-07	ENSG00000015133.19
chr5	139307790	139307839	AL645608.4	0	+	139307790	139307839	0	1	49	0	-0.835129187673773	0.00113694729641589	ENSG00000015479.19
chr5	139322948	139325325	AL645608.4	0	+	139322948	139325325	0	2	20,30	0,2348	1.35260051533342	0.000484081377520429	ENSG00000015479.19
chr2	109836074	109836223	LINC02593	0	+	109836074	109836223	0	1	149	0	-4.57471097850343	8.67659160549035e-09	ENSG00000015568.13
chr2	109836774	109836823	LINC02593	0	+	109836774	109836823	0	1	49	0	-3.41772668358225	0.000155236212625698	ENSG00000015568.13
chr2	109837323	109837372	LINC02593	0	+	109837323	109837372	0	1	49	0	-5.60947179517559	0.000253828234623388	ENSG00000015568.13
chr7	44385065	44385114	SAMD11	0	-	44385065	44385114	0	1	49	0	1.06305298663162	0.000474165815281813	ENSG00000015676.18
chr3	52694886	52694935	NOC2L	0	-	52694886	52694935	0	1	49	0	-3.17805383007573	0.000547815157369569	ENSG00000016864.18
chr3	52694986	52695035	NOC2L	0	-	52694986	52695035	0	1	49	0	1.48456458255283	0.00327732784143819	ENSG00000016864.18
chr18	9513195	9513244	KLHL17	0	+	9513195	9513244	0	1	49	0	4.77491296057519	0.000683579585140648	ENSG00000017797.13
chr18	9517099	9517248	KLHL17	0	+	9517099	9517248	0	1	149	0	0.613161160622033	8.08979612606166e-07	ENSG00000017797.13
chr18	9524639	9524688	KLHL17	0	+	9524639	9524688	0	1	49	0	0.75737241560025	0.000672965312621843	ENSG00000017797.13
chr7	81751468	81751517	PLEKHN1	0	-	81751468	81751517	0	1	49	0	1.15894027726934	0.00118896464746221	ENSG00000019991.18
chr10	124942922	124942971	PERM1	0	+	124942922	124942971	0	1	49	0	0.766234223579557	0.00140125081123532	ENSG00000019995.6
chr10	124966757	124971989	PERM1	0	+	124966757	124971989	0	2	25,25	0,5208	1.61812732264826	0.000396177198813463	ENSG00000019995.6
chr20	52084140	52084189	AL645608.7	0	-	52084140	52084189	0	1	49	0	0.883582372128069	0.000451297291701014	ENSG00000020256.20
chr1	24902095	24902144	HES4	0	-	24902095	24902144	0	1	49	0	0.508605867028018	0.00123579912903327	ENSG00000020633.18
chr6	2841339	2841388	ISG15	0	-	2841339	2841388	0	1	49	0	-0.986494990547403	0.00256469921984914	ENSG00000021355.13
chr8	141211495	141211544	AL645608.3	0	-	141211495	141211544	0	1	49	0	-4.59005654801702	0.000118209417919402	ENSG00000022567.9
chr14	102335693	102335742	AL645608.1	0	+	102335693	102335742	0	1	49	0	4.44265125649031	0.00398736352739537	ENSG00000022976.15
chr8	52656175	52656224	AGRN	0	-	52656175	52656224	0	1	49	0	-1.86801190077593	0.00304249965601655	ENSG00000023287.13
chr8	52657369	52657418	AGRN	0	-	52657369	52657418	0	1	49	0	1.28896601715937	0.00404579058912602	ENSG00000023287.13
chr1	150159211	150159260	AL645608.5	0	+	150159211	150159260	0	1	49	0	1.03489647431404	0.000239311919808416	ENSG00000023902.14
chr6	89367613	89367662	AL390719.1	0	-	89367613	89367662	0	1	49	0	4.53259949315326	0.00340909410114631	ENSG00000025039.15
chr11	47268735	47268784	AL645608.8	0	+	47268735	47268784	0	1	49	0	5.35185813347607	0.000788722469036607	ENSG00000025434.19
chr1	32176067	32176116	RNF223	0	+	32176067	32176116	0	1	49	0	-4.24132675240972	0.00215417693554232	ENSG00000025800.14
chr1	32176166	32176215	RNF223	0	+	32176166	32176215	0	1	49	0	1.5161694425413	0.000109703037283637	ENSG00000025800.14
chr1	32176315	32176364	RNF223	0	+	32176315	32176364	0	1	49	0	-1.20500055364559	0.000265621630226254	ENSG00000025800.14
chr10	89014321	89014370	C1orf159	0	+	89014321	89014370	0	1	49	0	3.98898404788373	0.000725814657700163	ENSG00000026103.22
chr6	26413961	26414010	AL390719.3	0	+	26413961	26414010	0	1	49	0	2.26777568833293	0.00146970959506287	ENSG00000026950.17
chr5	177609783	177609832	LINC01342	0	+	177609783	177609832	0	1	49	0	-1.81263705425107	0.0024941910405526	ENSG00000027847.14
chr1	12207390	12207439	MIR200B	0	+	12207390	12207439	0	1	49	0	2.36907483515875	0.00289875000196482	ENSG00000028137.19
chr19	42089749	42089798	MIR200A	0	-	42089749	42089798	0	1	49	0	-5.42495001747203	0.00291953692220337	ENSG00000028277.21
chr19	42090995	42091044	MIR200A	0	-	42090995	42091044	0	1	49	0	3.87120101074687	2.84498817459955e-06	ENSG00000028277.21
chr5	864129	864178	MIR429	0	-	864129	864178	0	1	49	0	1.58002402722499	0.0013838769443334	ENSG00000028310.18
chr6	136276061	136276110	AL390719.2	0	-	136276061	136276110	0	1	49	0	5.52942908750206	4.66828637746275e-07	ENSG00000029363.17
chr2	213007435	213007484	TTLL10-AS1	0	-	213007435	213007484	0	1	49	0	-2.55460349875658	3.16619902895887e-06	ENSG00000030419.16
chr5	137939500	137939549	TTLL10	0	-	137939500	137939549	0	1	49	0	-1.25651531811021	0.00416620086960839	ENSG00000031003.10
chr19	5918600	5920902	TNFRSF18	0	-	5918600	5920902	0	2	39,11	0,2292	-1.56064774822586	0.00435575679256239	ENSG00000031823.14
chr14	58364355	58364404	TNFRSF4	0	+	58364355	58364404	0	1	49	0	-0.646000402134244	0.00103445152433601	ENSG00000032219.19
chr7	151213121	151213170	SDF4	0	-	151213121	151213170	0	1	49	0	5.64544689764324	0.000460757596985717	ENSG00000033050.9
chr7	151214013	151214062	SDF4	0	-	151214013	151214062	0	1	49	0	5.00394630594545	0.0014793526464042	ENSG00000033050.9
chr7	151233874	151233923	B3GALT6	0	+	151233874	151233923	0	1	49	0	6.08904487543748	1.27043869091459e-07	ENSG00000033100.16
chr7	151235241	151235290	B3GALT6	0	+	151235241	151235290	0	1	49	0	1.44130099063213	0.00187028067840933	ENSG00000033100.16
chr14	65742328	65742377	C1QTNF12	0	+	65742328	65742377	0	1	49	0	1.7773707317748	0.000573395035121327	ENSG00000033170.17
chr11	78218631	78218680	AL162741.1	0	-	78218631	78218680	0	1	49	0	0.826058546296774	0.00242029056257009	ENSG00000033327.13
chr3	131025084	131025133	UBE2J2	0	-	131025084	131025133	0	1	49	0	-0.911400746579963	0.000594175288867515	ENSG00000034533.11
chr2	224474184	224474233	LINC01786	0	-	224474184	224474233	0	1	49	0	-1.13684386627702	0.00313191937605095	ENSG00000036257.13
chr1	77566096	77566145	SCNN1D	0	-	77566096	77566145	0	1	49	0	5.35894198820345	3.96965367244207e-08	ENSG00000036549.13
chr1	77584629	77584789	SCNN1D	0	-	77584629	77584789	0	2	27,23	0,138	0.571713993441005	0.00152350212128249	ENSG00000036549.13
chr5	6599735	6599784	ACAP3	0	-	6599735	6599784	0	1	49	0	-1.02813021362969	9.00772082488288e-05	ENSG00000037474.15
chr5	6600082	6600131	ACAP3	0	-	6600082	6600131	0	1	49	0	-0.761200643804961	0.00176325602250738	ENSG00000037474.15
chr1	16251270	16251319	MIR6726	0	-	16251270	16251319	0	1	49	0	2.88106936324515	0.00269580200128927	ENSG00000037637.11
chr5	154053148	154053247	PUSL1	0	+	154053148	154053247	0	1	99	0	-1.94591014905576	5.01639910037091e-07	ENSG00000037749.12
chr5	154053348	154053397	PUSL1	0	+	154053348	154053397	0	1	49	0	-1.08498345761333	0.000104138622300076	ENSG00000037749.12
chr4	25278806	25278855	INTS11	0	+	25278806	25278855	0	1	49	0	3.92197333628131	0.00319289183712956	ENSG00000038210.14
chr4	13597116	13597165	MIR6727	0	-	13597116	13597165	0	1	49	0	1.1802365244271	0.000899899022170247	ENSG00000038219.13
chr4	13599342	13599391	MIR6727	0	-	13599342	13599391	0	1	49	0	-0.529314896444882	0.0013699920921546	ENSG00000038219.13
chr4	13599542	13599591	MIR6727	0	-	13599542	13599591	0	1	49	0	-1.26275152637887	0.000294830794337342	ENSG00000038219.13
chr4	13602734	13602783	MIR6727	0	-	13602734	13602783	0	1	49	0	1.42486663591993	8.3634270316546e-05	ENSG00000038219.13
chr4	13604979	13605028	MIR6727	0	-	13604979	13605028	0	1	49	0	-4.86753445044621	0.00203131111004984	ENSG00000038219.13
chr16	11179044	11179093	AL139287.1	0	+	11179044	11179093	0	1	49	0	0.598903505010716	0.000706282362142873	ENSG00000038532.16
chr3	194642028	194642127	CPTP	0	-	194642028	194642127	0	1	99	0	1.45315730634907	8.55094583425295e-05	ENSG00000041802.11
chr1	6632998	6633047	TAS1R3	0	+	6632998	6633047	0	1	49	0	-4.60517018597872	0.00118181431808895	ENSG00000041988.15
chr14	89963332	89963381	DVL1	0	+	89963332	89963381	0	1	49	0	-1.28275368217913	0.0044099414459895	ENSG00000042088.14
chr3	182944938	182944987	MIR6808	0	-	182944938	182944987	0	1	49	0	-0.919077542781334	0.0023669996690614	ENSG00000043093.15
chrX	18893098	18893147	MXRA8	0	-	18893098	18893147	0	1	49	0	-0.832344310720146	0.0010352666303135	ENSG00000044446.12
chr9	17394708	17394757	AURKAIP1	0	+	17394708	17394757	0	1	49	0	3.19867311755068	0.0015479325939779	ENSG00000044459.15
chr9	125236640	125236689	NDUFB4P8	0	-	125236640	125236689	0	1	49	0	-1.5121390014473	0.000147607228983993	ENSG00000044574.8
chr15	52609467	52609516	CCNL2	0	-	52609467	52609516	0	1	49	0	-1.20320327753741	9.35821364853595e-05	ENSG00000047346.12
chr1	186336580	186336629	MRPL20-AS1	0	-	186336580	186336629	0	1	49	0	5.57215403217777	0.000527206877738107	ENSG00000047410.14
chr3	47911456	47911505	MRPL20	0	-	47911456	47911505	0	1	49	0	-3.5189804163284	0.00346781061140111	ENSG00000047849.21
chr3	47911856	47911905	MRPL20	0	-	47911856	47911905	0	1	49	0	0.880860294894654	0.000239631791762451	ENSG00000047849.21
chr3	47916411	47916460	MRPL20	0	-	47916411	47916460	0	1	49	0	0.519075523238134	0.00100108781201302	ENSG00000047849.21
chr3	47916511	47916560	MRPL20	0	-	47916511	47916560	0	1	49	0	0.557106376329998	0.00377472889974051	ENSG00000047849.21
chr3	47917011	47917060	MRPL20	0	-	47917011	47917060	0	1	49	0	1.28230464761204	0.000140677694230207	ENSG00000047849.21
chr7	127374261	127374310	RN7SL657P	0	-	127374261	127374310	0	1	49	0	-1.66162366561009	0.00428449923045371	ENSG00000048405.10
chr16	12569488	12569537	AL391244.2	0	+	12569488	12569537	0	1	49	0	0.924387942106775	0.0027303130550097	ENSG00000048471.14
chr16	12570888	12570937	AL391244.2	0	+	12570888	12570937	0	1	49	0	4.56434819146784	0.00322498939716187	ENSG00000048471.14
chr11	77666942	77666991	ANKRD65	0	-	77666942	77666991	0	1	49	0	-2.12254664203913	0.00194458383549645	ENSG00000048649.13
chr1	12276396	12276445	AL391244.1	0	+	12276396	12276445	0	1	49	0	3.90197266941362	1.3889713315951e-05	ENSG00000048707.15
chr1	12277045	12277094	AL391244.1	0	+	12277045	12277094	0	1	49	0	0.555107891496233	0.00403324683446804	ENSG00000048707.15
chr10	11333532	11333581	TMEM88B	0	+	11333532	11333581	0	1	49	0	5.29831736654803	0.000259038662967503	ENSG00000048740.18
chr9	93564514	93564563	LINC01770	0	+	93564514	93564563	0	1	49	0	0.522060754942731	0.00310268392692203	ENSG00000048828.17
chr1	9265107	9265156	VWA1	0	+	9265107	9265156	0	1	49	0	5.05624580534831	0.00134673384224548	ENSG00000049239.13
chr1	7777240	7777289	ATAD3C	0	+	7777240	7777289	0	1	49	0	1.51736854880148	0.00279049977825285	ENSG00000049245.13
chr1	7781234	7781283	ATAD3C	0	+	7781234	7781283	0	1	49	0	-2.01490302054226	5.63941373913357e-05	ENSG00000049245.13
chr6	156777805	156777854	ATAD3B	0	+	156777805	156777854	0	1	49	0	-2.46809953001707	0.000921210586048771	ENSG00000049618.24
chr7	144362991	144363040	AL645728.2	0	+	144362991	144363040	0	1	49	0	-5.49716822528383	0.000415772522521451	ENSG00000050327.15
chr7	26184615	26184664	ATAD3A	0	+	26184615	26184664	0	1	49	0	4.4543472962535	0.00122829899230392	ENSG00000050344.9
chr7	26185901	26185950	ATAD3A	0	+	26185901	26185950	0	1	49	0	2.25218346161664	1.01652137249886e-05	ENSG00000050344.9
chr12	51508376	51508425	TMEM240	0	+	51508376	51508425	0	1	49	0	1.34513628856809	0.000302440278899918	ENSG00000050438.17
chr5	178237717	178237766	SSU72	0	-	178237717	178237766	0	1	49	0	0.812253019194886	0.000799343659348084	ENSG00000050767.17
chr11	6217997	6218046	AL645728.1	0	-	6217997	6218046	0	1	49	0	3.54577860848455	0.00257114686477888	ENSG00000051009.11
chr12	123221766	123221815	AL691432.3	0	-	123221766	123221815	0	1	49	0	5.40717177145076	2.58527175445167e-07	ENSG00000051825.15
chr1	114774074	114774123	FNDC10	0	-	114774074	114774123	0	1	49	0	1.83827948486295	3.50009715690547e-05	ENSG00000052723.12
chr10	97356957	97357055	AL691432.4	0	-	97356957	97357055	0	1	98	0	5.40717177145075	3.99245049499034e-08	ENSG00000052749.14
chr1	19258527	19258703	AL691432.2	0	+	19258527	19258703	0	2	27,23	0,154	-0.638549997464596	0.000871507411950301	ENSG00000053372.5
chr1	36136769	36136818	MIB2	0	-	36136769	36136818	0	1	49	0	4.66343909395104	6.11209436396365e-08	ENSG00000054116.12
chr1	36286733	36286782	MMP23B	0	+	36286733	36286782	0	1	49	0	-1.67726050877286	0.000680809279693495	ENSG00000054118.15
chr1	235131734	235131783	CDK11B	0	-	235131734	235131783	0	1	49	0	1.37342785052659	0.00393719631074751	ENSG00000054267.22
chr1	235131933	235135686	CDK11B	0	-	235131933	235135686	0	2	65,35	0,3719	-4.87519732319178	3.26226899105696e-05	ENSG00000054267.22
chr1	235181852	235181901	CDK11B	0	-	235181852	235181901	0	1	49	0	5.37989735353109	2.8464321233379e-08	ENSG00000054267.22
chr11	73404830	73404879	FO704657.1	0	-	73404830	73404879	0	1	49	0	-1.69734978472099	0.00290754252791237	ENSG00000054965.10
chr5	157393396	157393445	SLC35E2B	0	+	157393396	157393445	0	1	49	0	5.53338948872752	0.00056606688152594	ENSG00000055163.20
chr6	149378424	149378473	AL691432.1	0	+	149378424	149378473	0	1	49	0	0.795618912311705	0.000231695923682662	ENSG00000055208.19
chr6	149378574	149378623	AL691432.1	0	+	149378574	149378623	0	1	49	0	-1.07420332378918	0.00102807951935302	ENSG00000055208.19
chr6	149397643	149397692	AL691432.1	0	+	149397643	149397692	0	1	49	0	-1.51020043288352	0.003156852283967	ENSG00000055208.19
chr6	149409773	149409822	AL691432.1	0	+	149409773	149409822	0	1	49	0	-0.621053307778815	0.00136107660671958	ENSG00000055208.19
chr6	149582576	149590748	MMP23A	0	+	149582576	149590748	0	2	28,22	0,8151	2.55528744654974	4.71901429576205e-05	ENSG00000055211.14
chr17	78803952	78806178	CDK11A	0	-	78803952	78806178	0	2	27,23	0,2204	1.05854830818746	0.000194759327450389	ENSG00000055483.19
chr7	152148501	152148550	AL031282.2	0	-	152148501	152148550	0	1	49	0	-1.57067990213259	0.00285553968640839	ENSG00000055609.18
chr7	152163576	152163625	AL031282.2	0	-	152163576	152163625	0	1	49	0	-2.46009148066818	9.38297417905076e-05	ENSG00000055609.18
