gene_id	gene_name	HLO.0.r1	HLO.0.r2	HLO.5.r1	HLO.5.r2	HLO.9.r1	HLO.9.r2	HLO.15.r1	HLO.15.r2	HLO.25.r1	HLO.25.r2	HLO.35.r1	HLO.35.r2	HLO.50.r3	HLO.50.r4
21	ENSG00000005156.12	LIG3	138.538974270261	98.6814112574978	116.957741311688	128.614174805937	95.4627947834152	94.776906200801	139.566503170416	125.225567148215	84.7138799132818	105.817055088304	95.7751671837686	87.9198692607332	46.8724219783172	57.4012913951938
22	ENSG00000005175.10	RPAP3	230.898290450435	235.004185571979	153.650366036923	146.825031415628	133.038575708802	121.158106895869	109.822822166884	107.158196763646	108.205964258982	99.8833884478381	66.3585086916111	87.3050450001686	101.556914286354	99.8283328612066
23	ENSG00000005206.17	SPPL2B	26.7355915258398	25.4333534168809	14.9063787946268	22.7635707621128	37.5757809253868	67.4186239985079	61.0126789816025	67.2853793632199	49.1198127228272	51.4251108840355	61.5697503324226	46.1118195423426	44.2683985350773	47.4184581090731
24	ENSG00000005249.13	PRKAR2B	79.3966051373426	76.3000602506426	30.9594021119173	20.4872136859015	25.3890411658019	25.4041191878436	38.8955828507716	39.8728174004266	44.8485246599727	45.4914442435698	36.2577418624267	25.2077946831473	31.2482813188781	34.9399165014223
25	ENSG00000005339.15	CREBBP	106.942366103359	118.010759854327	152.503721514259	173.003137792057	300.606247403095	257.949517907335	228.034887693739	232.383763911861	151.630726231336	160.208999292572	218.914667848614	202.277181725743	239.570156778066	247.075123831486
26	ENSG00000005448.17	WDR54	115.854229945306	105.802750214224	134.157409151642	109.265139658141	146.240877115019	145.585144576488	82.3671166251633	55.4481366974682	89.6970493199454	95.9276106875277	71.8313753878264	62.0972503170213	75.5166798539554	67.3841246813144
27	ENSG00000005483.21	KMT2E	327.308453831494	321.477587189374	519.429968766612	459.824129394679	604.259179746085	607.744697493796	430.902045307567	403.089263407437	624.319938520572	636.880219409978	641.693620131249	583.468223275775	637.985743593762	843.549412677196
28	ENSG00000005700.15	IBTK	115.044060505129	131.236103631105	193.782924330149	219.668457854389	71.0893152642453	84.0290096213287	99.908261832374	114.634350026226	152.342607575145	133.507499410477	166.238325897541	156.1653621834	132.805195605232	154.73391593487
29	ENSG00000005801.18	ZNF195	140.969482590792	136.322774314481	57.3322261331802	69.4288908244441	88.3538632569906	93.7998246935762	124.313333425015	123.979541604451	91.8326933513727	87.0271107268292	106.720900576199	101.446002993154	62.4965626377562	69.8798330028446
30	ENSG00000005810.18	MYCBP2	89.1186384194662	107.837418487575	89.438272767761	93.3306401246625	123.898520889113	129.951840460892	183.038036944807	159.491269601706	93.9683373827999	125.595943889856	127.928259024034	146.328174014367	171.86554725383	127.281124398038
31	ENSG00000005889.15	ZFX	35.6474553677865	47.814704423736	60.772159701171	61.4616410577046	56.8714522113963	85.0060911285535	85.4177505742434	89.0908263790782	59.0861515361545	66.2592774851995	52.6763419510727	49.80076510573	65.1005860809961	57.4012913951938
32	ENSG00000005893.16	LAMP2	105.322027223005	89.5254040274207	92.8782063357519	111.541496734353	105.618411249736	110.410210316397	138.041186195876	150.769090795363	242.039656895091	210.64516573653	219.598776185641	237.936988838488	270.818438096944	244.579415509956
33	ENSG00000006007.12	GDE1	57.5220302525645	75.2827261139674	69.9453158824798	80.8106762055005	116.789589362689	104.547721273048	133.465235272255	128.963643779505	130.274285917064	104.828110648226	127.928259024034	135.261337324205	187.489687913269	112.306874468857
34	ENSG00000006042.12	TMEM98	68.0542329748651	54.9360433804627	53.8922925651894	95.6069972008738	97.4939180766793	91.8456616791267	126.601308886825	142.669924760901	86.1376426009	73.1818885657428	79.3565670951225	78.0826810917001	80.7247267404351	74.8712496459049
35	ENSG00000006118.14	TMEM132A	17.0135582437163	15.2600120501285	18.3463123626177	18.2108566096902	28.4357261056981	37.1290972745406	36.6076073889615	47.3489706630066	27.0514910647454	33.6241109626386	38.9941752105343	43.0376982395197	28.6442578756383	37.4356248229525
36	ENSG00000006125.18	AP2B1	235.759307091497	228.900180751928	271.754751871274	264.057420840508	238.656986958538	227.659991183367	196.765889715668	166.967422864286	165.156471763709	151.308499331874	242.174351307529	221.951558063809	226.550039561866	182.186707471702
37	ENSG00000006451.8	RALA	241.430493172736	218.726839385176	188.049701716831	166.174066563423	177.723288160613	171.966345271556	160.920940813977	158.868256829825	175.122810577036	176.032110333814	225.071642881856	196.743763380662	151.033359707911	132.272541041099
38	ENSG00000006453.14	BAIAP2L1	55.0915219320336	68.1613871572407	27.5194685439265	42.1126059099087	44.6847124518114	52.7624013901366	61.7753374688725	51.0870472942966	66.9168463180545	61.3145552848115	77.3042420840418	66.4010201409733	57.2885157512765	74.8712496459049
39	ENSG00000006576.16	PHTF2	48.6101664106179	50.8667068337617	27.5194685439265	45.5271415242256	26.404602812434	40.0603417962148	33.5569734398814	33.0196769097283	37.0178298780727	38.5688331630266	41.730608558642	28.2819159859701	39.0603516485976	42.4270414660128
40	ENSG00000006625.18	GGCT	171.755921317517	177.016139781491	35.5459802025717	35.2835346812748	74.1360002041416	52.7624013901366	101.433578806914	114.634350026226	101.087150820891	106.805999528381	77.9883504210687	94.6829361269434	62.4965626377562	57.4012913951938
41	ENSG00000006652.14	IFRD1	50.2305052909718	35.6066947836332	30.9594021119173	54.6325698290707	51.7936439782359	65.4644609840584	54.1487525961722	53.5790983818232	61.9336769113909	73.1818885657428	76.6201337470148	59.6379532747631	72.9126564107156	54.9055830736636
42	ENSG00000006704.10	GTF2IRD1	49.4203358507949	42.7280337403599	76.8251830184614	99.0215328151907	70.0737536176133	100.639395244149	61.7753374688725	72.8924943101549	71.188134380909	83.0713329665188	82.7771087802571	86.0753964790395	67.7046095242359	72.3755413243748
43	ENSG00000006715.16	VPS41	51.8508441713258	69.178721293916	37.8392692478989	48.9416771385425	59.9181371512925	82.0748466068792	58.7247035197924	76.6305709414448	37.0178298780727	40.5467220431818	55.4127752991804	47.9562923240363	72.9126564107156	67.3841246813144
44	ENSG00000006744.19	ELAC2	85.8779606587583	90.5427381640959	52.7456480425258	69.4288908244441	63.9803837378208	64.4873794768337	84.6550920869734	98.4360179573031	69.0524903494818	65.2703330451219	81.4088921062033	96.5274089086371	44.2683985350773	52.4098747521335
45	ENSG00000006831.10	ADIPOR2	67.2440635346881	88.5080698907454	104.344651562388	127.475996267832	90.3849865502548	85.0060911285535	95.3323109087539	95.9439668697765	78.306947819	66.2592774851995	84.1453254543109	69.4751414437961	85.9327736269148	94.8369162181463
46	ENSG00000007047.15	MARK4	62.3830468936263	89.5254040274207	103.198007039724	106.98878258193	137.10082229533	135.814329504241	77.0285072142731	71.6464687663915	99.6633881332727	95.9276106875277	138.189884079437	108.823894119928	83.328750183675	82.3583746104954
47	ENSG00000007168.13	PAFAH1B1	107.752535543536	95.6294088474721	134.157409151642	143.410495801311	116.789589362689	107.478965794723	97.6202863705639	100.305056272948	103.222794852318	100.872332887916	103.984467228092	114.35731246501	106.764961172834	127.281124398038
48	ENSG00000007202.15	KIAA0100	44.5593192097331	35.6066947836332	38.9859137705625	38.6980702955918	37.5757809253868	52.7624013901366	61.7753374688725	50.4640345224149	41.2891179409272	49.4472220038802	48.5716919289112	37.5042798944386	54.6844923080367	54.9055830736636
49	ENSG00000007255.10	TRAPPC6A	145.020329791677	173.964137371465	81.4117611091158	81.9488547436061	62.9648220911887	97.7081507224752	43.4715337743918	46.7259578911249	61.2217955675818	60.3256108447339	51.3081252770189	46.7266438029071	31.2482813188781	29.948499858362
50	ENSG00000007384.15	RHBDF1	38.8881331284943	31.5373582369323	95.1714953810791	100.159711353296	78.1982467906699	95.7539877080257	44.2341922616618	52.3330728380599	79.7307105066181	79.1155552062084	80.0406754321494	85.4605722184749	28.6442578756383	34.9399165014223
51	ENSG00000007392.16	LUC7L	153.122024193446	142.426779134533	154.797010559586	161.621352411001	165.536548401028	213.980850082221	221.170961308309	205.59421472095	145.935675480864	146.363777131486	153.24026749403	121.12037933122	187.489687913269	162.221040899461
52	ENSG00000007520.4	TSR3	83.4474523382274	92.5774064374464	92.8782063357519	94.4688186627681	76.1671234974057	76.2123575635307	71.6898978033829	77.2535837133265	69.0524903494818	61.3145552848115	49.2558002659381	50.4155893662945	72.9126564107156	62.3927080382541
53	ENSG00000007944.15	MYLIP	76.9660968168117	88.5080698907454	69.9453158824798	64.8761766720215	45.7002740984434	72.3040315346317	143.379795606766	128.963643779505	80.4425918504272	89.9939440470621	86.1976504653917	98.9867059508954	114.577031502553	112.306874468857
54	ENSG00000008018.9	PSMB1	351.613537036803	356.066947836332	155.94365508225	160.483173872895	103.587287956472	88.9144171574524	128.889284348635	141.423899217138	157.325776981809	149.330610451718	123.139500664845	122.350027852349	179.677617583549	117.298291111918
55	ENSG00000008083.14	JARID2	736.444021120861	699.925886032562	293.540997801882	279.991920373987	289.435069290142	263.812006950683	260.829202646351	253.566198155838	149.495082199909	121.640166129545	149.135617471868	123.579676373478	169.26152381059	209.639499008534
56	ENSG00000008256.16	CYTH3	27.5457609660168	39.6760313303342	22.9328904532721	27.3162849145354	36.5602192787548	37.1290972745406	35.0822904144214	38.0037790847816	36.3059485342636	36.5909442828714	35.5736335253997	31.9708615493575	44.2683985350773	42.4270414660128
57	ENSG00000008282.8	SYPL1	82.6372828980504	73.2480578406169	64.2120932691618	70.5670693625497	54.8403289181321	64.4873794768337	63.3006544434126	62.3012771881665	81.8663545380454	88.0160551669068	76.6201337470148	60.8676017958922	88.5367970701546	59.896999716724
58	ENSG00000008283.16	CYB561	24.305083205309	30.5200241002571	26.3728240212629	23.9017493002184	47.7313973917076	51.7853198829119	37.3702658762315	39.2498046285449	74.0356597561454	81.0934440863636	48.5716919289112	51.6452378874237	96.3488673998742	54.9055830736636
59	ENSG00000008294.21	SPAG9	117.47456882566	142.426779134533	157.090299604914	125.19963919162	88.3538632569906	89.8914986646772	105.246871243264	105.289158448001	148.071319512291	133.507499410477	153.24026749403	142.024404190415	177.073594140309	232.100873902305
60	ENSG00000008311.15	AASS	233.328798770966	210.588166291774	136.450698196969	135.443246034571	152.334246994811	157.310122663185	209.731083999258	203.725176405305	113.901015009454	96.9165551276053	116.298417294576	90.3791663029914	67.7046095242359	42.4270414660128
61	ENSG00000008324.11	SS18L2	140.159313150615	154.634788774636	71.0919604051434	61.4616410577046	70.0737536176133	75.2352760563059	93.8069939342138	84.1067242040248	79.7307105066181	88.0160551669068	65.6744003545842	65.7861958804087	41.6643750918375	62.3927080382541
62	ENSG00000008394.13	MGST1	247.911848694151	216.692171111825	131.864120106314	126.337817729726	99.5250413699435	87.9373356502277	94.5696524214838	122.733516060688	126.002997854209	111.750721728769	117.66663396863	108.209069859364	174.469570697069	89.8454995750859
63	ENSG00000008710.20	PKD1	30.7864387267247	15.2600120501285	26.3728240212629	19.3490351477959	52.809205624868	42.9915863178891	35.8449489016914	30.5276258222016	45.5604060037818	38.5688331630266	62.9379670064765	57.7934804930694	33.852304762118	54.9055830736636
64	ENSG00000008838.20	MED24	147.450838112208	161.756127731362	199.516146943467	175.279494868269	190.92558956683	213.980850082221	220.408302821039	185.657806020736	123.867353822782	130.540666090244	123.823609001872	132.187216021382	166.65750036735	214.630915651594
65	ENSG00000008853.17	RHOBTB2	16.2033888035393	15.2600120501285	16.0530233172904	17.0726780715846	31.4824110455944	16.6103856228208	28.2183640289911	27.4125619627933	14.2376268761818	15.8231110412417	43.7829335697228	41.8080497183906	36.4563282053578	47.4184581090731
66	ENSG00000008952.17	SEC62	204.972868364772	197.362822514996	130.717475583651	173.003137792057	176.707726513981	165.126774720983	162.446257788517	177.558639986275	202.174301641782	228.446165657927	195.654984389699	197.358587641226	307.274766302301	306.97212354821
67	ENSG00000008988.9	RPS20	267.355915258398	245.177526938732	162.823522218232	128.614174805937	216.314630732632	164.149693213758	199.053865177478	199.364087002133	329.601062183609	300.639109783592	259.277059733202	287.122929683653	296.858672529342	214.630915651594
68	ENSG00000009307.16	CSDE1	1092.10840535855	1133.31022825621	748.758873299333	663.558087715588	983.06367393985	959.494040094707	1066.1965652035	998.68947332631	1330.50623157919	1321.22977194368	929.703230019582	887.191407994671	1005.15304909058	1140.53870293929
69	ENSG00000009335.18	UBE3C	66.4338940945111	62.0573823371893	96.3181399037427	91.0542830484512	100.540603016576	89.8914986646772	75.503190239733	88.4678136071965	64.0693209428181	68.2371663653547	74.5678087359341	75.6233840494418	96.3488673998742	114.802582790388
70	ENSG00000009413.16	REV3L	41.3186414490252	41.7106996036846	133.010764628978	118.370567962987	126.94520582901	129.951840460892	249.3893253373	223.038572333636	163.732709076091	167.131610373115	238.753809622394	201.047533204614	195.301758242988	189.673832436293
71	ENSG00000009830.11	POMT2	53.4711830516797	50.8667068337617	49.3057144745349	63.7379981339158	36.5602192787548	48.8540753612376	79.3164826760832	64.7933282756932	58.3742701923454	49.4472220038802	44.4670419067497	46.7266438029071	28.6442578756383	39.9313331444826
72	ENSG00000009844.16	VTA1	120.715246586368	123.097430537703	97.4647844264063	116.094210886775	99.5250413699435	87.9373356502277	86.9430675487835	89.7138391509598	103.222794852318	98.8944440077605	95.0910588467416	94.6829361269434	91.1408205133945	79.8626662889653
73	ENSG00000009954.11	BAZ1B	210.644054446011	197.362822514996	212.129236692767	209.424851011438	193.972274506727	216.912094603895	310.402004318903	267.272479137234	196.479250891309	195.810999135366	229.176292904018	220.72190954268	187.489687913269	217.126623973124
74	ENSG00000010165.20	EEF1AKNMT	59.1423691329184	70.1960554305912	43.5724918612169	34.1453561431692	56.8714522113963	37.1290972745406	48.810143185282	54.2021111537049	40.5772365971182	47.469333123725	37.6259585364805	38.7339284155678	33.852304762118	29.948499858362
75	ENSG00000010244.18	ZNF207	142.589821471146	141.409444997858	124.984252970333	101.297889891402	141.163068881859	176.85175280768	134.990552246795	167.590435636168	123.867353822782	140.43011049102	155.29259250511	132.802040281947	143.221289378191	122.289707754978
76	ENSG00000010256.11	UQCRC1	88.3084689792892	68.1613871572407	69.9453158824798	60.3234625195989	51.7936439782359	51.7853198829119	98.382944857834	105.289158448001	86.1376426009	79.1155552062084	97.1433838578224	88.5346935212977	49.476445421557	59.896999716724
77	ENSG00000010292.13	NCAPD2	106.942366103359	103.768081940874	107.784585130379	81.9488547436061	74.1360002041416	80.1206835924297	101.433578806914	97.1899924135398	91.8326933513727	93.9497218073725	88.2499754764725	78.0826810917001	57.2885157512765	49.9141664306033
78	ENSG00000010322.16	NISCH	31.5966081669016	40.6933654670094	53.8922925651894	48.9416771385425	112.72734277616	113.341454838071	59.4873620070624	66.6623665913382	42.0009992847363	61.3145552848115	77.3042420840418	73.1640870071835	44.2683985350773	77.3669579674351
79	ENSG00000010810.17	FYN	59.9525385730954	74.2653919772922	43.5724918612169	43.2507844480143	75.1515618507736	90.868580171902	37.3702658762315	29.9046130503199	51.9673380980636	53.4029997641907	54.0445586251265	56.5638319719402	96.3488673998742	64.8884163597843
80	ENSG00000011009.11	LYPLA2	112.613552184598	118.010759854327	61.9188042238346	71.7052479006553	93.431671490151	77.1894390707554	102.196237294184	82.2376858883798	57.6623888485363	45.4914442435698	61.5697503324226	46.7266438029071	41.6643750918375	44.922749787543
81	ENSG00000011114.15	BTBD7	86.6881300989353	102.750747804199	106.637940607715	109.265139658141	156.39649358134	155.355959648736	157.107648377626	147.031014164073	95.3921000704181	96.9165551276053	112.193767272415	125.424149155172	135.409219048472	122.289707754978
82	ENSG00000011198.10	ABHD5	31.5966081669016	31.5373582369323	63.0654487464982	50.0798556766482	20.3112329326415	19.541630144495	40.4208998253116	50.4640345224149	29.8990164399818	35.6019998427938	30.1007668291844	46.1118195423426	44.2683985350773	64.8884163597843
83	ENSG00000011201.12	ANOS1	96.4101633810588	124.114764674379	41.2792028158897	39.8362488336974	134.054137355434	158.28720417041	12.2025357963205	13.083268209515	14.9495082199909	19.7788888015521	57.4651003102611	69.4751414437961	70.3086329674758	49.9141664306033
84	ENSG00000011260.14	UTP18	178.237276838932	179.050808054841	111.22451869837	118.370567962987	72.1048769108774	49.8311568684624	86.1804090615135	94.0749285541315	114.612896353264	102.850221768071	77.3042420840418	73.1640870071835	59.8925391945164	49.9141664306033
85	ENSG00000011275.18	RNF216	65.6237246543342	61.0400482005141	126.130897492996	120.646925039198	109.680657836264	110.410210316397	93.8069939342138	85.9757625196698	66.9168463180545	95.9276106875277	93.0387338356609	81.1568023945229	80.7247267404351	94.8369162181463
86	ENSG00000011295.16	TTC19	273.837270779814	326.56425787275	220.155748351412	245.846564230818	138.116383941962	154.378878141511	201.341840639288	181.296716617565	159.461421013236	170.098443693348	184.709250997268	189.980696514451	210.925898902427	152.23820761334
87	ENSG00000011304.20	PTBP1	529.850813875735	510.701736610968	400.178938409598	413.158809332347	435.675946405161	416.236722077744	701.645808288428	618.651682478494	494.757533947318	531.063164321674	506.924277736946	464.807140986813	294.254649086102	264.545082082197
88	ENSG00000011405.13	PIK3C2A	301.383031745831	310.286911685947	197.22285789814	190.075815863642	300.606247403095	298.986941210774	273.794396929941	239.23690440256	267.667385272218	339.207942946619	251.067759688879	243.470407183569	317.690860075261	304.47641522668
89	ENSG00000011454.17	RABGAP1	124.766093787253	133.270771904456	128.424186538324	127.475996267832	147.256438761651	177.828834314905	205.917791562908	198.11806145837	204.309945673209	195.810999135366	199.075526074833	202.277181725743	190.093711356509	169.708165864051
90	ENSG00000011523.14	CEP68	49.4203358507949	49.8493726970865	18.3463123626177	20.4872136859015	50.7780823316038	41.0374233034396	46.5221677234719	44.2339068035982	42.7128806285454	38.5688331630266	28.7325501551306	25.2077946831473	46.8724219783172	32.4442081798921
91	ENSG00000011566.15	MAP4K3	59.9525385730954	67.1440530205655	41.2792028158897	45.5271415242256	40.6224658652831	49.8311568684624	34.3196319271514	42.9878812598349	46.9841686914	49.4472220038802	51.9922336140458	52.8748864085528	46.8724219783172	39.9313331444826
92	ENSG00000012232.9	EXTL3	68.864402415042	87.4907357540702	49.3057144745349	56.908926905282	108.665096189632	151.447633619837	140.329161657686	133.947745954558	67.6287276618636	66.2592774851995	85.5135421283648	91.6088148241206	62.4965626377562	79.8626662889653
93	ENSG00000012660.14	ELOVL5	262.494898617337	262.472207262211	143.33056533295	127.475996267832	90.3849865502548	74.2581945490812	120.500040988665	141.423899217138	196.479250891309	190.866276934978	159.397242527272	167.232198873562	130.201172161992	112.306874468857
94	ENSG00000012983.11	MAP4K5	86.6881300989353	73.2480578406169	106.637940607715	102.436068429508	118.820712655953	131.906003475342	122.025357963205	143.915950304665	142.376268761818	159.220054852494	151.187942482949	134.64651306364	117.181054945793	124.785416076508
95	ENSG00000013275.8	PSMC4	109.37287442389	95.6294088474721	94.0248508584155	83.0870332817117	63.9803837378208	66.4415424912832	99.145603345104	88.4678136071965	71.188134380909	55.3808886443459	57.4651003102611	58.4083047536339	62.4965626377562	32.4442081798921
96	ENSG00000013306.16	SLC25A39	173.376260197871	175.998805644816	124.984252970333	108.126961120036	93.431671490151	82.0748466068792	107.534846705074	90.9598646947232	100.375269477082	105.817055088304	102.616250554038	92.2236390846851	46.8724219783172	42.4270414660128
97	ENSG00000013374.16	NUB1	134.488127069376	116.993425717652	108.931229653042	75.1197835149723	132.02301406217	109.433128809172	88.4683845233236	85.3527497477882	74.7475410999545	93.9497218073725	66.3585086916111	73.1640870071835	52.0804688647969	72.3755413243748
98	ENSG00000013375.16	PGM3	116.664399385483	135.305440177806	160.530233172904	153.654102644261	197.018959446623	173.920508286006	99.145603345104	106.535183991765	205.021827017018	144.38588825133	201.811959422941	207.195775810259	179.677617583549	164.716749220991
99	ENSG00000013441.16	CLK1	64.0033857739802	67.1440530205655	186.903057194167	94.4688186627681	44.6847124518114	69.3727870129574	81.6044581378933	71.6464687663915	183.665386702745	153.286388212029	81.4088921062033	68.8603171832316	174.469570697069	149.74249929181
100	ENSG00000013583.10	HEBP1	57.5220302525645	67.1440530205655	26.3728240212629	25.0399278383241	26.404602812434	21.4957931589446	31.2689979780713	32.3966641378466	68.3406090056727	58.3477219645787	68.4108337026918	75.0085597888772	57.2885157512765	44.922749787543
101	ENSG00000014123.10	UFL1	65.6237246543342	64.0920506105398	74.5318939731342	92.1924615865568	82.2604933771982	69.3727870129574	61.0126789816025	52.9560856099416	97.5277441018454	96.9165551276053	129.296475698088	112.512839683316	101.556914286354	102.324041182737
102	ENSG00000014216.16	CAPN1	40.5084720088483	34.589360646958	45.8657809065441	50.0798556766482	48.7469590383397	33.2207712456416	44.2341922616618	39.8728174004266	37.7297112218818	27.6904443221729	47.8875835918843	41.193225457826	33.852304762118	29.948499858362
103	ENSG00000014641.20	MDH1	620.589791175555	612.435150278491	361.193024639035	327.795418974424	259.983781537812	264.789088457908	250.91464231184	257.927287559009	278.345605429354	272.948665461419	190.86622603051	225.640503627196	140.617265934952	157.2296242564
104	ENSG00000014824.14	SLC30A9	135.298296509553	132.253437767781	95.1714953810791	89.9161045103456	104.602849603104	90.868580171902	112.110797628695	105.289158448001	86.849523944709	92.9607773672949	91.6705171616071	104.520124295976	96.3488673998742	89.8454995750859
105	ENSG00000015133.19	CCDC88C	52.6610136115027	54.9360433804627	42.4258473385533	47.8034986004369	64.9959453844529	66.4415424912832	60.2500204943324	71.0234559945099	42.7128806285454	28.6793887622505	58.833316984315	65.1713716198442	33.852304762118	27.4527915368318
106	ENSG00000015171.19	ZMYND11	93.9796550605279	89.5254040274207	153.650366036923	144.548674339416	153.349808641444	152.424715127061	173.886135097567	175.68960167063	190.784200140836	171.087388133426	145.030967449707	143.254052711544	174.469570697069	134.768249362629
107	ENSG00000015676.18	NUDCD3	63.1932163338033	57.9880457904884	51.5990035198621	92.1924615865568	57.8870138580284	80.1206835924297	72.4525562906529	76.0075581695632	73.3237784123363	72.1929441256652	88.9340838134994	63.941723098715	83.328750183675	67.3841246813144
108	ENSG00000016864.18	GLT8D1	17.0135582437163	22.3813510068552	41.2792028158897	29.5926419907466	26.404602812434	25.4041191878436	41.1835583125817	37.3807663128999	43.4247619723545	53.4029997641907	30.7848751662113	49.80076510573	46.8724219783172	42.4270414660128
109	ENSG00000017260.19	ATP2C1	72.1050801757499	67.1440530205655	97.4647844264063	76.2579620530779	102.57172630984	116.272699359746	69.4019223415728	78.4996092570898	60.5099142237727	63.2924441649667	64.3061836805303	79.3123296128292	41.6643750918375	99.8283328612066
110	ENSG00000017797.13	RALBP1	92.359316180174	83.4213992073693	90.5849172904247	81.9488547436061	69.0581919709812	72.3040315346317	51.0981186470921	51.0870472942966	39.1534739095	51.4251108840355	60.8856419953957	66.4010201409733	78.1207032971953	54.9055830736636
